candidate_index,feature_selection__k,regressor__C,regressor__epsilon,split_1_validation_bounded_mae,split_2_validation_bounded_mae,split_3_validation_bounded_mae,mean_validation_bounded_mae,std_validation_bounded_mae,rank
0,50,0.01,0.0,0.9331528507345948,0.8701414011343326,0.8274840199503034,0.8769260906064101,0.043405064668033004,46
1,50,0.01,0.1,0.9379015378783095,0.8593710153427464,0.8959594511111932,0.8977440014440831,0.03208477528200471,48
2,50,0.01,0.2,0.9371018268465922,0.8646851276948145,0.8862559534439577,0.8960143026617882,0.03035856401525624,47
3,50,0.1,0.0,0.37805696852009324,0.38261463966038495,0.4460696181669415,0.4022470754491399,0.031043029590617412,22
4,50,0.1,0.1,0.39057971136408154,0.387884740877885,0.44526358302456903,0.4079093450888452,0.02643633907205976,24
5,50,0.1,0.2,0.3980785066457232,0.38471059571310273,0.4519752064727335,0.4115881029438531,0.029074775542441054,25
6,50,1.0,0.0,0.36608255259775535,0.355469106588759,0.44246055261478845,0.38800407060043424,0.0387495602906771,19
7,50,1.0,0.1,0.3648385928205983,0.36128458816837955,0.42665497122450957,0.3842593840711625,0.030013298106281554,17
8,50,1.0,0.2,0.3610797661292393,0.350076407832913,0.43660193073192816,0.38258603489802684,0.03845825637842926,16
9,50,10.0,0.0,0.355588747015465,0.3703600094752049,0.4697709194449046,0.3985732253118582,0.05070424890848733,21
10,50,10.0,0.1,0.3590709331859126,0.3767198231162914,0.4208162157744871,0.385535657358897,0.02596676312173639,18
11,50,10.0,0.2,0.36004226287137675,0.3799911586654167,0.43219097736791123,0.39074146630156825,0.030419687556794906,20
12,100,0.01,0.0,0.7853174808375476,0.7773433015043089,0.6827661738250923,0.7484756520556495,0.04657752341354303,42
13,100,0.01,0.1,0.7703423078387169,0.7452596572126898,0.6666230494144196,0.7274083381552755,0.04418463787402997,40
14,100,0.01,0.2,0.7623056735941715,0.7418974249090184,0.6794952657318061,0.7278994547449987,0.03522639435723746,41
15,100,0.1,0.0,0.362896229133971,0.29521810131025467,0.4052156227109178,0.35444331771838117,0.04530233593772838,9
16,100,0.1,0.1,0.3600983076342269,0.28983502844320014,0.39934778262683546,0.34976037290142087,0.045302063993642734,7
17,100,0.1,0.2,0.3795878568134232,0.31627667079842975,0.41224472233221204,0.369369749981355,0.039839461251555956,13
18,100,1.0,0.0,0.3700074294704863,0.29252384430542827,0.38663902778773535,0.34972343385455,0.041012171356704784,6
19,100,1.0,0.1,0.37841618958656814,0.28630248529375535,0.35082078953286344,0.33851315480439564,0.038599153998440425,2
20,100,1.0,0.2,0.3930776754928458,0.28015181436837133,0.34138831390941465,0.3382059345902106,0.04615667652156436,1
21,100,10.0,0.0,0.38896764567020625,0.3412480466546429,0.39637259300287925,0.37552942844257614,0.02442837372425004,14
22,100,10.0,0.1,0.3960586289187867,0.31231185895942676,0.3380331409041603,0.3488012095941246,0.03502707378719428,5
23,100,10.0,0.2,0.40462540265453467,0.2713758015344201,0.3484316489038157,0.34147761769759016,0.054620710127083236,4
24,200,0.01,0.0,0.6939033151186289,0.6666643563885762,0.6193304638856653,0.6599660451309567,0.030810475118390017,36
25,200,0.01,0.1,0.691643481771455,0.6805785065311254,0.5957770783089147,0.6559996888704983,0.042822739569893645,32
26,200,0.01,0.2,0.6903146420002204,0.6800612297959793,0.5719829877336852,0.6474529531766283,0.05352924358657793,28
27,200,0.1,0.0,0.4431764535424904,0.27381741517360186,0.3721150822302998,0.3630363169821307,0.06943792889159923,11
28,200,0.1,0.1,0.4477468924103296,0.2882593329632423,0.39865828701572614,0.378221504129766,0.06669491222796012,15
29,200,0.1,0.2,0.3800819195226397,0.27616692348139066,0.3969039287528037,0.3510509239189447,0.053394476242295735,8
30,200,1.0,0.0,0.5291594135132026,0.3148414144776559,0.3932381328869465,0.4124129869592683,0.08853928487464864,26
31,200,1.0,0.1,0.47331611095151527,0.2619133047531501,0.35589462915096143,0.3637080149518756,0.08648149461162709,12
32,200,1.0,0.2,0.38854195297799526,0.26053083346796657,0.37436326170624135,0.3411453493840677,0.05729621252075581,3
33,200,10.0,0.0,0.5876987772477325,0.309415084228285,0.47952424451750775,0.45887936866450846,0.11454289334677156,27
34,200,10.0,0.1,0.5027748702339345,0.2810918052097518,0.4332516951552602,0.40570612353298213,0.09257398560656784,23
35,200,10.0,0.2,0.4147181371124993,0.268741033809338,0.4026803748339348,0.36204651525192405,0.06615971372667499,10
36,all,0.01,0.0,0.8303391704132167,0.7085265729066095,0.822677838184012,0.7871811938346127,0.05570509281252165,45
37,all,0.01,0.1,0.8323322781131094,0.7079432226354588,0.8194578265093209,0.7865777757526297,0.05585088828883236,44
38,all,0.01,0.2,0.8364384593759026,0.7012336954782654,0.7978192482108505,0.7784971343550061,0.05686293525104972,43
39,all,0.1,0.0,0.5749338048799182,0.6272367736533032,0.8166943767763907,0.6729549851032041,0.10385778633805216,37
40,all,0.1,0.1,0.5589799811908549,0.6232376781720996,0.7875930318570086,0.6566035637399877,0.0962667941141298,33
41,all,0.1,0.2,0.5853490642366086,0.6377375040582278,0.7441307113393639,0.6557390932114001,0.06606030463748352,29
42,all,1.0,0.0,0.5749338048799182,0.6272367736533032,0.8166943767763907,0.6729549851032041,0.10385778633805216,37
43,all,1.0,0.1,0.5589799811908549,0.6232376781720996,0.7875930318570086,0.6566035637399877,0.0962667941141298,33
44,all,1.0,0.2,0.5853490642366086,0.6377375040582278,0.7441307113393639,0.6557390932114001,0.06606030463748352,29
45,all,10.0,0.0,0.5749338048799182,0.6272367736533032,0.8166943767763907,0.6729549851032041,0.10385778633805216,37
46,all,10.0,0.1,0.5589799811908549,0.6232376781720996,0.7875930318570086,0.6566035637399877,0.0962667941141298,33
47,all,10.0,0.2,0.5853490642366086,0.6377375040582278,0.7441307113393639,0.6557390932114001,0.06606030463748352,29
