modality,rows,bounded_mae,raw_mae,bounded_rmse,bounded_r2,bounded_spearman,clipping_count,clipping_rate,residual_mean,residual_sd_sample,prediction_mean,target_mean,prediction_sd_sample,target_sd_sample,mean_collapse_ratio
physiological_features,419,1.0107883840918663,1.0586049994452793,1.2919468688488496,-0.33785727506872254,0.17515247832840228,52,0.12410501193317422,0.07042175018255849,1.2915683299636327,2.430771567239876,2.5011933174224343,0.8761932816436663,1.1183007908032667,0.7835041241581377
eye_tracking_features,419,0.8473534994558473,0.8615168983102625,1.0570018041513607,0.10448691846393277,0.42628466577840995,26,0.06205250596658711,0.010895340066825788,1.0582091830893112,2.4902979773556084,2.5011933174224343,0.7877069043122805,1.1183007908032667,0.7043783844116545
head_movement_features,419,0.8907766639761335,0.905127084816229,1.0987601541184873,0.03233222089317267,0.35427837201151746,19,0.045346062052505964,0.02616190071121719,1.099761796397898,2.475031416711217,2.5011933174224343,0.7121987989849901,1.1183007908032667,0.636857994595017
flight_parameter_features,419,0.261109975823389,0.2795363179236277,0.3891038696115387,0.8786467038722958,0.9312472328247438,54,0.1288782816229117,-0.00740015711217183,0.3894985665253048,2.508593474534606,2.5011933174224343,0.9878078116643038,1.1183007908032667,0.8833113772143263
body_movement,419,1.026069500105012,1.0577975359086396,1.2668800089533119,-0.2864456520092731,0.1277737342131786,43,0.1026252983293556,0.14898716679713606,1.2595929322025343,2.3522061506252983,2.5011933174224343,0.7486378315040517,1.1183007908032667,0.6694422803424033
