subject_id,modality,bounded_mae,bounded_rmse,oof_runs
sub-cp005,flight_parameter_features,0.23875792333333337,0.3168095812953429,12
sub-cp006,flight_parameter_features,0.19809316433333332,0.254194939877823,12
sub-cp008,flight_parameter_features,0.21066621500000005,0.3111149690338225,12
sub-cp009,flight_parameter_features,0.36753071666666665,0.40168767567514574,12
sub-cp011,flight_parameter_features,0.4659001766666666,0.5706155601632479,12
sub-cp012,flight_parameter_features,0.13480234000000005,0.21326106028509284,12
sub-cp013,flight_parameter_features,0.7626323016666667,0.8772790793953912,12
sub-cp014,flight_parameter_features,0.17288689000000002,0.1933372290801547,12
sub-cp015,flight_parameter_features,0.234829796,0.33872236398340644,12
sub-cp016,flight_parameter_features,0.14397124833333344,0.20073733381032938,12
sub-cp017,flight_parameter_features,0.10428761500000004,0.1344528959556143,12
sub-cp018,flight_parameter_features,0.08480975166666667,0.10807259134369314,12
sub-cp019,flight_parameter_features,0.2539983826666667,0.3160382541053212,12
sub-cp020,flight_parameter_features,0.21640644333333334,0.2722902312652551,12
sub-cp022,flight_parameter_features,0.3097038516666667,0.40438069391559883,12
sub-cp023,flight_parameter_features,0.43763978500000006,0.637727391883193,12
sub-cp024,flight_parameter_features,0.30986339949999997,0.4105488310684654,12
sub-cp025,flight_parameter_features,0.0846784713333333,0.12983831390791797,12
sub-cp026,flight_parameter_features,0.10982457783333333,0.15176681019563543,12
sub-cp027,flight_parameter_features,0.09511148666666673,0.15624264105249294,12
sub-cp028,flight_parameter_features,0.18588016166666663,0.21819364239994715,12
sub-cp029,flight_parameter_features,0.1548567376666666,0.2166405015987925,12
sub-cp030,flight_parameter_features,0.19018828727272724,0.2692721432478059,11
sub-cp031,flight_parameter_features,0.19271415833333336,0.3339407459081352,12
sub-cp032,flight_parameter_features,0.26845259499999996,0.3249449595418624,12
sub-cp033,flight_parameter_features,0.3955340316666666,0.4705197174418356,12
sub-cp035,flight_parameter_features,0.17998790883333335,0.28901514181880594,12
sub-cp036,flight_parameter_features,0.3633965066666666,0.39427474402228024,12
sub-cp037,flight_parameter_features,0.15630403666666673,0.2013956446999811,12
