outer_fold,candidate_id,k,n_estimators,learning_rate,max_depth,inner_fold_1_macro_f1,inner_fold_2_macro_f1,inner_fold_3_macro_f1,mean_inner_macro_f1,std_inner_macro_f1,status
4.0,1.0,100.0,100.0,0.05,2.0,0.9154257874150826,0.8888620098184183,0.9535162950257292,0.9192680307530768,0.0265344590337211,COMPLETE
4.0,2.0,100.0,100.0,0.1,2.0,0.9147261424224324,0.897763250827098,0.9348326027571312,0.9157739986688872,0.0151516273089304,COMPLETE
4.0,3.0,100.0,200.0,0.05,2.0,0.9154257874150826,0.897763250827098,0.944266565021282,0.9191518677544877,0.0191668518330045,COMPLETE
4.0,4.0,100.0,200.0,0.1,2.0,0.9154095831112196,0.8981332101315745,0.9348326027571312,0.916125131999975,0.0149910053572208,COMPLETE
4.0,5.0,200.0,100.0,0.05,2.0,0.94143342046615,0.8820365458296493,0.9535162950257292,0.925662087107176,0.0312398234440542,COMPLETE
4.0,6.0,200.0,100.0,0.1,2.0,0.9409665079926584,0.863592981738545,0.9348326027571312,0.9131306974961114,0.0351178507335675,COMPLETE
4.0,7.0,200.0,200.0,0.05,2.0,0.9409665079926584,0.8723067368545573,0.9348326027571312,0.9160352825347824,0.0310219865991874,COMPLETE
4.0,8.0,200.0,200.0,0.1,2.0,0.9321655569007263,0.8720334154047652,0.9163140842386125,0.9068376855147013,0.02544694100546575,COMPLETE
