outer_fold,candidate_id,k,n_estimators,learning_rate,max_depth,inner_fold_1_macro_f1,inner_fold_2_macro_f1,inner_fold_3_macro_f1,mean_inner_macro_f1,std_inner_macro_f1,status
2.0,1.0,100.0,100.0,0.05,2.0,0.915317955906716,0.9448631658164924,0.9350133171174926,0.9317314796135672,0.0122829882413257,COMPLETE
2.0,2.0,100.0,100.0,0.1,2.0,0.915225957278332,0.9446919690508684,0.9350133171174926,0.9316437478155644,0.0122631415334785,COMPLETE
2.0,3.0,100.0,200.0,0.05,2.0,0.9068974943911314,0.9446919690508684,0.9350133171174926,0.928867593519831,0.0160298267323869,COMPLETE
2.0,4.0,100.0,200.0,0.1,2.0,0.915225957278332,0.92637763180216,0.9350133171174926,0.9255389687326616,0.0080998937918638,COMPLETE
2.0,5.0,200.0,100.0,0.05,2.0,0.9325721521805684,0.9628737872326868,0.94409787337186,0.9465146042617052,0.01248806664656,COMPLETE
2.0,6.0,200.0,100.0,0.1,2.0,0.9152643260694108,0.9534504968715496,0.9350133171174926,0.9345760466861512,0.0155925049132613,COMPLETE
2.0,7.0,200.0,200.0,0.05,2.0,0.9146103896103897,0.9534504968715496,0.9350133171174926,0.9343580678664772,0.0158631753168634,COMPLETE
2.0,8.0,200.0,200.0,0.1,2.0,0.9151473731298773,0.9446919690508685,0.9443758363817947,0.9347383928541801,0.013853544079515836,COMPLETE
