outer_fold,candidate_id,k,n_estimators,learning_rate,max_depth,inner_fold_1_macro_f1,inner_fold_2_macro_f1,inner_fold_3_macro_f1,mean_inner_macro_f1,std_inner_macro_f1,status
3.0,1.0,100.0,100.0,0.05,2.0,0.9156384814495254,0.9548658089591892,0.9240985987696512,0.9315342963927886,0.0168555234318932,COMPLETE
3.0,2.0,100.0,100.0,0.1,2.0,0.933153580672994,0.9459617518995987,0.92401141743247,0.9343755833350208,0.009002750086657,COMPLETE
3.0,3.0,100.0,200.0,0.05,2.0,0.9243559718969556,0.9459617518995987,0.9238550922761448,0.9313909386908996,0.0103051497893282,COMPLETE
3.0,4.0,100.0,200.0,0.1,2.0,0.9580459770114944,0.9459617518995987,0.92401141743247,0.9426730487811876,0.014087807673903,COMPLETE
3.0,5.0,200.0,100.0,0.05,2.0,0.907455056161833,0.9446678951439744,0.9720443427990596,0.9413890980349556,0.0264701954398784,COMPLETE
3.0,6.0,200.0,100.0,0.1,2.0,0.932898027229786,0.934977984977985,0.9629375254375254,0.943604512548432,0.013696851136568,COMPLETE
3.0,7.0,200.0,200.0,0.05,2.0,0.9245762711864408,0.9259772090654445,0.9629375254375254,0.9378303352298036,0.0177626744763704,COMPLETE
3.0,8.0,200.0,200.0,0.1,2.0,0.941462116198095,0.926269923173948,0.9343721406691331,0.934034726680392,0.006206774168631329,COMPLETE
