model,model_slug,oof_rows,oof_unique_run_keys,oof_mae_raw,oof_mae_bounded,oof_rmse_raw,oof_rmse_bounded,oof_r2_raw,oof_r2_bounded,oof_spearman_raw,oof_spearman_bounded,fold_mae_bounded_mean,fold_mae_bounded_std,total_fit_and_search_time_seconds,total_prediction_time_seconds,all_best_estimators_converged,status
Elastic Net,elastic_net,419,419,0.37577256668807263,0.2747300064787801,0.6279969611951294,0.42723402089682117,0.6838919456740563,0.8536973696776151,0.9124992321008525,0.9147649428003137,0.2746724197503849,0.035992431694266074,287.2981221999944,0.059881899986066855,True,COMPLETE
