model,model_slug,target_score,n_samples,mae_raw,mae_bounded,mean_prediction_raw,mean_prediction_bounded
Ridge,ridge,1.0,104,0.45934005131185174,0.3179197582444507,1.1764994651770495,1.3179197582444506
Ridge,ridge,2.0,106,0.5557976860077543,0.31004821961692464,1.8462434178374374,1.9571177816453706
Ridge,ridge,3.0,104,0.5325178719252265,0.34680434477479427,3.051277559757783,2.930334810285757
Ridge,ridge,4.0,105,0.6370182514895931,0.3031985049906269,3.9971549841272873,3.696801495009373
