model,model_slug,canonical_seed,canonical_oof_rows,canonical_oof_unique_run_keys,canonical_oof_mae_raw,canonical_oof_mae_bounded,canonical_oof_rmse_bounded,canonical_oof_r2_bounded,canonical_oof_spearman_bounded,seed_count,seed_mean_oof_mae_bounded,seed_std_oof_mae_bounded,seed_mean_oof_rmse_bounded,seed_std_oof_rmse_bounded,seed_mean_oof_r2_bounded,seed_std_oof_r2_bounded,seed_mean_oof_spearman_bounded,seed_std_oof_spearman_bounded,best_prior_model,best_prior_oof_mae_bounded,mae_difference_vs_best_prior,status
Random Forest Regressor,random_forest,42,419,419,0.14373508353221956,0.14373508353221956,0.29507239918996686,0.9302124980596442,0.9444375073511405,5,0.1425107398568019,0.0017360697495593528,0.29528761790284636,0.002445538566729288,0.9301068233335767,0.0011608096966749955,0.9452025050789551,0.0011656904676537073,Elastic Net,0.2747300064787801,-0.13099492294656054,COMPLETE
