model,model_slug,canonical_seed,canonical_oof_rows,canonical_oof_unique_run_keys,canonical_oof_mae_raw,canonical_oof_mae_bounded,canonical_oof_rmse_bounded,canonical_oof_r2_bounded,canonical_oof_spearman_bounded,seed_count,seed_mean_oof_mae_bounded,seed_std_oof_mae_bounded,best_prior_model,best_prior_oof_mae_bounded,mae_difference_vs_best_prior,status,utc_timestamp
Gradient Boosting Regressor,gradient_boosting,42,419,419,0.11306438938653676,0.10748622346925181,0.2550837953674904,0.947846168738032,0.9529838128466465,5,0.10780651942833126,0.0005080250159979667,Random Forest Regressor,0.1437350835322195,-0.036248860062967694,COMPLETE,2026-08-19T20:06:17.952819+00:00
