seed,oof_rows,oof_unique_run_keys,oof_mae_raw,oof_mae_bounded,oof_rmse_bounded,oof_r2_bounded,oof_spearman_bounded
42,419,419,0.14373508353221956,0.14373508353221956,0.29507239918996686,0.9302124980596442,0.9444375073511405
43,419,419,0.13971599045346061,0.13971599045346061,0.29298400992477225,0.9311968511678659,0.9442725438477363
44,419,419,0.14194033412887827,0.14194033412887827,0.2934306381063077,0.9309869226642682,0.9471483393007715
45,419,419,0.14332696897374703,0.14332696897374703,0.2958100645212674,0.9298631318072245,0.9453665045157262
46,419,419,0.14383532219570405,0.14383532219570405,0.2991409777719176,0.9282747129688812,0.9447876303794006
