seed,oof_rows,oof_unique_run_keys,oof_mae_raw,oof_mae_bounded,oof_rmse_bounded,oof_r2_bounded,oof_spearman_bounded
42,419,419,0.11306438938653676,0.10748622346925181,0.2550837953674904,0.947846168738032,0.9529838128466465
43,419,419,0.11404032621042509,0.10855765619397942,0.2552937583461681,0.9477602763319931,0.95263070625053
44,419,419,0.11332593716423497,0.10808483054174342,0.2552314118914197,0.9477857886194074,0.9525265983917844
45,419,419,0.11310759920117668,0.10758732520040412,0.2553084707752515,0.947754255069421,0.9528458745604865
46,419,419,0.1127422691548744,0.1073165617362775,0.2545297044526423,0.948072498898093,0.9526834948137368
