model,model_slug,oof_rows,oof_unique_run_keys,oof_mae_raw,oof_mae_bounded,oof_rmse_raw,oof_rmse_bounded,oof_r2_raw,oof_r2_bounded,oof_spearman_raw,oof_spearman_bounded,fold_mae_bounded_mean,fold_mae_bounded_std,all_best_estimators_converged,total_fit_and_search_time_seconds,total_prediction_time_seconds,status
RBF SVR,rbf_svr,419,419,0.31085924739107956,0.31085924739107956,0.4891470143264169,0.4773068147090191,0.8082217765532447,0.8173937040407635,0.9008384318987468,0.9014207457906958,0.31080145738928067,0.05573368095265769,True,132.23501319999923,0.07707849999133032,COMPLETE
