model,model_slug,target_score,n_samples,mae_raw,mae_bounded,mean_prediction_raw,mean_prediction_bounded
Elastic Net,elastic_net,1.0,104,0.36418110223729383,0.28945970085402195,1.21473829947075,1.2894597008540218
Elastic Net,elastic_net,2.0,106,0.36389432147499845,0.2752979445044765,1.896061983590666,1.9715297872886632
Elastic Net,elastic_net,3.0,104,0.3400801058979742,0.3059914634259751,3.0093739991051818,2.9752853566331825
Elastic Net,elastic_net,4.0,105,0.43459754018937835,0.22860351916204438,3.9773905018652895,3.7713964808379554
