outer_fold,dimension,levels,k,effective_k,seed,effective_k_by_inner_fold,inner_fold_1_macro_f1,inner_fold_2_macro_f1,inner_fold_3_macro_f1,mean_macro_f1,std_macro_f1,mean_balanced_accuracy,mean_accuracy,mean_severe_error_rate,mean_recall_class_0,mean_recall_class_1,mean_recall_class_2,mean_recall_class_3,encoding_time_seconds,prototype_training_time_seconds,inference_time_seconds,model_bytes,codebook_hashes,parameter_grid_order
5,2000,21,50,50,42,"[50, 50, 50]",0.8078421125975473,0.7908622130037738,0.7174369443612026,0.7720470899875079,0.03923247168310421,0.7754844202749283,0.7756172839506172,0.04876543209876543,0.746700723712218,0.7132616487455197,0.6419753086419752,1.0,0.885024599992903,0.0022402000031434,0.02255369997874368,237536,"[""{\""identity_codebook_sha256\"": \""5c0668f3abe20745be0527b45113185115b9091d971dba2f5ee608675cf28340\"", \""level_codebook_sha256\"": \""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}"", ""{\""identity_codebook_sha256\"": \""2e6ef0416fa70b0149a881bbf40fd4aef12d653f6a153c938f8fc2262fee6c5b\"", \""level_codebook_sha256\"": \""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}"", ""{\""identity_codebook_sha256\"": \""e56b8081a1a01544fe419c1cbb639d6c7c16e36a2195a736e68a0a82ea83b927\"", \""level_codebook_sha256\"": \""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}""]",0
5,5000,21,50,50,42,"[50, 50, 50]",0.8664658893532133,0.8215247732731599,0.7165392965696917,0.8015099863986883,0.06282218066968527,0.8037339155989508,0.804320987654321,0.05185185185185185,0.7352064708386549,0.7562724014336917,0.7234567901234569,1.0,0.885024599992903,0.005160600005183369,0.009407100005773827,501536,"[""{\""identity_codebook_sha256\"": \""5c0668f3abe20745be0527b45113185115b9091d971dba2f5ee608675cf28340\"", \""level_codebook_sha256\"": \""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}"", ""{\""identity_codebook_sha256\"": \""2e6ef0416fa70b0149a881bbf40fd4aef12d653f6a153c938f8fc2262fee6c5b\"", \""level_codebook_sha256\"": \""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}"", ""{\""identity_codebook_sha256\"": \""e56b8081a1a01544fe419c1cbb639d6c7c16e36a2195a736e68a0a82ea83b927\"", \""level_codebook_sha256\"": \""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}""]",8
5,2000,21,100,100,42,"[100, 100, 100]",0.6702660237619747,0.7365654474350127,0.6720524872698785,0.6929613194889553,0.030841399054067735,0.6995859597083179,0.7000000000000001,0.06419753086419754,0.6866751809280546,0.7363600159299084,0.4703703703703703,0.9049382716049382,1.765385899998364,0.0019730000058189034,0.0017522000125609338,338336,"[""{\""identity_codebook_sha256\"": \""5c0668f3abe20745be0527b45113185115b9091d971dba2f5ee608675cf28340\"", \""level_codebook_sha256\"": \""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}"", ""{\""identity_codebook_sha256\"": \""2e6ef0416fa70b0149a881bbf40fd4aef12d653f6a153c938f8fc2262fee6c5b\"", \""level_codebook_sha256\"": \""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}"", ""{\""identity_codebook_sha256\"": \""e56b8081a1a01544fe419c1cbb639d6c7c16e36a2195a736e68a0a82ea83b927\"", \""level_codebook_sha256\"": \""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}""]",2
5,5000,21,100,100,42,"[100, 100, 100]",0.6889203928699353,0.754755516978353,0.6903395775516497,0.7113384957999793,0.030705936638731744,0.7173975885414521,0.7179012345679011,0.06419753086419754,0.6866751809280546,0.7347670250896057,0.5061728395061729,0.9419753086419753,1.765385899998364,0.004698399992776103,0.0077148999844212085,752336,"[""{\""identity_codebook_sha256\"": \""5c0668f3abe20745be0527b45113185115b9091d971dba2f5ee608675cf28340\"", \""level_codebook_sha256\"": \""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}"", ""{\""identity_codebook_sha256\"": \""2e6ef0416fa70b0149a881bbf40fd4aef12d653f6a153c938f8fc2262fee6c5b\"", \""level_codebook_sha256\"": \""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}"", ""{\""identity_codebook_sha256\"": \""e56b8081a1a01544fe419c1cbb639d6c7c16e36a2195a736e68a0a82ea83b927\"", \""level_codebook_sha256\"": \""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}""]",10
5,2000,21,200,200,42,"[200, 200, 200]",0.6104484547457938,0.6449862637362638,0.6138883891550784,0.623107702545712,0.015534088687176224,0.6307526195086447,0.6311728395061729,0.07191358024691358,0.6381438910174543,0.6515332536837913,0.38518518518518513,0.8481481481481481,3.6259298999939347,0.0020696000137832016,0.0018686999974306673,539936,"[""{\""identity_codebook_sha256\"": \""5c0668f3abe20745be0527b45113185115b9091d971dba2f5ee608675cf28340\"", \""level_codebook_sha256\"": \""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}"", ""{\""identity_codebook_sha256\"": \""2e6ef0416fa70b0149a881bbf40fd4aef12d653f6a153c938f8fc2262fee6c5b\"", \""level_codebook_sha256\"": \""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}"", ""{\""identity_codebook_sha256\"": \""e56b8081a1a01544fe419c1cbb639d6c7c16e36a2195a736e68a0a82ea83b927\"", \""level_codebook_sha256\"": \""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}""]",4
5,5000,21,200,200,42,"[200, 200, 200]",0.6026513170449004,0.671345029239766,0.6354534266717811,0.6364832576521492,0.028053543301620597,0.6491815322923962,0.6496913580246914,0.08179012345679013,0.6504895700298,0.6746316208681801,0.362962962962963,0.908641975308642,3.6259298999939347,0.004757800008519553,0.007734100014204159,1253936,"[""{\""identity_codebook_sha256\"": \""5c0668f3abe20745be0527b45113185115b9091d971dba2f5ee608675cf28340\"", \""level_codebook_sha256\"": \""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}"", ""{\""identity_codebook_sha256\"": \""2e6ef0416fa70b0149a881bbf40fd4aef12d653f6a153c938f8fc2262fee6c5b\"", \""level_codebook_sha256\"": \""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}"", ""{\""identity_codebook_sha256\"": \""e56b8081a1a01544fe419c1cbb639d6c7c16e36a2195a736e68a0a82ea83b927\"", \""level_codebook_sha256\"": \""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}""]",12
5,2000,21,all,1543,42,"[1543, 1543, 1412]",0.5464239023545994,0.6513257991368591,0.5614787386526516,0.5864094800480367,0.04631240573195366,0.5940465400513602,0.5938271604938272,0.0925925925925926,0.611749680715198,0.5730784547988849,0.38641975308641974,0.8049382716049381,28.149088799997116,0.002715599985094741,0.0019227000011596829,3247424,"[""{\""identity_codebook_sha256\"": \""5c0668f3abe20745be0527b45113185115b9091d971dba2f5ee608675cf28340\"", \""level_codebook_sha256\"": \""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}"", ""{\""identity_codebook_sha256\"": \""2e6ef0416fa70b0149a881bbf40fd4aef12d653f6a153c938f8fc2262fee6c5b\"", \""level_codebook_sha256\"": \""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}"", ""{\""identity_codebook_sha256\"": \""e56b8081a1a01544fe419c1cbb639d6c7c16e36a2195a736e68a0a82ea83b927\"", \""level_codebook_sha256\"": \""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}""]",6
5,5000,21,all,1543,42,"[1543, 1543, 1412]",0.547086918420804,0.6126622654105779,0.5876450126808521,0.5824647321707447,0.027020461540961386,0.5973183509798267,0.5969135802469135,0.0898148148148148,0.6108982545764156,0.6240541616885703,0.33456790123456787,0.8197530864197531,28.149088799997116,0.0057222999894293025,0.0073496000113664195,7990424,"[""{\""identity_codebook_sha256\"": \""5c0668f3abe20745be0527b45113185115b9091d971dba2f5ee608675cf28340\"", \""level_codebook_sha256\"": \""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}"", ""{\""identity_codebook_sha256\"": \""2e6ef0416fa70b0149a881bbf40fd4aef12d653f6a153c938f8fc2262fee6c5b\"", \""level_codebook_sha256\"": \""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}"", ""{\""identity_codebook_sha256\"": \""e56b8081a1a01544fe419c1cbb639d6c7c16e36a2195a736e68a0a82ea83b927\"", \""level_codebook_sha256\"": \""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}""]",14
5,2000,51,50,50,42,"[50, 50, 50]",0.8310025300442758,0.8601886661097187,0.7378283983526049,0.8096731981688664,0.052180546056211766,0.811128963594666,0.8117283950617283,0.04876543209876543,0.7369093231162197,0.7594583831142971,0.7703703703703703,0.9777777777777779,0.909423599994625,0.002054100012173876,0.002936900025815703,297536,"[""{\""identity_codebook_sha256\"": \""5c0668f3abe20745be0527b45113185115b9091d971dba2f5ee608675cf28340\"", \""level_codebook_sha256\"": \""42ff272813ff05401b57eaec902c01c74e93bf685811652e949e7f5108c88a2b\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}"", ""{\""identity_codebook_sha256\"": \""2e6ef0416fa70b0149a881bbf40fd4aef12d653f6a153c938f8fc2262fee6c5b\"", \""level_codebook_sha256\"": \""42ff272813ff05401b57eaec902c01c74e93bf685811652e949e7f5108c88a2b\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}"", ""{\""identity_codebook_sha256\"": \""e56b8081a1a01544fe419c1cbb639d6c7c16e36a2195a736e68a0a82ea83b927\"", \""level_codebook_sha256\"": \""42ff272813ff05401b57eaec902c01c74e93bf685811652e949e7f5108c88a2b\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}""]",1
5,5000,51,50,50,42,"[50, 50, 50]",0.8656631562881563,0.8309647116366723,0.7469474598349978,0.8145251092532755,0.04984007451159998,0.8160795946112964,0.8166666666666668,0.045679012345679004,0.7722435078756917,0.7562724014336917,0.7358024691358024,1.0,0.909423599994625,0.004863599999225698,0.007493099998100661,651536,"[""{\""identity_codebook_sha256\"": \""5c0668f3abe20745be0527b45113185115b9091d971dba2f5ee608675cf28340\"", \""level_codebook_sha256\"": \""42ff272813ff05401b57eaec902c01c74e93bf685811652e949e7f5108c88a2b\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}"", ""{\""identity_codebook_sha256\"": \""2e6ef0416fa70b0149a881bbf40fd4aef12d653f6a153c938f8fc2262fee6c5b\"", \""level_codebook_sha256\"": \""42ff272813ff05401b57eaec902c01c74e93bf685811652e949e7f5108c88a2b\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}"", ""{\""identity_codebook_sha256\"": \""e56b8081a1a01544fe419c1cbb639d6c7c16e36a2195a736e68a0a82ea83b927\"", \""level_codebook_sha256\"": \""42ff272813ff05401b57eaec902c01c74e93bf685811652e949e7f5108c88a2b\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}""]",9
