outer_fold,dimension,levels,k,effective_k,seed,effective_k_by_inner_fold,inner_fold_1_macro_f1,inner_fold_2_macro_f1,inner_fold_3_macro_f1,mean_macro_f1,std_macro_f1,mean_balanced_accuracy,mean_accuracy,mean_severe_error_rate,mean_recall_class_0,mean_recall_class_1,mean_recall_class_2,mean_recall_class_3,encoding_time_seconds,prototype_training_time_seconds,inference_time_seconds,model_bytes,codebook_hashes,parameter_grid_order
3,2000,21,50,50,42,"[50, 50, 50]",0.7545636042056465,0.7748206915895339,0.6445775058275058,0.7246539338742287,0.05722332358902331,0.7323298083355554,0.7332970225127088,0.04601099699138914,0.7423551756885091,0.6688712522045855,0.5304384844614729,0.9876543209876543,0.844992899990757,0.002114099988830276,0.015134700006456114,240224,"[""{\""identity_codebook_sha256\"": \""7ac417ff34022a725ed862c578743daa2ad18d556369b6c17655b66976232aa8\"", \""level_codebook_sha256\"": \""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}"", ""{\""identity_codebook_sha256\"": \""e3fb2a2bda73e68daadac33c3421693230f0597fd861e29366edce41d2a3cb84\"", \""level_codebook_sha256\"": \""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}"", ""{\""identity_codebook_sha256\"": \""4b37bc37221ff0da7b56ce216b23426a514a8d3d7095a49341b8cc422331a9d3\"", \""level_codebook_sha256\"": \""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}""]",0
3,5000,21,50,50,42,"[50, 50, 50]",0.7839142448150737,0.7535272282166285,0.6855672703864154,0.7410029144727058,0.041115087829854284,0.7472191229375138,0.7478732233634195,0.05189853719265484,0.7435897435897436,0.6935626102292769,0.5640698169433801,0.9876543209876543,0.844992899990757,0.004791000013938174,0.00666800000180956,504224,"[""{\""identity_codebook_sha256\"": \""7ac417ff34022a725ed862c578743daa2ad18d556369b6c17655b66976232aa8\"", \""level_codebook_sha256\"": \""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}"", ""{\""identity_codebook_sha256\"": \""e3fb2a2bda73e68daadac33c3421693230f0597fd861e29366edce41d2a3cb84\"", \""level_codebook_sha256\"": \""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}"", ""{\""identity_codebook_sha256\"": \""4b37bc37221ff0da7b56ce216b23426a514a8d3d7095a49341b8cc422331a9d3\"", \""level_codebook_sha256\"": \""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}""]",8
3,2000,21,100,100,42,"[100, 100, 100]",0.7231060606060606,0.5992270320811695,0.5862373737373737,0.636190155474868,0.06168718791641693,0.6535464003854808,0.6541913061520904,0.06676003734827264,0.6736942070275403,0.644620811287478,0.35759897828863346,0.9382716049382717,1.6661722999997437,0.0022041000047465786,0.002363900013733655,341024,"[""{\""identity_codebook_sha256\"": \""7ac417ff34022a725ed862c578743daa2ad18d556369b6c17655b66976232aa8\"", \""level_codebook_sha256\"": \""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}"", ""{\""identity_codebook_sha256\"": \""e3fb2a2bda73e68daadac33c3421693230f0597fd861e29366edce41d2a3cb84\"", \""level_codebook_sha256\"": \""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}"", ""{\""identity_codebook_sha256\"": \""4b37bc37221ff0da7b56ce216b23426a514a8d3d7095a49341b8cc422331a9d3\"", \""level_codebook_sha256\"": \""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}""]",2
3,5000,21,100,100,42,"[100, 100, 100]",0.7657789345246295,0.5988042492140853,0.5942603850050658,0.6529478562479268,0.07980518297412373,0.6706030506317863,0.6712833281460733,0.06704533665317979,0.720607787274454,0.6676366843033509,0.3682418050234142,0.9259259259259259,1.6661722999997437,0.006243000010726973,0.0074797999986913055,755024,"[""{\""identity_codebook_sha256\"": \""7ac417ff34022a725ed862c578743daa2ad18d556369b6c17655b66976232aa8\"", \""level_codebook_sha256\"": \""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}"", ""{\""identity_codebook_sha256\"": \""e3fb2a2bda73e68daadac33c3421693230f0597fd861e29366edce41d2a3cb84\"", \""level_codebook_sha256\"": \""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}"", ""{\""identity_codebook_sha256\"": \""4b37bc37221ff0da7b56ce216b23426a514a8d3d7095a49341b8cc422331a9d3\"", \""level_codebook_sha256\"": \""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}""]",10
3,2000,21,200,200,42,"[200, 200, 200]",0.7067790195418309,0.5893890298800568,0.5541309310389545,0.6167663268202808,0.06525589128811993,0.6328979130703268,0.6331569664902998,0.07350347546425977,0.6988603988603987,0.6109347442680776,0.3329076202639421,0.8888888888888888,3.2949609000061173,0.001888300001155585,0.002235999985714443,542624,"[""{\""identity_codebook_sha256\"": \""7ac417ff34022a725ed862c578743daa2ad18d556369b6c17655b66976232aa8\"", \""level_codebook_sha256\"": \""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}"", ""{\""identity_codebook_sha256\"": \""e3fb2a2bda73e68daadac33c3421693230f0597fd861e29366edce41d2a3cb84\"", \""level_codebook_sha256\"": \""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}"", ""{\""identity_codebook_sha256\"": \""4b37bc37221ff0da7b56ce216b23426a514a8d3d7095a49341b8cc422331a9d3\"", \""level_codebook_sha256\"": \""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}""]",4
3,5000,21,200,200,42,"[200, 200, 200]",0.7154825653036078,0.6043125839677563,0.5785467475362946,0.6327806322692197,0.05941760052078582,0.644920506271081,0.6452173461977383,0.0765898952173462,0.6988603988603987,0.6228395061728396,0.38143891017454234,0.8765432098765432,3.2949609000061173,0.00466640001104679,0.007122600014554337,1256624,"[""{\""identity_codebook_sha256\"": \""7ac417ff34022a725ed862c578743daa2ad18d556369b6c17655b66976232aa8\"", \""level_codebook_sha256\"": \""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}"", ""{\""identity_codebook_sha256\"": \""e3fb2a2bda73e68daadac33c3421693230f0597fd861e29366edce41d2a3cb84\"", \""level_codebook_sha256\"": \""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}"", ""{\""identity_codebook_sha256\"": \""4b37bc37221ff0da7b56ce216b23426a514a8d3d7095a49341b8cc422331a9d3\"", \""level_codebook_sha256\"": \""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}""]",12
3,2000,21,all,1627,42,"[1627, 1627, 1411]",0.5863319828905271,0.5608504398826979,0.431093353984793,0.526091925586006,0.06797486649842503,0.5401453272142928,0.5409015458035066,0.12454611474219317,0.5665716999050332,0.5324514991181658,0.31587909748829285,0.7456790123456791,25.196430099982535,0.0020354000153020024,0.0028393000102369115,3419456,"[""{\""identity_codebook_sha256\"": \""7ac417ff34022a725ed862c578743daa2ad18d556369b6c17655b66976232aa8\"", \""level_codebook_sha256\"": \""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}"", ""{\""identity_codebook_sha256\"": \""e3fb2a2bda73e68daadac33c3421693230f0597fd861e29366edce41d2a3cb84\"", \""level_codebook_sha256\"": \""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}"", ""{\""identity_codebook_sha256\"": \""4b37bc37221ff0da7b56ce216b23426a514a8d3d7095a49341b8cc422331a9d3\"", \""level_codebook_sha256\"": \""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}""]",6
3,5000,21,all,1627,42,"[1627, 1627, 1411]",0.6140844058111712,0.6347960992907802,0.5124212789668132,0.5871005946895882,0.05347892861875443,0.6057292324533704,0.607376283846872,0.08893557422969188,0.6051282051282051,0.6615520282186949,0.3167305236270754,0.839506172839506,25.196430099982535,0.004763399978401139,0.00792719998571556,8414456,"[""{\""identity_codebook_sha256\"": \""7ac417ff34022a725ed862c578743daa2ad18d556369b6c17655b66976232aa8\"", \""level_codebook_sha256\"": \""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}"", ""{\""identity_codebook_sha256\"": \""e3fb2a2bda73e68daadac33c3421693230f0597fd861e29366edce41d2a3cb84\"", \""level_codebook_sha256\"": \""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}"", ""{\""identity_codebook_sha256\"": \""4b37bc37221ff0da7b56ce216b23426a514a8d3d7095a49341b8cc422331a9d3\"", \""level_codebook_sha256\"": \""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}""]",14
3,2000,51,50,50,42,"[50, 50, 50]",0.8175934975510902,0.7342908932634722,0.6936748832693637,0.7485197580279753,0.051580365681401945,0.7548732451031301,0.75599128540305,0.048526818134661275,0.7508072174738842,0.7054673721340388,0.5755640698169434,0.9876543209876543,0.8491352999844821,0.002178100010496564,0.0023604999878443778,300224,"[""{\""identity_codebook_sha256\"": \""7ac417ff34022a725ed862c578743daa2ad18d556369b6c17655b66976232aa8\"", \""level_codebook_sha256\"": \""42ff272813ff05401b57eaec902c01c74e93bf685811652e949e7f5108c88a2b\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}"", ""{\""identity_codebook_sha256\"": \""e3fb2a2bda73e68daadac33c3421693230f0597fd861e29366edce41d2a3cb84\"", \""level_codebook_sha256\"": \""42ff272813ff05401b57eaec902c01c74e93bf685811652e949e7f5108c88a2b\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}"", ""{\""identity_codebook_sha256\"": \""4b37bc37221ff0da7b56ce216b23426a514a8d3d7095a49341b8cc422331a9d3\"", \""level_codebook_sha256\"": \""42ff272813ff05401b57eaec902c01c74e93bf685811652e949e7f5108c88a2b\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}""]",1
3,5000,51,50,50,42,"[50, 50, 50]",0.8356327337670622,0.7203197945845004,0.7025359243182694,0.7528294842232773,0.05899915316719534,0.7607620030033823,0.7615935262994086,0.04263927793339558,0.7887939221272555,0.7042328042328041,0.5623669646658153,0.9876543209876543,0.8491352999844821,0.004857300009462051,0.007085399993229657,654224,"[""{\""identity_codebook_sha256\"": \""7ac417ff34022a725ed862c578743daa2ad18d556369b6c17655b66976232aa8\"", \""level_codebook_sha256\"": \""42ff272813ff05401b57eaec902c01c74e93bf685811652e949e7f5108c88a2b\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}"", ""{\""identity_codebook_sha256\"": \""e3fb2a2bda73e68daadac33c3421693230f0597fd861e29366edce41d2a3cb84\"", \""level_codebook_sha256\"": \""42ff272813ff05401b57eaec902c01c74e93bf685811652e949e7f5108c88a2b\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}"", ""{\""identity_codebook_sha256\"": \""4b37bc37221ff0da7b56ce216b23426a514a8d3d7095a49341b8cc422331a9d3\"", \""level_codebook_sha256\"": \""42ff272813ff05401b57eaec902c01c74e93bf685811652e949e7f5108c88a2b\"", \""tie_vector_sha256\"": \""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c\""}""]",9
