model,model_family,outer_fold,test_run_count,test_subject_count,selected_hyperparameters,selected_feature_count,tuning_training_seconds,inference_seconds,macro_f1,balanced_accuracy,accuracy,weighted_f1,recall_class_0,recall_class_1,recall_class_2,recall_class_3
gradient_boosting,Gradient Boosting,1,84,7,"{""classifier__learning_rate"": 0.1, ""classifier__max_depth"": 2, ""classifier__n_estimators"": 200, ""effective_selected_k"": 200, ""selector__k"": 200}",200,237.90971290000016,0.01205360000312794,0.9172118785105055,0.9166666666666667,0.9166666666666666,0.9172118785105055,0.9047619047619048,0.8095238095238095,0.9523809523809523,1.0
gradient_boosting,Gradient Boosting,2,84,7,"{""classifier__learning_rate"": 0.05, ""classifier__max_depth"": 2, ""classifier__n_estimators"": 100, ""effective_selected_k"": 200, ""selector__k"": 200}",200,238.78273569999874,0.011252500000409782,0.9163560489425493,0.9188311688311688,0.9166666666666666,0.9157348134943144,1.0,0.8181818181818182,0.9047619047619048,0.9523809523809523
gradient_boosting,Gradient Boosting,3,84,7,"{""classifier__learning_rate"": 0.05, ""classifier__max_depth"": 3, ""classifier__n_estimators"": 200, ""effective_selected_k"": 200, ""selector__k"": 200}",200,246.36358800000016,0.02036190000217175,0.9520297272211623,0.9523809523809523,0.9523809523809523,0.9520297272211623,1.0,0.9047619047619048,0.9047619047619048,1.0
gradient_boosting,Gradient Boosting,4,84,7,"{""classifier__learning_rate"": 0.05, ""classifier__max_depth"": 2, ""classifier__n_estimators"": 100, ""effective_selected_k"": 200, ""selector__k"": 200}",200,239.8466069999995,0.011119000002508983,0.9301582122366852,0.9285714285714286,0.9285714285714286,0.9301582122366852,0.8571428571428571,0.9523809523809523,0.9523809523809523,0.9523809523809523
gradient_boosting,Gradient Boosting,5,83,7,"{""classifier__learning_rate"": 0.1, ""classifier__max_depth"": 3, ""classifier__n_estimators"": 200, ""effective_selected_k"": 200, ""selector__k"": 200}",200,243.52365749999444,0.012843900003645103,0.9758642756373896,0.9755952380952381,0.9759036144578314,0.9758824117973705,0.9523809523809523,1.0,0.95,1.0
