condition,model_key,model,task,subjects,rows,macro_f1,balanced_accuracy,accuracy,severe_error_rate,recall_class_0,recall_class_1,recall_class_2,recall_class_3,quadratic_weighted_kappa,confusion_matrix
LOSO,hdc_classification,HDC,classification,35,419,0.8583508456696163,0.8594210035247771,0.8591885441527446,0.02386634844868735,0.8365384615384616,0.7547169811320755,0.875,0.9714285714285714,0.9065585402939685,"[[87,15,2,0],[14,80,10,2],[4,4,91,5],[2,0,1,102]]"
LOSO,traditional_classification,Traditional,classification,35,419,0.9570017606568433,0.9571394014790242,0.9570405727923628,0.00477326968973747,0.9711538461538461,0.9245283018867925,0.9519230769230769,0.9809523809523809,0.9676646162925301,"[[101,1,0,2],[3,98,5,0],[0,2,99,3],[0,0,2,103]]"
