model_key,model,task,condition,subject_id,reference_primary_metric,condition_primary_metric,degradation_positive_is_worse
traditional_classification,Traditional,classification,MISSING_PHYSIOLOGICAL,sub-cp024,0.8285714285714286,0.8285714285714286,0.0
traditional_classification,Traditional,classification,MISSING_PHYSIOLOGICAL,sub-cp025,1.0,1.0,0.0
traditional_classification,Traditional,classification,MISSING_PHYSIOLOGICAL,sub-cp026,1.0,1.0,0.0
traditional_classification,Traditional,classification,MISSING_PHYSIOLOGICAL,sub-cp027,1.0,1.0,0.0
traditional_classification,Traditional,classification,MISSING_PHYSIOLOGICAL,sub-cp028,1.0,1.0,0.0
traditional_classification,Traditional,classification,MISSING_PHYSIOLOGICAL,sub-cp029,1.0,1.0,0.0
traditional_classification,Traditional,classification,MISSING_PHYSIOLOGICAL,sub-cp030,1.0,1.0,0.0
traditional_classification,Traditional,classification,MISSING_PHYSIOLOGICAL,sub-cp031,0.9142857142857143,0.9142857142857143,0.0
traditional_classification,Traditional,classification,MISSING_PHYSIOLOGICAL,sub-cp032,1.0,1.0,0.0
traditional_classification,Traditional,classification,MISSING_PHYSIOLOGICAL,sub-cp033,0.9142857142857143,0.9142857142857143,0.0
traditional_classification,Traditional,classification,MISSING_PHYSIOLOGICAL,sub-cp035,0.9142857142857143,0.9142857142857143,0.0
traditional_classification,Traditional,classification,MISSING_PHYSIOLOGICAL,sub-cp036,0.6027777777777777,0.6027777777777777,0.0
traditional_classification,Traditional,classification,MISSING_PHYSIOLOGICAL,sub-cp037,1.0,1.0,0.0
traditional_classification,Traditional,classification,MISSING_PHYSIOLOGICAL,sub-cp038,0.6541666666666666,0.6541666666666666,0.0
traditional_classification,Traditional,classification,MISSING_PHYSIOLOGICAL,sub-cp039,0.5625,0.6309523809523809,-0.06845238095238093
traditional_classification,Traditional,classification,MISSING_PHYSIOLOGICAL,sub-cp042,0.9142857142857143,0.9142857142857143,0.0
traditional_classification,Traditional,classification,MISSING_PHYSIOLOGICAL,sub-cp043,1.0,1.0,0.0
traditional_classification,Traditional,classification,MISSING_EYE_TRACKING,sub-cp003,1.0,1.0,0.0
traditional_classification,Traditional,classification,MISSING_EYE_TRACKING,sub-cp004,1.0,1.0,0.0
traditional_classification,Traditional,classification,MISSING_EYE_TRACKING,sub-cp005,0.830952380952381,0.9142857142857143,-0.08333333333333326
traditional_classification,Traditional,classification,MISSING_EYE_TRACKING,sub-cp006,1.0,1.0,0.0
traditional_classification,Traditional,classification,MISSING_EYE_TRACKING,sub-cp008,1.0,1.0,0.0
traditional_classification,Traditional,classification,MISSING_EYE_TRACKING,sub-cp009,1.0,1.0,0.0
traditional_classification,Traditional,classification,MISSING_EYE_TRACKING,sub-cp011,0.9142857142857143,0.9142857142857143,0.0
traditional_classification,Traditional,classification,MISSING_EYE_TRACKING,sub-cp012,1.0,1.0,0.0
traditional_classification,Traditional,classification,MISSING_EYE_TRACKING,sub-cp013,0.830952380952381,0.830952380952381,0.0
traditional_classification,Traditional,classification,MISSING_EYE_TRACKING,sub-cp014,1.0,1.0,0.0
traditional_classification,Traditional,classification,MISSING_EYE_TRACKING,sub-cp015,1.0,0.9142857142857143,0.08571428571428574
traditional_classification,Traditional,classification,MISSING_EYE_TRACKING,sub-cp016,1.0,1.0,0.0
traditional_classification,Traditional,classification,MISSING_EYE_TRACKING,sub-cp017,1.0,1.0,0.0
traditional_classification,Traditional,classification,MISSING_EYE_TRACKING,sub-cp018,1.0,1.0,0.0
traditional_classification,Traditional,classification,MISSING_EYE_TRACKING,sub-cp019,1.0,1.0,0.0
traditional_classification,Traditional,classification,MISSING_EYE_TRACKING,sub-cp020,1.0,1.0,0.0
traditional_classification,Traditional,classification,MISSING_EYE_TRACKING,sub-cp022,1.0,1.0,0.0
traditional_classification,Traditional,classification,MISSING_EYE_TRACKING,sub-cp023,0.8309523809523809,0.8333333333333333,-0.0023809523809523725
traditional_classification,Traditional,classification,MISSING_EYE_TRACKING,sub-cp024,0.8285714285714286,0.9142857142857143,-0.08571428571428563
traditional_classification,Traditional,classification,MISSING_EYE_TRACKING,sub-cp025,1.0,1.0,0.0
traditional_classification,Traditional,classification,MISSING_EYE_TRACKING,sub-cp026,1.0,1.0,0.0
traditional_classification,Traditional,classification,MISSING_EYE_TRACKING,sub-cp027,1.0,1.0,0.0
traditional_classification,Traditional,classification,MISSING_EYE_TRACKING,sub-cp028,1.0,1.0,0.0
traditional_classification,Traditional,classification,MISSING_EYE_TRACKING,sub-cp029,1.0,1.0,0.0
traditional_classification,Traditional,classification,MISSING_EYE_TRACKING,sub-cp030,1.0,1.0,0.0
traditional_classification,Traditional,classification,MISSING_EYE_TRACKING,sub-cp031,0.9142857142857143,0.9142857142857143,0.0
traditional_classification,Traditional,classification,MISSING_EYE_TRACKING,sub-cp032,1.0,1.0,0.0
traditional_classification,Traditional,classification,MISSING_EYE_TRACKING,sub-cp033,0.9142857142857143,0.9142857142857143,0.0
