condition,model_key,model,task,subject_id,test_rows,target_coverage,primary_metric,primary_metric_direction,primary_metric_value,classification_macro_f1,balanced_accuracy,accuracy,severe_error_rate,bounded_mae,bounded_rmse
LOSO,traditional_regression,Traditional,regression,sub-cp027,12,"{""1.0"":3,""2.0"":3,""3.0"":3,""4.0"":3}",bounded_mae,lower_is_better,0.03243749190213161,,,,0.0,0.03243749190213161,0.05223654142814258
LOSO,traditional_regression,Traditional,regression,sub-cp028,12,"{""1.0"":3,""2.0"":3,""3.0"":3,""4.0"":3}",bounded_mae,lower_is_better,0.03594248185324983,,,,0.0,0.03594248185324983,0.056540218343136016
LOSO,traditional_regression,Traditional,regression,sub-cp029,12,"{""1.0"":3,""2.0"":3,""3.0"":3,""4.0"":3}",bounded_mae,lower_is_better,0.010500199908235438,,,,0.0,0.010500199908235438,0.020163072960670096
LOSO,traditional_regression,Traditional,regression,sub-cp030,11,"{""1.0"":3,""2.0"":3,""3.0"":2,""4.0"":3}",bounded_mae,lower_is_better,0.060262300075494914,,,,0.0,0.060262300075494914,0.07462125711133771
LOSO,traditional_regression,Traditional,regression,sub-cp031,12,"{""1.0"":2,""2.0"":4,""3.0"":3,""4.0"":3}",bounded_mae,lower_is_better,0.16169900299186435,,,,0.0,0.16169900299186435,0.3736267323924561
LOSO,traditional_regression,Traditional,regression,sub-cp032,12,"{""1.0"":3,""2.0"":3,""3.0"":3,""4.0"":3}",bounded_mae,lower_is_better,0.0527884648359316,,,,0.0,0.0527884648359316,0.07910884176836715
LOSO,traditional_regression,Traditional,regression,sub-cp033,12,"{""1.0"":3,""2.0"":3,""3.0"":3,""4.0"":3}",bounded_mae,lower_is_better,0.16247225441324262,,,,0.0,0.16247225441324262,0.3503768522599092
LOSO,traditional_regression,Traditional,regression,sub-cp035,12,"{""1.0"":3,""2.0"":3,""3.0"":3,""4.0"":3}",bounded_mae,lower_is_better,0.04573569888830844,,,,0.0,0.04573569888830844,0.060309171872727996
LOSO,traditional_regression,Traditional,regression,sub-cp036,12,"{""1.0"":3,""2.0"":3,""3.0"":3,""4.0"":3}",bounded_mae,lower_is_better,0.32222144274500625,,,,0.0,0.32222144274500625,0.4363585547248031
LOSO,traditional_regression,Traditional,regression,sub-cp037,12,"{""1.0"":3,""2.0"":3,""3.0"":3,""4.0"":3}",bounded_mae,lower_is_better,0.0837139915158211,,,,0.0,0.0837139915158211,0.2479093102114089
LOSO,traditional_regression,Traditional,regression,sub-cp038,12,"{""1.0"":3,""2.0"":3,""3.0"":3,""4.0"":3}",bounded_mae,lower_is_better,0.2549280570240066,,,,0.0,0.2549280570240066,0.39441742831559573
LOSO,traditional_regression,Traditional,regression,sub-cp039,12,"{""1.0"":3,""2.0"":3,""3.0"":3,""4.0"":3}",bounded_mae,lower_is_better,0.5530836921122595,,,,0.08333333333333333,0.5530836921122595,0.8557327304375897
LOSO,traditional_regression,Traditional,regression,sub-cp042,12,"{""1.0"":3,""2.0"":3,""3.0"":3,""4.0"":3}",bounded_mae,lower_is_better,0.11957961803401905,,,,0.0,0.11957961803401905,0.2206008216522729
LOSO,traditional_regression,Traditional,regression,sub-cp043,12,"{""1.0"":3,""2.0"":3,""3.0"":3,""4.0"":3}",bounded_mae,lower_is_better,0.019953140436069477,,,,0.0,0.019953140436069477,0.026809680871248704
