candidate_id,variant,outer_fold,training_seconds,inference_seconds,model_bytes
candidate_001,hybrid,1,0.5918859000084922,0.0016304999880958349,64000
candidate_002,hybrid,1,0.33710299999802373,0.0015888999914750457,64000
candidate_003,hybrid,1,0.3320022000116296,0.0014807999832555652,64000
candidate_004,hybrid,1,0.3365223000582773,0.0014592999941669405,64000
candidate_005,hybrid,1,0.4736331000458449,0.0014652999816462398,64000
candidate_006,hybrid,1,0.4926375000504777,0.001552000001538545,64000
candidate_007,hybrid,1,0.4751453000062611,0.001501599996117875,64000
candidate_008,hybrid,1,0.4893895999994129,0.0015439999988302588,64000
candidate_009,hybrid,1,0.514714399992954,0.001755799981765449,96000
candidate_010,hybrid,1,0.2997365000192076,0.0017039999947883189,96000
candidate_011,hybrid,1,0.29429580000578426,0.0016827000072225928,96000
candidate_012,hybrid,1,0.2992284999927506,0.001694599981419742,96000
candidate_013,hybrid,1,0.4367218000406865,0.0016952000150922686,96000
candidate_014,hybrid,1,0.45651489999727346,0.0017420999938622117,96000
candidate_015,hybrid,1,0.437367600039579,0.0017028000147547573,96000
candidate_016,hybrid,1,0.4508013000013307,0.0016844999918248504,96000
candidate_017,hybrid,1,0.9806762999796774,0.008078599988948554,160000
candidate_018,hybrid,1,0.5378353999694809,0.00869550000061281,160000
candidate_019,hybrid,1,0.5295571000024211,0.00859169999603182,160000
candidate_020,hybrid,1,0.5348531999916304,0.007892000023275614,160000
candidate_021,hybrid,1,0.679907000012463,0.008351300028152764,160000
candidate_022,hybrid,1,0.696448499977123,0.007580100005725399,160000
candidate_023,hybrid,1,0.6854644000122789,0.00843180000083521,160000
candidate_024,hybrid,1,0.6958410999795888,0.008481400000164285,160000
candidate_025,hybrid,1,1.2766871000058018,0.008199000032618642,240000
candidate_026,hybrid,1,0.6864952000032645,0.009889200009638444,240000
candidate_027,hybrid,1,0.6797711000253912,0.008685599983436987,240000
candidate_028,hybrid,1,0.6844678999914322,0.010435299976961687,240000
candidate_029,hybrid,1,0.8346185999689624,0.008382600004551932,240000
candidate_030,hybrid,1,0.8489043999870773,0.008567899989429861,240000
candidate_031,hybrid,1,0.8324648000125308,0.008298000000650063,240000
candidate_032,hybrid,1,0.8538373000337742,0.008770499989623204,240000
