variant,outer_fold,dimension,seed,levels,feature_k,selected_structure_parameters,selected_temperature,model_training_and_inference_seconds,model_bytes,preprocessing_seconds,encoding_seconds,preprocessing_bytes,quantizer_state_sha256,outer_test_feature_access_after_inner_selection,outer_test_label_access_before_prediction
hybrid,5,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.10574389999965206,48000,0.05788910001865588,0.6319045999844093,60736,42b01138f7b02e5fc010758b9334478bff6c779177bc2442f1a593dee9101fc0,True,False
hybrid,5,1000,43,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.10480780000216328,48000,0.058260600024368614,0.6391480000165757,60736,42b01138f7b02e5fc010758b9334478bff6c779177bc2442f1a593dee9101fc0,True,False
hybrid,5,1000,44,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.10576269999728538,48000,0.06023130001267418,0.7628315000038128,60736,42b01138f7b02e5fc010758b9334478bff6c779177bc2442f1a593dee9101fc0,True,False
hybrid,5,1000,45,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.1076251000049524,48000,0.06113220000406727,0.6488518000114709,60736,42b01138f7b02e5fc010758b9334478bff6c779177bc2442f1a593dee9101fc0,True,False
hybrid,5,1000,46,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.10957499998039566,48000,0.06119060001219623,0.7273924000037368,60736,42b01138f7b02e5fc010758b9334478bff6c779177bc2442f1a593dee9101fc0,True,False
hybrid,5,2000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.18029439999372698,96000,0.05788910001865588,0.6319045999844093,60736,42b01138f7b02e5fc010758b9334478bff6c779177bc2442f1a593dee9101fc0,True,False
hybrid,5,2000,43,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.17970310000237077,96000,0.058260600024368614,0.6391480000165757,60736,42b01138f7b02e5fc010758b9334478bff6c779177bc2442f1a593dee9101fc0,True,False
hybrid,5,2000,44,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.18125640001380816,96000,0.06023130001267418,0.7628315000038128,60736,42b01138f7b02e5fc010758b9334478bff6c779177bc2442f1a593dee9101fc0,True,False
hybrid,5,2000,45,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.18015810000360943,96000,0.06113220000406727,0.6488518000114709,60736,42b01138f7b02e5fc010758b9334478bff6c779177bc2442f1a593dee9101fc0,True,False
hybrid,5,2000,46,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.19193589998758398,96000,0.06119060001219623,0.7273924000037368,60736,42b01138f7b02e5fc010758b9334478bff6c779177bc2442f1a593dee9101fc0,True,False
hybrid,5,5000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.3547448000172153,240000,0.05788910001865588,0.6319045999844093,60736,42b01138f7b02e5fc010758b9334478bff6c779177bc2442f1a593dee9101fc0,True,False
hybrid,5,5000,43,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.3444352000078652,240000,0.058260600024368614,0.6391480000165757,60736,42b01138f7b02e5fc010758b9334478bff6c779177bc2442f1a593dee9101fc0,True,False
hybrid,5,5000,44,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.35416330001316965,240000,0.06023130001267418,0.7628315000038128,60736,42b01138f7b02e5fc010758b9334478bff6c779177bc2442f1a593dee9101fc0,True,False
hybrid,5,5000,45,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.36146159999771044,240000,0.06113220000406727,0.6488518000114709,60736,42b01138f7b02e5fc010758b9334478bff6c779177bc2442f1a593dee9101fc0,True,False
hybrid,5,5000,46,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.39998580000246875,240000,0.06119060001219623,0.7273924000037368,60736,42b01138f7b02e5fc010758b9334478bff6c779177bc2442f1a593dee9101fc0,True,False
hybrid,5,10000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.6696511000045575,480000,0.05788910001865588,0.6319045999844093,60736,42b01138f7b02e5fc010758b9334478bff6c779177bc2442f1a593dee9101fc0,True,False
hybrid,5,10000,43,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.6547926999919582,480000,0.058260600024368614,0.6391480000165757,60736,42b01138f7b02e5fc010758b9334478bff6c779177bc2442f1a593dee9101fc0,True,False
hybrid,5,10000,44,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.715800300007686,480000,0.06023130001267418,0.7628315000038128,60736,42b01138f7b02e5fc010758b9334478bff6c779177bc2442f1a593dee9101fc0,True,False
