variant,outer_fold,dimension,seed,levels,feature_k,selected_structure_parameters,selected_temperature,model_training_and_inference_seconds,model_bytes,preprocessing_seconds,encoding_seconds,preprocessing_bytes,quantizer_state_sha256,outer_test_feature_access_after_inner_selection,outer_test_label_access_before_prediction
multicentroid,2,1000,42,51,50,"{""centroids_per_class"":3}",0.05,0.06833690000348724,48000,0.060093300009611994,0.6377270000230055,60704,a6aab5f599d68e7c15eb272717861994b7b48b60e094a06f5fd59d7669af2daf,True,False
multicentroid,2,1000,43,51,50,"{""centroids_per_class"":3}",0.05,0.07111729998723604,48000,0.058444299997063354,0.651240900013363,60704,a6aab5f599d68e7c15eb272717861994b7b48b60e094a06f5fd59d7669af2daf,True,False
multicentroid,2,1000,44,51,50,"{""centroids_per_class"":3}",0.05,0.07177500001853332,48000,0.060697599983541295,0.6470254000159912,60704,a6aab5f599d68e7c15eb272717861994b7b48b60e094a06f5fd59d7669af2daf,True,False
multicentroid,2,1000,45,51,50,"{""centroids_per_class"":3}",0.05,0.07201639999402687,48000,0.059832500002812594,0.635595799976727,60704,a6aab5f599d68e7c15eb272717861994b7b48b60e094a06f5fd59d7669af2daf,True,False
multicentroid,2,1000,46,51,50,"{""centroids_per_class"":3}",0.05,0.08233020000625402,48000,0.062291999987792224,0.6460772999853361,60704,a6aab5f599d68e7c15eb272717861994b7b48b60e094a06f5fd59d7669af2daf,True,False
multicentroid,2,2000,42,51,50,"{""centroids_per_class"":3}",0.05,0.14435689998208545,96000,0.060093300009611994,0.6377270000230055,60704,a6aab5f599d68e7c15eb272717861994b7b48b60e094a06f5fd59d7669af2daf,True,False
multicentroid,2,2000,43,51,50,"{""centroids_per_class"":3}",0.05,0.14014669999596663,96000,0.058444299997063354,0.651240900013363,60704,a6aab5f599d68e7c15eb272717861994b7b48b60e094a06f5fd59d7669af2daf,True,False
multicentroid,2,2000,44,51,50,"{""centroids_per_class"":3}",0.05,0.15142429998377338,96000,0.060697599983541295,0.6470254000159912,60704,a6aab5f599d68e7c15eb272717861994b7b48b60e094a06f5fd59d7669af2daf,True,False
multicentroid,2,2000,45,51,50,"{""centroids_per_class"":3}",0.05,0.14546109997900203,96000,0.059832500002812594,0.635595799976727,60704,a6aab5f599d68e7c15eb272717861994b7b48b60e094a06f5fd59d7669af2daf,True,False
multicentroid,2,2000,46,51,50,"{""centroids_per_class"":3}",0.05,0.16174149999278598,96000,0.062291999987792224,0.6460772999853361,60704,a6aab5f599d68e7c15eb272717861994b7b48b60e094a06f5fd59d7669af2daf,True,False
multicentroid,2,5000,42,51,50,"{""centroids_per_class"":3}",0.05,0.31521000000066124,240000,0.060093300009611994,0.6377270000230055,60704,a6aab5f599d68e7c15eb272717861994b7b48b60e094a06f5fd59d7669af2daf,True,False
multicentroid,2,5000,43,51,50,"{""centroids_per_class"":3}",0.05,0.32146939999074675,240000,0.058444299997063354,0.651240900013363,60704,a6aab5f599d68e7c15eb272717861994b7b48b60e094a06f5fd59d7669af2daf,True,False
multicentroid,2,5000,44,51,50,"{""centroids_per_class"":3}",0.05,0.32671369999297895,240000,0.060697599983541295,0.6470254000159912,60704,a6aab5f599d68e7c15eb272717861994b7b48b60e094a06f5fd59d7669af2daf,True,False
multicentroid,2,5000,45,51,50,"{""centroids_per_class"":3}",0.05,0.31070470000850037,240000,0.059832500002812594,0.635595799976727,60704,a6aab5f599d68e7c15eb272717861994b7b48b60e094a06f5fd59d7669af2daf,True,False
multicentroid,2,5000,46,51,50,"{""centroids_per_class"":3}",0.05,0.36093709999113344,240000,0.062291999987792224,0.6460772999853361,60704,a6aab5f599d68e7c15eb272717861994b7b48b60e094a06f5fd59d7669af2daf,True,False
multicentroid,2,10000,42,51,50,"{""centroids_per_class"":3}",0.05,0.6378566999919713,480000,0.060093300009611994,0.6377270000230055,60704,a6aab5f599d68e7c15eb272717861994b7b48b60e094a06f5fd59d7669af2daf,True,False
multicentroid,2,10000,43,51,50,"{""centroids_per_class"":3}",0.05,0.6515803999791387,480000,0.058444299997063354,0.651240900013363,60704,a6aab5f599d68e7c15eb272717861994b7b48b60e094a06f5fd59d7669af2daf,True,False
multicentroid,2,10000,44,51,50,"{""centroids_per_class"":3}",0.05,0.6326450000051409,480000,0.060697599983541295,0.6470254000159912,60704,a6aab5f599d68e7c15eb272717861994b7b48b60e094a06f5fd59d7669af2daf,True,False
multicentroid,2,10000,45,51,50,"{""centroids_per_class"":3}",0.05,0.5875736000016332,480000,0.059832500002812594,0.635595799976727,60704,a6aab5f599d68e7c15eb272717861994b7b48b60e094a06f5fd59d7669af2daf,True,False
multicentroid,2,10000,46,51,50,"{""centroids_per_class"":3}",0.05,0.6274350000021514,480000,0.062291999987792224,0.6460772999853361,60704,a6aab5f599d68e7c15eb272717861994b7b48b60e094a06f5fd59d7669af2daf,True,False
