candidate_id,variant,outer_fold,training_seconds,inference_seconds,model_bytes
candidate_001,onlinehd,5,0.04618770000524819,0.0013596999633591622,32000
candidate_002,onlinehd,5,0.04799540000385605,0.0012427000037860125,32000
candidate_003,onlinehd,5,0.04575039999326691,0.0012399999832268804,32000
candidate_004,onlinehd,5,0.04779459998826496,0.0012448000197764486,32000
candidate_005,onlinehd,5,0.13391060000867583,0.001247400010470301,32000
candidate_006,onlinehd,5,0.1409333999908995,0.0012346000294201076,32000
candidate_007,onlinehd,5,0.1346870000124909,0.0012455999967642128,32000
candidate_008,onlinehd,5,0.1402343999943696,0.001545800012536347,32000
candidate_009,onlinehd,5,0.22474430000875145,0.001589999970747158,32000
candidate_010,onlinehd,5,0.23712649999652058,0.0013336999982129782,32000
candidate_011,onlinehd,5,0.22277210000902414,0.0012797999661415815,32000
candidate_012,onlinehd,5,0.23416819999692962,0.0012450000212993473,32000
candidate_013,onlinehd,5,0.05493610000121407,0.005569600005401298,80000
candidate_014,onlinehd,5,0.05707539999275468,0.005640199990011752,80000
candidate_015,onlinehd,5,0.054900099989026785,0.005920999945374206,80000
candidate_016,onlinehd,5,0.05797520000487566,0.006401899998309091,80000
candidate_017,onlinehd,5,0.15784199998597614,0.006461499986471608,80000
candidate_018,onlinehd,5,0.1644017999933567,0.005499499995494261,80000
candidate_019,onlinehd,5,0.1579438000335358,0.0054746999812778085,80000
candidate_020,onlinehd,5,0.16930009998031892,0.005751200020313263,80000
candidate_021,onlinehd,5,0.26287710000178777,0.006198699993547052,80000
candidate_022,onlinehd,5,0.2750810999714304,0.006005300034303218,80000
candidate_023,onlinehd,5,0.2606732999847736,0.005478599981870502,80000
candidate_024,onlinehd,5,0.27677110003423877,0.005826900043757632,80000
