candidate_id,variant,outer_fold,training_seconds,inference_seconds,model_bytes
candidate_001,hybrid,3,0.3989657000056468,0.001776200020685792,64000
candidate_002,hybrid,3,0.24226309996447526,0.002581400010967627,64000
candidate_003,hybrid,3,0.23782629999914207,0.0019221999973524362,64000
candidate_004,hybrid,3,0.24151359996176325,0.0014620000147260725,64000
candidate_005,hybrid,3,0.376533600006951,0.0015398999967146665,64000
candidate_006,hybrid,3,0.39487660001032054,0.0014546999882441014,64000
candidate_007,hybrid,3,0.37935039997682907,0.0014725000073667616,64000
candidate_008,hybrid,3,0.3944540000229608,0.0014635999978054315,64000
candidate_009,hybrid,3,0.5007030000560917,0.0016745000029914081,96000
candidate_010,hybrid,3,0.2922394000343047,0.001648600009502843,96000
candidate_011,hybrid,3,0.2875449000275694,0.0016598999791312963,96000
candidate_012,hybrid,3,0.2922192999976687,0.0016874999855645,96000
candidate_013,hybrid,3,0.4313391000323463,0.0017269999952986836,96000
candidate_014,hybrid,3,0.44995650002965704,0.0016830999811645597,96000
candidate_015,hybrid,3,0.4291522000276018,0.0016525000391993672,96000
candidate_016,hybrid,3,0.4495176999771502,0.0016492000431753695,96000
candidate_017,hybrid,3,0.9780226000293624,0.008207399980165064,160000
candidate_018,hybrid,3,0.5347310000506695,0.008617500017862767,160000
candidate_019,hybrid,3,0.5257227000256535,0.007723400020040572,160000
candidate_020,hybrid,3,0.5310783000022639,0.007808599999407306,160000
candidate_021,hybrid,3,0.6746021000435576,0.00823770003626123,160000
candidate_022,hybrid,3,0.6948536999989301,0.007695000007515773,160000
candidate_023,hybrid,3,0.6783660000073723,0.008355199999641627,160000
candidate_024,hybrid,3,0.6934894000005443,0.007674899970879778,160000
candidate_025,hybrid,3,1.2379723000340164,0.00815609999699518,240000
candidate_026,hybrid,3,0.6631215000234079,0.009193799982313067,240000
candidate_027,hybrid,3,0.6581662000680808,0.009696300025098026,240000
candidate_028,hybrid,3,0.6658397000574041,0.009942300035618246,240000
candidate_029,hybrid,3,0.8143987000221387,0.008192299981601536,240000
candidate_030,hybrid,3,0.8281549000239465,0.008585100003983825,240000
candidate_031,hybrid,3,0.8114011000143364,0.008108499983791262,240000
candidate_032,hybrid,3,0.8265205000061542,0.008553499967092648,240000
