variant,outer_fold,dimension,seed,levels,feature_k,selected_structure_parameters,selected_temperature,model_training_and_inference_seconds,model_bytes,preprocessing_seconds,encoding_seconds,preprocessing_bytes,quantizer_state_sha256,outer_test_feature_access_after_inner_selection,outer_test_label_access_before_prediction
onlinehd,3,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.1}",0.05,0.022551100002601743,16000,0.06458869998459704,0.641126800008351,63424,ee57d76328639ed8a42861d13c80e46f6ab2387bd6899ed46353040b8b252583,True,False
onlinehd,3,1000,43,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.1}",0.05,0.024534199998015538,16000,0.06281719999969937,0.6451683999912348,63424,ee57d76328639ed8a42861d13c80e46f6ab2387bd6899ed46353040b8b252583,True,False
onlinehd,3,1000,44,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.1}",0.05,0.022687199991196394,16000,0.06379309998010285,0.6705948000017088,63424,ee57d76328639ed8a42861d13c80e46f6ab2387bd6899ed46353040b8b252583,True,False
onlinehd,3,1000,45,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.1}",0.05,0.02294250001432374,16000,0.06394459999864921,0.6790476000169292,63424,ee57d76328639ed8a42861d13c80e46f6ab2387bd6899ed46353040b8b252583,True,False
onlinehd,3,1000,46,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.1}",0.05,0.021870600001420826,16000,0.057307700015371665,0.6155512999976054,63424,ee57d76328639ed8a42861d13c80e46f6ab2387bd6899ed46353040b8b252583,True,False
onlinehd,3,2000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.1}",0.05,0.02573709998978302,32000,0.06458869998459704,0.641126800008351,63424,ee57d76328639ed8a42861d13c80e46f6ab2387bd6899ed46353040b8b252583,True,False
onlinehd,3,2000,43,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.1}",0.05,0.025200099975336343,32000,0.06281719999969937,0.6451683999912348,63424,ee57d76328639ed8a42861d13c80e46f6ab2387bd6899ed46353040b8b252583,True,False
onlinehd,3,2000,44,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.1}",0.05,0.024147999996785074,32000,0.06379309998010285,0.6705948000017088,63424,ee57d76328639ed8a42861d13c80e46f6ab2387bd6899ed46353040b8b252583,True,False
onlinehd,3,2000,45,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.1}",0.05,0.02437970001483336,32000,0.06394459999864921,0.6790476000169292,63424,ee57d76328639ed8a42861d13c80e46f6ab2387bd6899ed46353040b8b252583,True,False
onlinehd,3,2000,46,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.1}",0.05,0.023655800003325567,32000,0.057307700015371665,0.6155512999976054,63424,ee57d76328639ed8a42861d13c80e46f6ab2387bd6899ed46353040b8b252583,True,False
onlinehd,3,5000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.1}",0.05,0.030213300022296607,80000,0.06458869998459704,0.641126800008351,63424,ee57d76328639ed8a42861d13c80e46f6ab2387bd6899ed46353040b8b252583,True,False
onlinehd,3,5000,43,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.1}",0.05,0.03217759999097325,80000,0.06281719999969937,0.6451683999912348,63424,ee57d76328639ed8a42861d13c80e46f6ab2387bd6899ed46353040b8b252583,True,False
onlinehd,3,5000,44,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.1}",0.05,0.02983090002089739,80000,0.06379309998010285,0.6705948000017088,63424,ee57d76328639ed8a42861d13c80e46f6ab2387bd6899ed46353040b8b252583,True,False
onlinehd,3,5000,45,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.1}",0.05,0.030287800007499754,80000,0.06394459999864921,0.6790476000169292,63424,ee57d76328639ed8a42861d13c80e46f6ab2387bd6899ed46353040b8b252583,True,False
onlinehd,3,5000,46,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.1}",0.05,0.029074200021568686,80000,0.057307700015371665,0.6155512999976054,63424,ee57d76328639ed8a42861d13c80e46f6ab2387bd6899ed46353040b8b252583,True,False
onlinehd,3,10000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.1}",0.05,0.03971600002842024,160000,0.06458869998459704,0.641126800008351,63424,ee57d76328639ed8a42861d13c80e46f6ab2387bd6899ed46353040b8b252583,True,False
onlinehd,3,10000,43,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.1}",0.05,0.039371399994706735,160000,0.06281719999969937,0.6451683999912348,63424,ee57d76328639ed8a42861d13c80e46f6ab2387bd6899ed46353040b8b252583,True,False
onlinehd,3,10000,44,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.1}",0.05,0.03936470000189729,160000,0.06379309998010285,0.6705948000017088,63424,ee57d76328639ed8a42861d13c80e46f6ab2387bd6899ed46353040b8b252583,True,False
onlinehd,3,10000,45,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.1}",0.05,0.03849369997624308,160000,0.06394459999864921,0.6790476000169292,63424,ee57d76328639ed8a42861d13c80e46f6ab2387bd6899ed46353040b8b252583,True,False
onlinehd,3,10000,46,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.1}",0.05,0.03686200000811368,160000,0.057307700015371665,0.6155512999976054,63424,ee57d76328639ed8a42861d13c80e46f6ab2387bd6899ed46353040b8b252583,True,False
