variant,outer_fold,dimension,seed,levels,feature_k,selected_structure_parameters,selected_temperature,model_training_and_inference_seconds,model_bytes,preprocessing_seconds,encoding_seconds,preprocessing_bytes,quantizer_state_sha256,outer_test_feature_access_after_inner_selection,outer_test_label_access_before_prediction
hybrid,3,1000,42,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.16202059999341145,32000,0.06692710000788793,0.6502052999858279,63424,ee57d76328639ed8a42861d13c80e46f6ab2387bd6899ed46353040b8b252583,True,False
hybrid,3,1000,43,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.16095510000013746,32000,0.06219180001062341,0.6636222999950405,63424,ee57d76328639ed8a42861d13c80e46f6ab2387bd6899ed46353040b8b252583,True,False
hybrid,3,1000,44,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.15721210002084263,32000,0.05900189999374561,0.6349787999934051,63424,ee57d76328639ed8a42861d13c80e46f6ab2387bd6899ed46353040b8b252583,True,False
hybrid,3,1000,45,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.15985909997834824,32000,0.06082980000064708,0.631731800007401,63424,ee57d76328639ed8a42861d13c80e46f6ab2387bd6899ed46353040b8b252583,True,False
hybrid,3,1000,46,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.16505860001780093,32000,0.0596981999988202,0.6329516000114381,63424,ee57d76328639ed8a42861d13c80e46f6ab2387bd6899ed46353040b8b252583,True,False
hybrid,3,2000,42,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.2166801999846939,64000,0.06692710000788793,0.6502052999858279,63424,ee57d76328639ed8a42861d13c80e46f6ab2387bd6899ed46353040b8b252583,True,False
hybrid,3,2000,43,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.21650330000557005,64000,0.06219180001062341,0.6636222999950405,63424,ee57d76328639ed8a42861d13c80e46f6ab2387bd6899ed46353040b8b252583,True,False
hybrid,3,2000,44,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.21264400001382455,64000,0.05900189999374561,0.6349787999934051,63424,ee57d76328639ed8a42861d13c80e46f6ab2387bd6899ed46353040b8b252583,True,False
hybrid,3,2000,45,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.22009449999313802,64000,0.06082980000064708,0.631731800007401,63424,ee57d76328639ed8a42861d13c80e46f6ab2387bd6899ed46353040b8b252583,True,False
hybrid,3,2000,46,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.2158390000113286,64000,0.0596981999988202,0.6329516000114381,63424,ee57d76328639ed8a42861d13c80e46f6ab2387bd6899ed46353040b8b252583,True,False
