candidate_id,variant,outer_fold,training_seconds,inference_seconds,model_bytes
candidate_001,onlinehd,2,0.04688529999111779,0.0014462000108323991,32000
candidate_002,onlinehd,2,0.04770149997784756,0.0012561999901663512,32000
candidate_003,onlinehd,2,0.046115699980873615,0.0011711999832186848,32000
candidate_004,onlinehd,2,0.04777840001042932,0.001147200004197657,32000
candidate_005,onlinehd,2,0.13328729997738265,0.0011479000095278025,32000
candidate_006,onlinehd,2,0.141723099979572,0.0011607000487856567,32000
candidate_007,onlinehd,2,0.13472110001021065,0.0011400999792385846,32000
candidate_008,onlinehd,2,0.1409288000431843,0.0011647999926935881,32000
candidate_009,onlinehd,2,0.22434570000041276,0.0012281000090297312,32000
candidate_010,onlinehd,2,0.23344959996757098,0.001205900014610961,32000
candidate_011,onlinehd,2,0.22320000003674068,0.0011470000026747584,32000
candidate_012,onlinehd,2,0.23859920000541024,0.0012626999814528972,32000
candidate_013,onlinehd,2,0.056716399994911626,0.005528100009541959,80000
candidate_014,onlinehd,2,0.058343200013041496,0.005447299976367503,80000
candidate_015,onlinehd,2,0.05462629999965429,0.006657999998424202,80000
candidate_016,onlinehd,2,0.05801949996384792,0.006133199989562854,80000
candidate_017,onlinehd,2,0.15812769994954579,0.00657400002819486,80000
candidate_018,onlinehd,2,0.16591979999793693,0.005787799978861585,80000
candidate_019,onlinehd,2,0.15847179997945204,0.0061138000164646655,80000
candidate_020,onlinehd,2,0.16512359998887405,0.0064762000110931695,80000
candidate_021,onlinehd,2,0.2722189000342041,0.0059077999903820455,80000
candidate_022,onlinehd,2,0.2756989999616053,0.005825200001709163,80000
candidate_023,onlinehd,2,0.2611203000124078,0.005692699953215197,80000
candidate_024,onlinehd,2,0.2740642999706324,0.005986600008327514,80000
