variant,outer_fold,dimension,seed,levels,feature_k,selected_structure_parameters,selected_temperature,model_training_and_inference_seconds,model_bytes,preprocessing_seconds,encoding_seconds,preprocessing_bytes,quantizer_state_sha256,outer_test_feature_access_after_inner_selection,outer_test_label_access_before_prediction
hybrid,4,5000,42,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.3677099000196904,160000,0.06519660001504235,0.6629378999932669,63424,3b12814efdecbf9a683d73050f6e37ae3c907f5f39d849848a1966257b1d8640,True,False
hybrid,4,5000,43,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.3476246999925934,160000,0.060293299990007654,0.6702088000020012,63424,3b12814efdecbf9a683d73050f6e37ae3c907f5f39d849848a1966257b1d8640,True,False
hybrid,4,5000,44,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.37814990000333637,160000,0.05968780000694096,0.6330242999829352,63424,3b12814efdecbf9a683d73050f6e37ae3c907f5f39d849848a1966257b1d8640,True,False
hybrid,4,5000,45,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.348827000008896,160000,0.06315369997173548,0.6688705999986269,63424,3b12814efdecbf9a683d73050f6e37ae3c907f5f39d849848a1966257b1d8640,True,False
hybrid,4,5000,46,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.3859707999799866,160000,0.09257670000079088,0.8498314000025857,63424,3b12814efdecbf9a683d73050f6e37ae3c907f5f39d849848a1966257b1d8640,True,False
hybrid,4,10000,42,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.6273707000073045,320000,0.06519660001504235,0.6629378999932669,63424,3b12814efdecbf9a683d73050f6e37ae3c907f5f39d849848a1966257b1d8640,True,False
hybrid,4,10000,43,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.5800986000103876,320000,0.060293299990007654,0.6702088000020012,63424,3b12814efdecbf9a683d73050f6e37ae3c907f5f39d849848a1966257b1d8640,True,False
hybrid,4,10000,44,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.605224700004328,320000,0.05968780000694096,0.6330242999829352,63424,3b12814efdecbf9a683d73050f6e37ae3c907f5f39d849848a1966257b1d8640,True,False
hybrid,4,10000,45,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.6157318000041414,320000,0.06315369997173548,0.6688705999986269,63424,3b12814efdecbf9a683d73050f6e37ae3c907f5f39d849848a1966257b1d8640,True,False
hybrid,4,10000,46,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.617051100009121,320000,0.09257670000079088,0.8498314000025857,63424,3b12814efdecbf9a683d73050f6e37ae3c907f5f39d849848a1966257b1d8640,True,False
