variant,outer_fold,dimension,seed,levels,feature_k,selected_structure_parameters,selected_temperature,model_training_and_inference_seconds,model_bytes,preprocessing_seconds,encoding_seconds,preprocessing_bytes,quantizer_state_sha256,outer_test_feature_access_after_inner_selection,outer_test_label_access_before_prediction
hybrid,4,1000,42,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.16635590000078082,32000,0.06519660001504235,0.6629378999932669,63424,3b12814efdecbf9a683d73050f6e37ae3c907f5f39d849848a1966257b1d8640,True,False
hybrid,4,1000,43,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.168085199984489,32000,0.060293299990007654,0.6702088000020012,63424,3b12814efdecbf9a683d73050f6e37ae3c907f5f39d849848a1966257b1d8640,True,False
hybrid,4,1000,44,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.16409849998308346,32000,0.05968780000694096,0.6330242999829352,63424,3b12814efdecbf9a683d73050f6e37ae3c907f5f39d849848a1966257b1d8640,True,False
hybrid,4,1000,45,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.1655136999906972,32000,0.06315369997173548,0.6688705999986269,63424,3b12814efdecbf9a683d73050f6e37ae3c907f5f39d849848a1966257b1d8640,True,False
hybrid,4,1000,46,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.16819070000201464,32000,0.09257670000079088,0.8498314000025857,63424,3b12814efdecbf9a683d73050f6e37ae3c907f5f39d849848a1966257b1d8640,True,False
hybrid,4,2000,42,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.22453740000491962,64000,0.06519660001504235,0.6629378999932669,63424,3b12814efdecbf9a683d73050f6e37ae3c907f5f39d849848a1966257b1d8640,True,False
hybrid,4,2000,43,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.21567899998626672,64000,0.060293299990007654,0.6702088000020012,63424,3b12814efdecbf9a683d73050f6e37ae3c907f5f39d849848a1966257b1d8640,True,False
hybrid,4,2000,44,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.219768999988446,64000,0.05968780000694096,0.6330242999829352,63424,3b12814efdecbf9a683d73050f6e37ae3c907f5f39d849848a1966257b1d8640,True,False
hybrid,4,2000,45,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.2188282999850344,64000,0.06315369997173548,0.6688705999986269,63424,3b12814efdecbf9a683d73050f6e37ae3c907f5f39d849848a1966257b1d8640,True,False
hybrid,4,2000,46,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.22952719999011606,64000,0.09257670000079088,0.8498314000025857,63424,3b12814efdecbf9a683d73050f6e37ae3c907f5f39d849848a1966257b1d8640,True,False
