candidate_id,variant,outer_fold,training_seconds,inference_seconds,model_bytes
candidate_001,hybrid,5,0.4093282999820076,0.0016121999942697585,64000
candidate_002,hybrid,5,0.24770099998568185,0.0014554999652318656,64000
candidate_003,hybrid,5,0.24203269998542964,0.0014569999766536057,64000
candidate_004,hybrid,5,0.24775640000007115,0.0014445999986492097,64000
candidate_005,hybrid,5,0.383100100007141,0.0014513999631162733,64000
candidate_006,hybrid,5,0.40249899998889305,0.0014550000196322799,64000
candidate_007,hybrid,5,0.3842417999985628,0.001474100019549951,64000
candidate_008,hybrid,5,0.4069108000257984,0.001612200023373589,64000
candidate_009,hybrid,5,0.5008137999975588,0.0016988999850582331,96000
candidate_010,hybrid,5,0.29312310001114383,0.0016599000082351267,96000
candidate_011,hybrid,5,0.28721640002913773,0.0017074999632313848,96000
candidate_012,hybrid,5,0.29260780004551634,0.0017070999892894179,96000
candidate_013,hybrid,5,0.4296685000299476,0.0016627000004518777,96000
candidate_014,hybrid,5,0.4539214000105858,0.0017127999744843692,96000
candidate_015,hybrid,5,0.42984880003496073,0.0016656000225339085,96000
candidate_016,hybrid,5,0.45826700000907294,0.0019893000135198236,96000
candidate_017,hybrid,5,0.9572054999880493,0.008315399987623096,160000
candidate_018,hybrid,5,0.5256945000146516,0.008385599998291582,160000
candidate_019,hybrid,5,0.5187961999617983,0.007728999975370243,160000
candidate_020,hybrid,5,0.5233266999712214,0.008020099980058149,160000
candidate_021,hybrid,5,0.6676647999847773,0.007725900009972975,160000
candidate_022,hybrid,5,0.6858803999784868,0.007829799986211583,160000
candidate_023,hybrid,5,0.6699770999839529,0.007849299960071221,160000
candidate_024,hybrid,5,0.6942715000186581,0.009037400013767183,160000
candidate_025,hybrid,5,1.2417777000227943,0.008143300015944988,240000
candidate_026,hybrid,5,0.6702862000092864,0.008881400019163266,240000
candidate_027,hybrid,5,0.6624066000222228,0.008458200027234852,240000
candidate_028,hybrid,5,0.66861739999149,0.009005500003695488,240000
candidate_029,hybrid,5,0.8167282000067644,0.008614799968199804,240000
candidate_030,hybrid,5,0.8341845000395551,0.008378100028494373,240000
candidate_031,hybrid,5,0.8141693000216037,0.008224699966376647,240000
candidate_032,hybrid,5,0.8344464999681804,0.009011299989651889,240000
