variant,regression_head,dimension,seeds,mae_bounded_count,mae_bounded_mean,mae_bounded_sd_sample,mae_bounded_median,mae_bounded_min,mae_bounded_max,rmse_bounded_count,rmse_bounded_mean,rmse_bounded_sd_sample,rmse_bounded_median,rmse_bounded_min,rmse_bounded_max,r2_bounded_count,r2_bounded_mean,r2_bounded_sd_sample,r2_bounded_median,r2_bounded_min,r2_bounded_max,spearman_bounded_count,spearman_bounded_mean,spearman_bounded_sd_sample,spearman_bounded_median,spearman_bounded_min,spearman_bounded_max
common_ridge,COMMON_ENCODER_READOUT_BASELINE,1000,"42,43,44,45,46",5,0.3503554137608016,0.009881599518902872,0.3480290748849355,0.3395560663875353,0.36641395277427585,5,0.48628272121722577,0.011093332338835802,0.4838479153448688,0.4775567013222697,0.5046730960159355,5,0.8103822777180799,0.008737363798318205,0.8123544689961573,0.7958540428782565,0.8172024525768524,5,0.8961586914475846,0.003937291247652574,0.8980196893682145,0.8899215529500653,0.899722194145941
common_ridge,COMMON_ENCODER_READOUT_BASELINE,2000,"42,43,44,45,46",5,0.3280556340397559,0.006622125521187154,0.3271038194565804,0.3198551734694731,0.3357205621822572,5,0.46751125978031016,0.009503440496420561,0.47189265272876035,0.4542520605260402,0.47550201573593576,5,0.8247539774867099,0.007088682874078809,0.8215128692224881,0.8187720399976545,0.8346080798952804,5,0.9035052136830135,0.003612051686403776,0.9026621946007236,0.8991065127455584,0.9082366702305278
common_ridge,COMMON_ENCODER_READOUT_BASELINE,5000,"42,43,44,45,46",5,0.29365448930518456,0.007810092602930573,0.298703438044445,0.2843820847423422,0.3000789332052196,5,0.4286820726958441,0.0116744523171056,0.4306329030550271,0.4138424624442926,0.4444839763431252,5,0.8526165487394783,0.00802989051437182,0.851360273914288,0.8416446663343897,0.8627252769284384,5,0.9174095229554226,0.004865726818092391,0.9169381797345093,0.9119145720868594,0.9234009604321136
common_ridge,COMMON_ENCODER_READOUT_BASELINE,10000,"42,43,44,45,46",5,0.2763899537759564,0.006418910750530134,0.2790776502548115,0.2680685764716566,0.2820949113243607,5,0.4075166878371063,0.007000733305015733,0.4089051189236728,0.39904585904437956,0.41558343519256874,5,0.8668583927417067,0.004568755870266339,0.8659812472393932,0.8615678594359681,0.872366084061476,5,0.9247515333883938,0.0025702997228385883,0.9237981209885396,0.9224778000292783,0.9283320834281278
