variant,outer_fold,dimension,seed,selected_temperature,macro_f1,balanced_accuracy,mae_bounded,rmse_bounded,model_bytes,checkpoint_sha256,status
multicentroid,2,2000,46,0.05,0.7715084050946218,0.7757034632034632,0.6835762180764825,0.7959732512547888,96000,bda42943b0611dbc0eb19d8e95e5ba3cb6225c9b91d0338d59eb7f8a3cb7e846,COMPLETE
multicentroid,2,5000,42,0.05,0.7012351173917881,0.7048160173160173,0.720011559795344,0.8336812216153083,240000,0f5326e7abf273a53d687e4c2c3696129e6e863f08f682d0cf6e41770689d320,COMPLETE
multicentroid,2,5000,43,0.05,0.7229041596238659,0.729112554112554,0.724125808227677,0.8386874109222283,240000,15d3ffac67dcbae898b17e006dbd641cea81b588a92743074da1f4ba013f7d7f,COMPLETE
multicentroid,2,5000,44,0.05,0.6923533289386947,0.7064393939393939,0.7406997401578346,0.8577564079764094,240000,7c9d62adf452ddac5284e2035dc7d88147417c97cf20723ca287597eae914995,COMPLETE
multicentroid,2,5000,45,0.05,0.6981311975591151,0.706439393939394,0.7196862405176409,0.8325736552832145,240000,40c8ac50625f020f03f5e41c0e7caf0ae49263e3187443c1b9cb240f9db7312b,COMPLETE
multicentroid,2,5000,46,0.05,0.7096639471639472,0.7172619047619047,0.6783615649769865,0.7923132224095929,240000,68e7004cb4c41fa4bb031f6f01796bd85ba3144d650d103c1624120b4b398a58,COMPLETE
multicentroid,2,10000,42,0.05,0.6880317640385706,0.6928571428571428,0.7203033454007679,0.8343129762374867,480000,c4d851bd8007dba81ebcd5ff196c4ff177d26f7f2b4cb9ac3919701cd078bb68,COMPLETE
multicentroid,2,10000,43,0.05,0.6959728867623605,0.7058982683982684,0.7131369917497112,0.8277809326735138,480000,ce08098d39821b67d073b08a926e7a81f5470c80b5baf85bf00e6bfaa2832a17,COMPLETE
multicentroid,2,10000,44,0.05,0.7313296383063825,0.7422077922077923,0.722210842351794,0.8305370218237922,480000,36e076d511d48a61bd70e8774079beb58c65a53b93dc5e467a9441a463418ab0,COMPLETE
multicentroid,2,10000,45,0.05,0.7444397390049564,0.7535714285714286,0.7138527433892997,0.8304667338395829,480000,c1cbb9b3d34a1a63644efa6f4b04318b2e5f42e3386c49c86010face3cb36ba6,COMPLETE
multicentroid,2,10000,46,0.05,0.7832826088640042,0.7876623376623377,0.6940190563579907,0.8078657215805363,480000,9605e6fc32601ee41e82b69ab7021b5ab389ec79db8f736fe40667a4c7dfc060,COMPLETE
multicentroid,3,1000,42,0.05,0.8350886917960089,0.8333333333333334,0.7248850982461543,0.8257763218114942,32000,eddf47b7985c60940f5d70459bbdd504b9f76523af8f24b7efae01928e3058b5,COMPLETE
multicentroid,3,1000,43,0.05,0.8122093023255814,0.8095238095238095,0.748379396994032,0.8544306047111673,32000,8d271947d061f791708dd0e651ad7c65fc9429cfa63536f86a01b5fb9ef867f0,COMPLETE
multicentroid,3,1000,44,0.05,0.7881403774856759,0.7857142857142857,0.7286487755253338,0.8308881557515156,32000,38739c8eb1afa71a8d1f50d5d3cb76635d340e62d50d933caeec241fa060bfac,COMPLETE
multicentroid,3,1000,45,0.05,0.8092131917996921,0.8095238095238095,0.7365151863257682,0.8460200256213471,32000,ac5fcd3c39aea5eae1bbb3373fab3cf0fa4dfec5ec5744312fae4bf53579232f,COMPLETE
multicentroid,3,1000,46,0.05,0.8234918227037162,0.8214285714285714,0.74724184077155,0.8487075889515758,32000,eea0959e50cf0eadd00b1adf04a5dafdbc9402e67039c70b8cb8aff67318bf42,COMPLETE
multicentroid,3,2000,42,0.05,0.8079544826060505,0.8095238095238095,0.735148002715502,0.8380620723234911,64000,7e5c73479da5b8a29551a493166d7c1aac052313248087dbed362f31fa8370ad,COMPLETE
multicentroid,3,2000,43,0.05,0.8230634261308888,0.8214285714285714,0.7336044910954348,0.8370548752273022,64000,ca670a681f48ea3934ca4364c7b2d92e622e50999f9a7bd721fc1bbc8517b8be,COMPLETE
multicentroid,3,2000,44,0.05,0.7987080103359174,0.7976190476190476,0.7377702353848763,0.8466827164076846,64000,1f8e8198e535aa5df885de32bba7d351b79f39d39ee1f0620029ccdb29fb2ca9,COMPLETE
multicentroid,3,2000,45,0.05,0.8357090064407138,0.8333333333333333,0.7422461365179436,0.8488886486939092,64000,0d93d59e54a63122ed0696b65ca88e430b49d8992c6b91a22559a1efe638e666,COMPLETE
multicentroid,3,2000,46,0.05,0.7877951835398644,0.7857142857142856,0.7393154553298087,0.8420781768606049,64000,d568d3d3a47e76a2d1dabe049ea16ea99592d0f697714085904a58b4c58cbd51,COMPLETE
multicentroid,3,5000,42,0.05,0.8549628665907736,0.8571428571428571,0.7181462953313325,0.8201505087227541,160000,2305e818a8d7101f59869247fe4c89688d7eed529d2cfa0ea47f445154c6ef0a,COMPLETE
multicentroid,3,5000,43,0.05,0.8199404761904762,0.8214285714285714,0.7446826311644996,0.8479833352120552,160000,b27df9cdab325198144668db6e11478366afda84abf1af9ab738cc9aaa1f1612,COMPLETE
multicentroid,3,5000,44,0.05,0.8477027793533749,0.8452380952380951,0.7500448173063495,0.8558958867413353,160000,7a9474478f1aa88a06cddf41ef2503d0360547cf1c5e6572106a9bd8d02fabfe,COMPLETE
multicentroid,3,5000,45,0.05,0.8452380952380951,0.8452380952380951,0.7459140345833843,0.8505076672071096,160000,57770885526f953a5b58dacff26390d8a7c484c1319ec82c8ee23f7e94698fca,COMPLETE
multicentroid,3,5000,46,0.05,0.834362703397698,0.8333333333333333,0.7291745256147444,0.8338393616440666,160000,7f98e8a4e341a2525f9502d23775480ca0833737ccc6dd7b7df6d7d4d190c37e,COMPLETE
multicentroid,3,10000,42,0.05,0.8208719574998644,0.8214285714285714,0.7335568964483338,0.8376257136841556,320000,7c5c425349f0d89fae15b058c91ed389e713bd5931d1a2a883419b8c4cd6c907,COMPLETE
multicentroid,3,10000,43,0.05,0.8327172156959392,0.8333333333333334,0.7440400313764032,0.8478044514442553,320000,b4fb9eab7837dcc75724d383345d3a44d46b76b3fd858e6b830eff68c8c01fcb,COMPLETE
multicentroid,3,10000,44,0.05,0.8808916079194014,0.8809523809523809,0.7455695925114785,0.8500916838254791,320000,72a2e71c6a4c35c68743ea81038dac5c58f9980af91d8349677a4f68449661fc,COMPLETE
multicentroid,3,10000,45,0.05,0.8450561066840137,0.8452380952380952,0.748720840755509,0.8538271268188673,320000,7b1c54ae082617d5860af6a010022a3077e8ba85f6bfc07aa4de85eaee7f1697,COMPLETE
multicentroid,3,10000,46,0.05,0.8430164239062116,0.8452380952380952,0.7417423179465295,0.846084584138162,320000,47ad64d2a2d8e523c367e6bcaaf460bae647b8b110014aaad7ce8f7badc008ca,COMPLETE
multicentroid,4,1000,42,0.05,0.8536962139085496,0.8571428571428571,0.7103466300933259,0.8041824883450955,48000,271c26532dc77b0f7eb3ab4095ba9c7631c57b07cbf0b9fa03dc0342a5aa04af,COMPLETE
multicentroid,4,1000,43,0.05,0.7853631526348486,0.7857142857142858,0.7380090344974269,0.8271944910856185,48000,2c7a6a098dcbdba98192ecd5ceeaaa7da5395865c7524c2f0d2205daef214835,COMPLETE
multicentroid,4,1000,44,0.05,0.8701355190232845,0.8690476190476191,0.7043000588477679,0.8013499053065477,48000,6586a2cf8e8a39a8e73d52c2668acef4abd4feb9f62cdf7d7ee768a90887637d,COMPLETE
multicentroid,4,1000,45,0.05,0.8952502191512401,0.8928571428571428,0.7342895995438482,0.8362716391056614,48000,b668c20c08655e5e097048d364e3fc1d38c53c5a0f8303efab783b276055b5cd,COMPLETE
multicentroid,4,1000,46,0.05,0.8334558346944595,0.8333333333333334,0.7345287688737001,0.8359029633632603,48000,78eb5df62e16f708cda70f0ba9ed7384eb5621b9b410bfd86546d6e547d3ee7c,COMPLETE
multicentroid,4,2000,42,0.05,0.8666610059431091,0.8690476190476191,0.7267652174355611,0.8233488923210217,96000,575ca48b0f7a6736ecbffc3f763a4cc0067573dca0152afc88d9003de62e8ba6,COMPLETE
multicentroid,4,2000,43,0.05,0.8446849378641779,0.8452380952380952,0.726250907997104,0.8130440458714642,96000,28c7f4d5680e58eef7cb53247bb8eb72ea5bc7c0604a219dee10a34517fed650,COMPLETE
multicentroid,4,2000,44,0.05,0.8704328617119315,0.8690476190476191,0.6986395139149535,0.7951534497625801,96000,539da3ba74bc5600a4762fa648840f911cb0a95b89ab6331701229e16d743cf2,COMPLETE
multicentroid,4,2000,45,0.05,0.8706521739130435,0.8690476190476191,0.7383388509546106,0.8380286606822729,96000,9db82d1c2c053a0994d2864091b5da8b28074130f1da5789c82a65c5ede2c4f4,COMPLETE
multicentroid,4,2000,46,0.05,0.8237562999949248,0.8214285714285714,0.7061453942298968,0.8020192381021501,96000,ec692c39f6988fa8a725ee128f2c99f59814f5a8e08c0d785670c3df7f28cce3,COMPLETE
multicentroid,4,5000,42,0.05,0.8448366555924696,0.8452380952380952,0.7162816201848323,0.811252900487395,240000,c7314877228d6f311ae08af097a8b7149b51a9e642ad716a82ef40694c441420,COMPLETE
multicentroid,4,5000,43,0.05,0.8308513531891745,0.8333333333333333,0.728235903254172,0.8221256825015122,240000,8867bb503e6eec946aa54232da1ee94269029b5086c45c4276c27a81a102b7a3,COMPLETE
multicentroid,4,5000,44,0.05,0.8448639774859288,0.8452380952380951,0.7154531828946362,0.8109895391476515,240000,7f19d3a902f3aec9c37766bab2ec4017d3fad122ece58d338c8c4f81a5a99a09,COMPLETE
multicentroid,4,5000,45,0.05,0.8593980343980344,0.8571428571428571,0.7153313073341495,0.814266947299748,240000,90689f0e0df47a01fda04803964c9277d31bb8948c41e82333fb42dfc16feb1d,COMPLETE
multicentroid,4,5000,46,0.05,0.8486196110431117,0.8452380952380952,0.6974212014380017,0.7916810209659425,240000,d61e93c8615b634e91223a8694f00f9e5c12c74e6f88cb769d577cf355ebb10f,COMPLETE
multicentroid,4,10000,42,0.05,0.8457927731183545,0.8452380952380952,0.7167764866258156,0.8112223137146125,480000,bf99f7d52bcb7632122210807a7519982307d6113527b11c91d05e0e63996204,COMPLETE
multicentroid,4,10000,43,0.05,0.8105634261308888,0.8095238095238095,0.7208269513405463,0.8152442613146141,480000,c82f3ac2c13a009cf8e71c6f7f88e72f9da6f10cc80d1a3c017456082c62434f,COMPLETE
multicentroid,4,10000,44,0.05,0.788453692370461,0.7857142857142857,0.7187515813034114,0.8173878816948222,480000,5d6a6a1bbd0b30da205610c283e311f6674aa8a01995efc417077f35c4311fdf,COMPLETE
multicentroid,4,10000,45,0.05,0.8484786687331756,0.8452380952380952,0.7199449829900841,0.8119601056623177,480000,f2ddf9943d258b4eefb90f33402938c8606fd32ad686f47737c183e4f457781f,COMPLETE
multicentroid,4,10000,46,0.05,0.8819264069264069,0.8809523809523809,0.7050284212118795,0.8024146045045017,480000,481e0cbecd1a38cdae083b7f26a1a317291d7dcf609341adddd02b6cbdc69613,COMPLETE
multicentroid,5,1000,42,0.05,0.7560880544576197,0.7601190476190476,0.7158630760952427,0.8097912536413662,48000,81cd45ac8e99873107b07624353f153dea44c49eee8d2df21da341c3ad6f2656,COMPLETE
multicentroid,5,1000,43,0.05,0.7777302620653005,0.7845238095238095,0.7570105504231293,0.8467878507908279,48000,41a609ef620ccdc0af5a815c50e84c778dc7a96070941de508089830020612b9,COMPLETE
multicentroid,5,1000,44,0.05,0.7972430200491506,0.7952380952380953,0.6739064696141194,0.7615258974205829,48000,72c3270e3e88bc16f989f6fae0c78179446631837ee2ff22b00b79a362f82528,COMPLETE
multicentroid,5,1000,45,0.05,0.8297077922077922,0.8303571428571428,0.7243803646404372,0.814433181169481,48000,df4d986138c1e5bf3fadd63712ad2cad99007a9ed8c0ea38f097bcadacc07523,COMPLETE
multicentroid,5,1000,46,0.05,0.742965367965368,0.7476190476190476,0.7024966265807937,0.798911326893088,48000,4eecd0e5cfb0155f66405351cac1a65e7242c049424edb4c3128d510cd75471f,COMPLETE
multicentroid,5,2000,42,0.05,0.8047221924136274,0.8089285714285714,0.7396593729004859,0.8404459833516847,96000,136e65644f94cc0792aa7c9742d2a0919aca6b40b4f6b637625ff69edaabda2d,COMPLETE
multicentroid,5,2000,43,0.05,0.7453542392566783,0.7482142857142857,0.7342013698487462,0.8308998946889634,96000,3ecdda0ce2c01fddb66da0730a3a6f573ff9c17b8cc824f1576b536d02a7de9b,COMPLETE
multicentroid,5,2000,44,0.05,0.8392571101667211,0.843452380952381,0.6819554281227339,0.7691893759452889,96000,59488db29a5f4a992eecfd49f53ecef1c7e94f53c23b7bbc5c1511508f0fdb7d,COMPLETE
multicentroid,5,2000,45,0.05,0.7563676633444074,0.7595238095238095,0.7323344112170354,0.8307083864695584,96000,62ea9c36a14a0724c3134cd0703b77cfcf63d88b5e87605c477f081576d66d42,COMPLETE
multicentroid,5,2000,46,0.05,0.8311743506051952,0.8321428571428571,0.6851506032383172,0.7791356038221046,96000,62d3829bef899f8b6617ae811d25dcccdcd312da7fa587c54d47b932a75beb46,COMPLETE
multicentroid,5,5000,42,0.05,0.8025146530535072,0.8089285714285714,0.7091171314740119,0.8083744558139992,240000,ca4e669ae39ba292e418bfae432e42bb7d69b044dc3228aa3753144780929044,COMPLETE
multicentroid,5,5000,43,0.05,0.7681756590293175,0.7720238095238096,0.7341619392058201,0.8315514205617945,240000,237f36d26b4b639e1dbf631a7582077ce27d286f3af23dab5104cd4dd73d5e5c,COMPLETE
multicentroid,5,5000,44,0.05,0.8293407043407044,0.8321428571428571,0.7088922691558812,0.7964083644365896,240000,9ad074387c0e7ebec1d49736834641d1da168237bb7a44467dd7ba05ce694256,COMPLETE
multicentroid,5,5000,45,0.05,0.8531713134662653,0.8565476190476191,0.7107729306513966,0.8035951892873329,240000,8a93f21719b6182057841e2d8bedcd3cb9588c2979902125ec5af2bb167c82cc,COMPLETE
multicentroid,5,5000,46,0.05,0.7805486832701083,0.7845238095238094,0.7096067075669004,0.8060101623017963,240000,caf581f96f03f6eb551a2c689cfd3867e2777cd1b08e7501f13005244f7513cd,COMPLETE
multicentroid,5,10000,42,0.05,0.827922077922078,0.8321428571428571,0.706223419718461,0.7949336754080295,480000,ee17c691053535ba49c6ba5f005c39de572bdebf5f762383dab3b6c7f26a3190,COMPLETE
multicentroid,5,10000,43,0.05,0.7680999180999182,0.7714285714285714,0.7100301417888546,0.8011451791946985,480000,1d621b30e9ce860170a3662f3ab9ac082cf40cf660cc4198d23e8ce1e5df7ec5,COMPLETE
multicentroid,5,10000,44,0.05,0.8045083461631959,0.8083333333333333,0.7161808617513038,0.8062552227192906,480000,e32631dd2e70a0f85a3c42cb9b2b1d15089f70fa9264c80789be3ee84a98da2f,COMPLETE
multicentroid,5,10000,45,0.05,0.8410753880266075,0.844047619047619,0.712894136749175,0.8095827319467647,480000,2e51ced4742b043e1b01d764094ec5ca7bd47608d7e65e2dd6424bc4d0119d8f,COMPLETE
multicentroid,5,10000,46,0.05,0.753179614658936,0.7607142857142857,0.7120606987922294,0.8078409939778536,480000,1ff08665167d068c4652b4a2e236bff62af99c19e8441f65ce17fb63ea9455c8,COMPLETE
hybrid,1,1000,42,0.05,0.7479814283436952,0.75,0.6560243816845457,0.7603276884358736,48000,16999ede0179091e33b68e9faa0b36e4b949a74a650ee2e2aad29f299cf04cce,COMPLETE
hybrid,1,1000,43,0.05,0.7501808057594254,0.75,0.6245998631231894,0.7227869689834355,48000,4806a2f7a98fba54eecb6b2229985272475ff0100ca32da68ae64f653d7367a8,COMPLETE
hybrid,1,1000,44,0.05,0.71835327980609,0.7142857142857143,0.6298640794017727,0.7451161781143851,48000,735f649d9cac3406af58c985ff0305f7577c848d1c549c04ec36b023d6566f16,COMPLETE
hybrid,1,1000,45,0.05,0.8440321053928243,0.8452380952380951,0.6396657211813905,0.7507319429301057,48000,8fd9ce82f238f5127c26007b05fa9b7258ae7808eadb81ceaf11a548b6fadbb9,COMPLETE
hybrid,1,1000,46,0.05,0.7722431077694235,0.7738095238095238,0.656785242147461,0.7703106173626973,48000,9e1d47408ebe3da39066cfedccca6fdbe28633a1bf415f6e0a0a233af1e167a1,COMPLETE
hybrid,1,2000,42,0.05,0.7307437932437932,0.738095238095238,0.6777421511895616,0.7818907133205241,96000,ebdaa76a6701c5e5a74c315324a5ce2181c929f4e49a5a597dbf8892a2b6ddba,COMPLETE
hybrid,1,2000,43,0.05,0.78339650626236,0.7857142857142857,0.5971423972530636,0.7143939149039151,96000,f69ba14530d0b2fa4e9192c79f47ddd0800dc2de6c34541c706ae5abac79af63,COMPLETE
hybrid,1,2000,44,0.05,0.7750265111346766,0.7738095238095237,0.6399023693845818,0.7518935536562024,96000,927c013208653272ee5cd269ff90c05d90a7b71be075d35f63edf361448c156c,COMPLETE
hybrid,1,2000,45,0.05,0.7417701863354038,0.738095238095238,0.6419167095097852,0.7553898077005757,96000,f5e36d82547c0958a7ca694930f5d10ce8d69a8c7f8e40e662f704e6425565ad,COMPLETE
hybrid,1,2000,46,0.05,0.8017712550607288,0.7976190476190476,0.661236800612935,0.7759443803343313,96000,71f9c4a574e2ab84a718df84154dfba62f57c33447a5ab538785da8e080ac35a,COMPLETE
hybrid,1,5000,42,0.05,0.7970606629143215,0.7976190476190476,0.6426894175093809,0.7447605809115179,240000,d299221b26157a1d053c043f717bf555c936d068f27260ee61affd4de500d15c,COMPLETE
hybrid,1,5000,43,0.05,0.7303728458001488,0.738095238095238,0.641846943731689,0.744998375280909,240000,5b75eac2ea24e24ce23e813c801243a9e986e0ebabd3d43804520ca663798488,COMPLETE
hybrid,1,5000,44,0.05,0.7287170682226379,0.7261904761904762,0.6524988447145783,0.7706259397722931,240000,fa860171386ad4ca407e5bac4fd0eafab1fae1df909503a5399e7611c0fd0b73,COMPLETE
hybrid,1,5000,45,0.05,0.7860080915747159,0.7857142857142857,0.6578634421523554,0.7690918501673023,240000,d564065cb22619f2efe2d91fd173e9ca72da1f149d32ef87972722811a12e068,COMPLETE
hybrid,1,5000,46,0.05,0.7957565532721517,0.7976190476190477,0.6328451074946948,0.7416143523565004,240000,50feb7ec7aafdcffd922b4d8228b1ccee6b3b4d8e4432fa0fa397660e95441bc,COMPLETE
hybrid,1,10000,42,0.05,0.7969792353328939,0.7976190476190476,0.6357071000719905,0.7425268300775455,480000,c11ecc468509dcf9c363b8d894bbdf536206b5427283afd3453c0bb31d54d1f5,COMPLETE
hybrid,1,10000,43,0.05,0.7967034873324988,0.7976190476190476,0.628215006055702,0.7481854426988166,480000,5d968c756c6e0d89adbeb21c7c42551a947eb001368a0b9ed922efcb293c3dd8,COMPLETE
hybrid,1,10000,44,0.05,0.8007796257796258,0.7976190476190476,0.6465266135110527,0.7640576077792357,480000,e68a87844182c9d887edeb7a6d693379c968f2cf0f6a8e2284982c36860af78d,COMPLETE
hybrid,1,10000,45,0.05,0.8322586328400283,0.8333333333333334,0.6418982316673773,0.7584730209701033,480000,b4c8f534db03f1944777fcc5fc1b24ac546ad86a0a5550b04e0ac76d8b7996ae,COMPLETE
hybrid,1,10000,46,0.05,0.788750862663906,0.7857142857142857,0.6337808800953942,0.7437153151065117,480000,90998245f50e7711b46fe1b8f0642b3864198e3a3adf05a7a733acfbbedb3fc9,COMPLETE
hybrid,2,1000,42,0.05,0.772730352303523,0.777435064935065,0.6646240468288794,0.7677542973724455,32000,b6c254336ac6bfa5a5b940b4fd0a275f584a4b857fb095eb3d85b4fc1b12f8af,COMPLETE
hybrid,2,1000,43,0.05,0.7329105291871248,0.726948051948052,0.690209259358945,0.7964745444357181,32000,795fe2c77ca86ddbc1d5c3176bfe931357bf39418011a81805b0d2ba88234d5c,COMPLETE
hybrid,2,1000,44,0.05,0.7887181616832779,0.7865259740259739,0.6367987814777581,0.7488418141536223,32000,bdb6c3253ee9b96008f9ac179063c4c36eb6893670e7d5bb8e27799f5fde8bb8,COMPLETE
hybrid,2,1000,45,0.05,0.7588904997441582,0.7637445887445887,0.655645495677627,0.768144701592261,32000,e86c958f3a997329a78638198ba9c97e570834be9e188f57a4d5e6e2e7198b81,COMPLETE
hybrid,2,1000,46,0.05,0.773587185172551,0.7745670995670996,0.6223333730245431,0.7373647774750509,32000,895840d9ae66cbda253f51846f2ef726d28071cd65ed14624c24ba5bb89e6c56,COMPLETE
hybrid,2,2000,42,0.05,0.808389414037681,0.8126082251082252,0.6509395163118321,0.7588723132687379,64000,d79bf3fc6bc7a6791fb9b09cb86aaa1cb04043d08b6dca6d5ccfff94c615d26b,COMPLETE
hybrid,2,2000,43,0.05,0.7637939958592133,0.7649350649350649,0.658438266261308,0.7614609584341021,64000,b8499882b0e8a9ed30e586b28e9d8c165b1419a6b47bdf63380acd525792b154,COMPLETE
hybrid,2,2000,44,0.05,0.727351249848722,0.72754329004329,0.6396382061916025,0.7432342475225343,64000,f949c0d2bc8b8a9eee6a17e42867fd3ac6b658251368b747c30f34fc1fa04394,COMPLETE
hybrid,2,2000,45,0.05,0.7385746697998542,0.7388528138528139,0.6920529341083327,0.8031619358181606,64000,29296f62eea6fc42e999ec6d245420c1c827b1a752b32499e31bfd5cc349fd7f,COMPLETE
hybrid,2,2000,46,0.05,0.8003663003663004,0.7984307359307359,0.6259006657913601,0.7261101605109568,64000,039300dfaf7e1638e584e3f1babd4026e18003badf5f2da1c8fefbf9d350c815,COMPLETE
hybrid,2,5000,42,0.05,0.7738095238095238,0.7751623376623377,0.6629019153678286,0.7668232778285049,160000,ea611f886b1c88bdd1533e9ce31821cc0f065d3507a0038eb1d601c43346137f,COMPLETE
hybrid,2,5000,43,0.05,0.785327824472748,0.7882034632034632,0.663516876330627,0.7745910088297737,160000,7d424ad6bb4cf974bc85af98fd76243a35805b301fab9e8bbea3a63c62aab3d2,COMPLETE
hybrid,2,5000,44,0.05,0.7976190476190477,0.7995670995670996,0.6650093357186587,0.774632941223065,160000,59eec2d741c0da972923de4635d46f5a05c36d8887218794459a6d7835273005,COMPLETE
hybrid,2,5000,45,0.05,0.7656816760475297,0.7615800865800866,0.6610705320234513,0.7698812582515963,160000,6553bde5bb1a5b223fe19238199ed7a979f3708c7af55ce964cf22f85150bb10,COMPLETE
hybrid,2,5000,46,0.05,0.7644916059550206,0.7632575757575757,0.6420935274204587,0.7479718990685545,160000,21438d3705e4df6ff73dd805544025d22ecf606d81f4ef9c99b597da69c8bcfc,COMPLETE
hybrid,2,10000,42,0.05,0.7707490731378497,0.7774891774891775,0.6457204563552568,0.749753908292166,320000,9de8e54255b54a7dc4e2319f50083c13c77a64735b8950472ee9cb12ddd8e3b1,COMPLETE
hybrid,2,10000,43,0.05,0.7728304027226318,0.7757575757575758,0.6415374165553576,0.7476644964035071,320000,753298dc3b5c9132f301d750eccf520d327e2401922fb91e59f42b77d9e0334e,COMPLETE
hybrid,2,10000,44,0.05,0.7269120836359948,0.7264069264069264,0.6679337299420247,0.7776223052101776,320000,3cb7c49a80d9821486f47e3a54e42500cc6bc937a07ddfe94b179b53c68bab71,COMPLETE
hybrid,2,10000,45,0.05,0.8202468735650812,0.823430735930736,0.6845227699727089,0.7962447981526396,320000,60e37743e4ae3b84ed31194d0d2b172514424c07856a34c4c7ed6d860c4a805a,COMPLETE
hybrid,2,10000,46,0.05,0.796977554493153,0.8001623376623377,0.6513071869444452,0.7615718791302379,320000,697e915748dbeee7d70be08eaaa73f4cdf58f70d2fafe17767fe397c02c60e6b,COMPLETE
hybrid,3,1000,42,0.05,0.8231972428419936,0.8214285714285714,0.6440543786665243,0.7418719478780196,32000,2f3a9638966382a22b81206e2e56fb66af38b39425083075ee2a7147de0c2ec5,COMPLETE
hybrid,3,1000,43,0.05,0.8593931475029035,0.8571428571428571,0.6662396507062776,0.7671267910456164,32000,634b757f0a3d2dc29cb939ac141f8fe073e41a39ec719262d605ae3322618f74,COMPLETE
hybrid,3,1000,44,0.05,0.8566138555148766,0.8571428571428572,0.6086166664208966,0.7057753653184279,32000,e7e175c41f064d83affe9123b6b7ed71d71d45853d3fd8a1ff69f8a23f459bad,COMPLETE
hybrid,3,1000,45,0.05,0.8700929152148664,0.8690476190476191,0.6544450834299236,0.7559581157963469,32000,1ab054be23d3fb1849737bd80294525c31f5f88a84ff5e5ff6172c69aaf01ff9,COMPLETE
hybrid,3,1000,46,0.05,0.9052740863787376,0.9047619047619048,0.658884176767232,0.760099176411922,32000,17b5504809a9e5af067dc2b0531f0302e99d8595284cc301cc874b4f4c24dfc7,COMPLETE
hybrid,3,2000,42,0.05,0.8223191214470285,0.8214285714285714,0.6527067909458669,0.7543779025268653,64000,54b331927167ad9aa9ad77b4507ce180614f6f7fae268d2b3dcb4342136fc66e,COMPLETE
hybrid,3,2000,43,0.05,0.8829134366925064,0.8809523809523809,0.6460785620029048,0.7466408649176414,64000,36232d1ffc51d76b9266b5a7447bb86d23e08c1503ebfc10e16e468f680945f4,COMPLETE
hybrid,3,2000,44,0.05,0.8365633074935401,0.8333333333333334,0.6446272707290955,0.7388119254823898,64000,4f431caf22355dab5c43cf202bf6d2ded903afb08e7f3113c64f6b092e5b7486,COMPLETE
hybrid,3,2000,45,0.05,0.9057146753955264,0.9047619047619048,0.6386997482698358,0.7405748594137995,64000,330788ac740065e05717510c7e49ff41d01f8272c9058e65faa1c0b7102a309b,COMPLETE
hybrid,3,2000,46,0.05,0.8926115723923197,0.8928571428571429,0.6431721265416276,0.7414471077862422,64000,dde63396813de75fbaf1dedaa421c36f12f9ff60fc58cde68f3f457a5f814e00,COMPLETE
hybrid,3,5000,42,0.05,0.8806282581098237,0.8809523809523809,0.650255291123069,0.7501248169841387,160000,0f41e865a76b43a5a3ced923e32eca4d77dd1f0c3d76ec1ef2dd6a985e5090c0,COMPLETE
hybrid,3,5000,43,0.05,0.9291734860883798,0.9285714285714286,0.6469783578594012,0.7429973183275375,160000,f0b07f0faa8a224818ae5932ac6d7cd1b6992e5a95f03255c8f8167bd7d478c3,COMPLETE
hybrid,3,5000,44,0.05,0.8473580477431568,0.8452380952380951,0.6571231965272896,0.7567418203796301,160000,7605e915585cfe69dcf6ebe8eb24156705dde7d173721bbaa7bf4e4b8191cb6b,COMPLETE
hybrid,3,5000,45,0.05,0.9070175438596492,0.9047619047619048,0.6432529421698261,0.7473432411992622,160000,6163e93551622acd324cda51a27268bed602402ec28aa258e9ad3a2226c20db3,COMPLETE
hybrid,3,5000,46,0.05,0.8824628606984521,0.8809523809523809,0.6578586668100064,0.7549336412190429,160000,aa8a380b843c302f54933b227bd0ba3b1b68672e5e5cc0575e925a5b315b18d7,COMPLETE
hybrid,3,10000,42,0.05,0.858977404709112,0.8571428571428572,0.662195521577526,0.7617575932932279,320000,e2fb895f5c737edc39e0b3e208f4bc282e89a9fb8a42d057495c7d5e51de6994,COMPLETE
hybrid,3,10000,43,0.05,0.8942992644212157,0.8928571428571428,0.6388624412512778,0.7399202318569503,320000,621f06b5b77997254b364414288653893062127ddb47884500e2214d48171cc4,COMPLETE
hybrid,3,10000,44,0.05,0.8932359307359308,0.8928571428571428,0.6459408053283336,0.7428693387727847,320000,afed4750b831bf36036cad538d169d667027d3c89c10b605dd464c62f3278543,COMPLETE
hybrid,3,10000,45,0.05,0.9406504065040651,0.9404761904761905,0.6510137561842168,0.7499814455449147,320000,d37430c5ecf4ea4f99e01f452c0618502d2c4813194d9a1eedb92a80e52dbe86,COMPLETE
hybrid,3,10000,46,0.05,0.8362101313320826,0.8333333333333333,0.6491316268586663,0.747463788827632,320000,00d46b75b5d9205392afe70239a991162a3f5bdb7a88835e5ea8bb7619fa9b60,COMPLETE
hybrid,4,1000,42,0.05,0.8541246060747181,0.8571428571428571,0.23435029920170394,0.3199463998443708,32000,076ff33f418459fff0ae6c8b1ea1ac7008bda31c22136f10f8e7702670d58db3,COMPLETE
