candidate_id,variant,dimension,epochs,learning_rate,margin_threshold,levels,feature_k,seed,canonical_config_json,inner_fold_1_macro_f1,inner_fold_2_macro_f1,inner_fold_3_macro_f1,mean_macro_f1,std_macro_f1_sample,mean_balanced_accuracy,mean_accuracy,mean_severe_error_rate,training_seconds,inference_seconds,model_bytes,status
candidate_001,onlinehd,2000,1,0.05,0.0,51,50,42,"{""dimension"":2000,""epochs"":1,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""onlinehd""}",0.7267809757093284,0.7108189429618,0.6336997885835095,0.690433235751546,0.049776597342873714,0.7024214147406583,0.7037037037037036,0.075,0.04618770000524819,0.0013596999633591622,32000,COMPLETE
candidate_002,onlinehd,2000,1,0.05,0.1,51,50,42,"{""dimension"":2000,""epochs"":1,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""onlinehd""}",0.6269822537747382,0.3843734099548053,0.8070802005012531,0.6061452880769321,0.21212235159958573,0.6471326164874552,0.6444444444444444,0.07469135802469136,0.04799540000385605,0.0012427000037860125,32000,COMPLETE
candidate_003,onlinehd,2000,1,0.1,0.0,51,50,42,"{""dimension"":2000,""epochs"":1,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""onlinehd""}",0.18670371374356196,0.7928699169326938,0.647084553310005,0.5422193946620869,0.31639673290960474,0.5904320987654321,0.5932098765432099,0.06018518518518518,0.04575039999326691,0.0012399999832268804,32000,COMPLETE
candidate_004,onlinehd,2000,1,0.1,0.1,51,50,42,"{""dimension"":2000,""epochs"":1,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""onlinehd""}",0.8217933006535947,0.6055367504835589,0.6972826086956521,0.7082042199442685,0.10854116761423165,0.7348305387330228,0.7345679012345679,0.08518518518518518,0.04779459998826496,0.0012448000197764486,32000,COMPLETE
candidate_005,onlinehd,2000,3,0.05,0.0,51,50,42,"{""dimension"":2000,""epochs"":3,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""onlinehd""}",0.8490716180371353,0.24313513513513513,0.6954748689485044,0.5958938740402583,0.31500323210738423,0.63307824880869,0.6320987654320988,0.0919753086419753,0.13391060000867583,0.001247400010470301,32000,COMPLETE
candidate_006,onlinehd,2000,3,0.05,0.1,51,50,42,"{""dimension"":2000,""epochs"":3,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""onlinehd""}",0.7865937286620142,0.6846877048159439,0.7319326802644512,0.7344047045808031,0.050997966647646234,0.7495196995289689,0.7484567901234568,0.062037037037037036,0.1409333999908995,0.0012346000294201076,32000,COMPLETE
candidate_007,onlinehd,2000,3,0.1,0.0,51,50,42,"{""dimension"":2000,""epochs"":3,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""onlinehd""}",0.5078894335901211,0.790530679933665,0.6636200211800973,0.6540133782346278,0.14156530021572827,0.6737379667394499,0.6762345679012345,0.03981481481481481,0.1346870000124909,0.0012455999967642128,32000,COMPLETE
candidate_008,onlinehd,2000,3,0.1,0.1,51,50,42,"{""dimension"":2000,""epochs"":3,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""onlinehd""}",0.7233947926463511,0.6769477595860387,0.7745971414739377,0.724979897902109,0.04884398493956094,0.748536439665472,0.7462962962962963,0.04598765432098765,0.1402343999943696,0.001545800012536347,32000,COMPLETE
candidate_009,onlinehd,2000,5,0.05,0.0,51,50,42,"{""dimension"":2000,""epochs"":5,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""onlinehd""}",0.6160497150805402,0.8881755227343463,0.20063330564784054,0.5682861811542423,0.34625076382428877,0.6316606929510156,0.6342592592592593,0.09043209876543208,0.22474430000875145,0.001589999970747158,32000,COMPLETE
candidate_010,onlinehd,2000,5,0.05,0.1,51,50,42,"{""dimension"":2000,""epochs"":5,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""onlinehd""}",0.7238000281990855,0.5990960717008196,0.5121379381942762,0.6116780126980604,0.10639050246964968,0.6746814018319395,0.6725308641975308,0.06728395061728394,0.23712649999652058,0.0013336999982129782,32000,COMPLETE
candidate_011,onlinehd,2000,5,0.1,0.0,51,50,42,"{""dimension"":2000,""epochs"":5,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""onlinehd""}",0.5773631840796021,0.8114053043851748,0.5920048701298701,0.6602577861982156,0.13110215075717296,0.6954661558109834,0.6981481481481482,0.04907407407407407,0.22277210000902414,0.0012797999661415815,32000,COMPLETE
candidate_012,onlinehd,2000,5,0.1,0.1,51,50,42,"{""dimension"":2000,""epochs"":5,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""onlinehd""}",0.44572829131652664,0.849721706864564,0.7334570191713049,0.6763023391174653,0.20797274590817158,0.7030864197530864,0.7058641975308643,0.03888888888888889,0.23416819999692962,0.0012450000212993473,32000,COMPLETE
candidate_013,onlinehd,5000,1,0.05,0.0,51,50,42,"{""dimension"":5000,""epochs"":1,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""onlinehd""}",0.4841082856391439,0.7270358593888006,0.7205650658991062,0.6439030703090168,0.13842415864965507,0.6714604018182068,0.6737654320987655,0.043209876543209874,0.05493610000121407,0.005569600005401298,80000,COMPLETE
candidate_014,onlinehd,5000,1,0.05,0.1,51,50,42,"{""dimension"":5000,""epochs"":1,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""onlinehd""}",0.6231043150397989,0.6196683819325329,0.746766453885098,0.6631797169524766,0.07240862070473267,0.7293209876543211,0.7265432098765432,0.051543209876543206,0.05707539999275468,0.005640199990011752,80000,COMPLETE
candidate_015,onlinehd,5000,1,0.1,0.0,51,50,42,"{""dimension"":5000,""epochs"":1,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""onlinehd""}",0.8552143155542357,0.7544575522516699,0.7328341013824885,0.780835323062798,0.06531515367741225,0.7961706422774277,0.7953703703703704,0.0419753086419753,0.054900099989026785,0.005920999945374206,80000,COMPLETE
candidate_016,onlinehd,5000,1,0.1,0.1,51,50,42,"{""dimension"":5000,""epochs"":1,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""onlinehd""}",0.7074314574314574,0.5571895737446841,0.7254785083738966,0.663366513183346,0.0923936191701067,0.6878235762644365,0.6854938271604937,0.0787037037037037,0.05797520000487566,0.006401899998309091,80000,COMPLETE
candidate_017,onlinehd,5000,3,0.05,0.0,51,50,42,"{""dimension"":5000,""epochs"":3,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""onlinehd""}",0.7482783882783883,0.7531415343915344,0.6879103395496838,0.7297767540732022,0.03633882285271158,0.750826363998407,0.7487654320987654,0.06419753086419754,0.15784199998597614,0.006461499986471608,80000,COMPLETE
candidate_018,onlinehd,5000,3,0.05,0.1,51,50,42,"{""dimension"":5000,""epochs"":3,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""onlinehd""}",0.8828869047619048,0.7732589285714285,0.7870460397942094,0.8143972910425142,0.05971299271968229,0.8158269133055933,0.8160493827160494,0.03950617283950617,0.1644017999933567,0.005499499995494261,80000,COMPLETE
candidate_019,onlinehd,5000,3,0.1,0.0,51,50,42,"{""dimension"":5000,""epochs"":3,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""onlinehd""}",0.589767033732551,0.6335142469470828,0.4377161561264822,0.5536658122687054,0.10277011596585005,0.6415176670923797,0.6395061728395062,0.0404320987654321,0.1579438000335358,0.0054746999812778085,80000,COMPLETE
candidate_020,onlinehd,5000,3,0.1,0.1,51,50,42,"{""dimension"":5000,""epochs"":3,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""onlinehd""}",0.5670048701298701,0.6301767676767677,0.7443659281894576,0.6471825219986984,0.08989512216492888,0.6997596781059888,0.7021604938271605,0.03672839506172839,0.16930009998031892,0.005751200020313263,80000,COMPLETE
candidate_021,onlinehd,5000,5,0.05,0.0,51,50,42,"{""dimension"":5000,""epochs"":5,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""onlinehd""}",0.5727064943253468,0.5817694043046155,0.6090736294517807,0.5878498426939144,0.018930687456630273,0.660727969348659,0.6583333333333333,0.06635802469135803,0.26287710000178777,0.006198699993547052,80000,COMPLETE
candidate_022,onlinehd,5000,5,0.05,0.1,51,50,42,"{""dimension"":5000,""epochs"":5,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""onlinehd""}",0.6089648277276456,0.6408087671331764,0.7561261771293512,0.6686332573300576,0.07742588314297728,0.7151234567901233,0.7123456790123456,0.05709876543209876,0.2750810999714304,0.006005300034303218,80000,COMPLETE
