candidate_id,variant,dimension,epochs,learning_rate,margin_threshold,levels,feature_k,seed,canonical_config_json,inner_fold_1_macro_f1,inner_fold_2_macro_f1,inner_fold_3_macro_f1,mean_macro_f1,std_macro_f1_sample,mean_balanced_accuracy,mean_accuracy,mean_severe_error_rate,training_seconds,inference_seconds,model_bytes,status
candidate_001,onlinehd,2000,1,0.05,0.0,51,50,42,"{""dimension"":2000,""epochs"":1,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""onlinehd""}",0.8591409429766284,0.6837606837606838,0.8392250972038207,0.7940422413137109,0.09602435462138131,0.7987843145332949,0.7980599647266313,0.029152401701421308,0.047907200030749664,0.018781099963234738,32000,COMPLETE
candidate_002,onlinehd,2000,1,0.05,0.1,51,50,42,"{""dimension"":2000,""epochs"":1,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""onlinehd""}",0.8119478095877628,0.575595238095238,0.37162276975361086,0.5863886058122039,0.2203608580629557,0.6557138246886115,0.6544247328561054,0.03057889822595705,0.0489823000098113,0.0018761999672278762,32000,COMPLETE
candidate_003,onlinehd,2000,1,0.1,0.0,51,50,42,"{""dimension"":2000,""epochs"":1,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""onlinehd""}",0.5977069953594745,0.6138722061342687,0.6847231622147023,0.6321007879028152,0.04628351994515597,0.662922108240981,0.6598454196493412,0.09116609606805685,0.047357299976283684,0.0019318000122439116,32000,COMPLETE
candidate_004,onlinehd,2000,1,0.1,0.1,51,50,42,"{""dimension"":2000,""epochs"":1,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""onlinehd""}",0.6516380668272272,0.6598665660409002,0.7075048017626805,0.6730031448769359,0.030161238298909168,0.7130453590409096,0.7103174603174603,0.04206867932358128,0.0495770999987144,0.0012344999704509974,32000,COMPLETE
candidate_005,onlinehd,2000,3,0.05,0.0,51,50,42,"{""dimension"":2000,""epochs"":3,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""onlinehd""}",0.6905984917711996,0.5225377107364685,0.655889724310777,0.6230086422728149,0.08872418327317162,0.653414287479916,0.6519607843137255,0.08693847909534184,0.13848920000600629,0.0013287000183481723,32000,COMPLETE
candidate_006,onlinehd,2000,3,0.05,0.1,51,50,42,"{""dimension"":2000,""epochs"":3,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""onlinehd""}",0.6381974455008164,0.6241137572823429,0.8104889737153289,0.6909333921661626,0.1037773596606133,0.7389039948365125,0.7411816578483245,0.02440605871978421,0.14359110002988018,0.0013944999955128878,32000,COMPLETE
candidate_007,onlinehd,2000,3,0.1,0.0,51,50,42,"{""dimension"":2000,""epochs"":3,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""onlinehd""}",0.7954087981261895,0.4818045672205582,0.753043064366489,0.6767521432377456,0.17015326002014255,0.7177385023139565,0.716438427222741,0.06395891690009337,0.14160489998175763,0.001372400001855567,32000,COMPLETE
candidate_008,onlinehd,2000,3,0.1,0.1,51,50,42,"{""dimension"":2000,""epochs"":3,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""onlinehd""}",0.6895854290642128,0.37342995169082127,0.7353065611245693,0.5994406472932011,0.1970614913528867,0.6531056455046073,0.6516754850088183,0.06281771968046478,0.14513900002930313,0.0011702000338118523,32000,COMPLETE
candidate_009,onlinehd,2000,5,0.05,0.0,51,50,42,"{""dimension"":2000,""epochs"":5,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""onlinehd""}",0.7152179796924966,0.5831367634773207,0.5492535754980556,0.6158694395559576,0.08769046086864675,0.6682699570167127,0.666251685859529,0.09956945741259467,0.2353886000055354,0.001997599989408627,32000,COMPLETE
candidate_010,onlinehd,2000,5,0.05,0.1,51,50,42,"{""dimension"":2000,""epochs"":5,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""onlinehd""}",0.6312788660614748,0.5472032262286499,0.6145527524837869,0.5976782815913039,0.04450549549494606,0.6764615004325795,0.6741363211951447,0.038982259570494865,0.2503059000009671,0.0015761000104248524,32000,COMPLETE
candidate_011,onlinehd,2000,5,0.1,0.0,51,50,42,"{""dimension"":2000,""epochs"":5,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""onlinehd""}",0.677985313823851,0.5321077571077572,0.49637862137862143,0.5688238974367432,0.09620968717191317,0.6376491712327826,0.6387592073866584,0.06310301898537192,0.2404685000074096,0.001257600000826642,32000,COMPLETE
candidate_012,onlinehd,2000,5,0.1,0.1,51,50,42,"{""dimension"":2000,""epochs"":5,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""onlinehd""}",0.556787142345066,0.5831367634773207,0.8085395144425052,0.649487806754964,0.1383714563130548,0.7034087944080528,0.7011100736590933,0.02749247847287063,0.24201539999921806,0.001217699988046661,32000,COMPLETE
candidate_013,onlinehd,5000,1,0.05,0.0,51,50,42,"{""dimension"":5000,""epochs"":1,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""onlinehd""}",0.7217467050446902,0.6037299615399733,0.8559332800581879,0.7271366488809505,0.12618802276293317,0.7598703635040306,0.761930698205208,0.02749247847287063,0.055390499997884035,0.00614709997898899,80000,COMPLETE
candidate_014,onlinehd,5000,1,0.05,0.1,51,50,42,"{""dimension"":5000,""epochs"":1,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""onlinehd""}",0.7006064749568964,0.5047831099256312,0.770267903718608,0.6585524962003785,0.13764790874097974,0.7019726994328402,0.700772901753294,0.02131963896669779,0.060171699995407835,0.007814700045855716,80000,COMPLETE
candidate_015,onlinehd,5000,1,0.1,0.0,51,50,42,"{""dimension"":5000,""epochs"":1,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""onlinehd""}",0.8139306095572558,0.5625162570754367,0.5770542127380562,0.6511670264569163,0.14114469889605466,0.6728449992447025,0.6729432513746239,0.08304803402842618,0.06154309998964891,0.00784800000838004,80000,COMPLETE
candidate_016,onlinehd,5000,1,0.1,0.1,51,50,42,"{""dimension"":5000,""epochs"":1,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""onlinehd""}",0.5807796754848558,0.701359523333111,0.7485429414129738,0.676894046743647,0.08651617194073793,0.7147207459591591,0.7123145554518103,0.05132793858284054,0.061903800000436604,0.0057628999929875135,80000,COMPLETE
candidate_017,onlinehd,5000,3,0.05,0.0,51,50,42,"{""dimension"":5000,""epochs"":3,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""onlinehd""}",0.5962124869768506,0.6643989375039178,0.6711517990206515,0.6439210745004732,0.04145458089633063,0.6756200304865488,0.6777933395580454,0.023835460109969914,0.17057590003241785,0.007569699955638498,80000,COMPLETE
candidate_018,onlinehd,5000,3,0.05,0.1,51,50,42,"{""dimension"":5000,""epochs"":3,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""onlinehd""}",0.6649764004746471,0.3505494505494505,0.6423558897243108,0.5526272469161362,0.17536960601815602,0.6482988643073923,0.6452173461977383,0.035895839817408445,0.17630610000924207,0.006598599953576922,80000,COMPLETE
candidate_019,onlinehd,5000,3,0.1,0.0,51,50,42,"{""dimension"":5000,""epochs"":3,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""onlinehd""}",0.5398657388821981,0.5711089072088267,0.6427289420561988,0.5845678627157412,0.052735825150525176,0.6525542784163474,0.6497821350762528,0.0843707853511775,0.17594819999067113,0.005871699977433309,80000,COMPLETE
