candidate_id,variant,dimension,centroids_per_class,epochs,learning_rate,margin_threshold,levels,feature_k,seed,canonical_config_json,inner_fold_1_macro_f1,inner_fold_2_macro_f1,inner_fold_3_macro_f1,mean_macro_f1,std_macro_f1_sample,mean_balanced_accuracy,mean_accuracy,mean_severe_error_rate,training_seconds,inference_seconds,model_bytes,status
candidate_001,hybrid,2000,2,1,0.05,0.0,51,50,42,"{""centroids_per_class"":2,""dimension"":2000,""epochs"":1,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""hybrid""}",0.8192381758833089,0.8090909090909091,0.828941110342442,0.8190900651055534,0.00992592942919983,0.8199983392512129,0.8208061002178649,0.02692187986305633,0.3989657000056468,0.001776200020685792,64000,COMPLETE
candidate_002,hybrid,2000,2,1,0.05,0.1,51,50,42,"{""centroids_per_class"":2,""dimension"":2000,""epochs"":1,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""hybrid""}",0.7058165160294481,0.634814276203362,0.8022659305268001,0.7142989075865366,0.08404747086504079,0.7196163085530901,0.7226631393298059,0.04149808071376699,0.24226309996447526,0.002581400010967627,64000,COMPLETE
candidate_003,hybrid,2000,2,1,0.1,0.0,51,50,42,"{""centroids_per_class"":2,""dimension"":2000,""epochs"":1,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""hybrid""}",0.8109581646423751,0.7843241167434716,0.742937256251557,0.7794065125458012,0.03427605750172743,0.7806643229057023,0.7809679427326487,0.03589583981740844,0.23782629999914207,0.0019221999973524362,64000,COMPLETE
candidate_004,hybrid,2000,2,1,0.1,0.1,51,50,42,"{""centroids_per_class"":2,""dimension"":2000,""epochs"":1,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""hybrid""}",0.6639892568009877,0.6185089074634494,0.5666860240030971,0.6163947294225114,0.04868605642092728,0.6237964834229203,0.6258948023653906,0.04738562091503268,0.24151359996176325,0.0014620000147260725,64000,COMPLETE
candidate_005,hybrid,2000,2,3,0.05,0.0,51,50,42,"{""centroids_per_class"":2,""dimension"":2000,""epochs"":3,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""hybrid""}",0.8444995864350704,0.8337927795474964,0.7836143931256714,0.8206355863694128,0.03250516097983181,0.8220630476377603,0.8230366220562298,0.032809420064322026,0.376533600006951,0.0015398999967146665,64000,COMPLETE
candidate_006,hybrid,2000,2,3,0.05,0.1,51,50,42,"{""centroids_per_class"":2,""dimension"":2000,""epochs"":3,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""hybrid""}",0.7848908338038774,0.8695637781903487,0.8192724683176376,0.8245756934372879,0.042584856760013695,0.8271642363596386,0.8281201369436664,0.03841166096068057,0.39487660001032054,0.0014546999882441014,64000,COMPLETE
candidate_007,hybrid,2000,2,3,0.1,0.0,51,50,42,"{""centroids_per_class"":2,""dimension"":2000,""epochs"":3,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""hybrid""}",0.8073733682685325,0.6338784183296379,0.7892543859649124,0.7435020575210277,0.095368134521457,0.7543323906829654,0.7562765847079573,0.02635128125324204,0.37935039997682907,0.0014725000073667616,64000,COMPLETE
candidate_008,hybrid,2000,2,3,0.1,0.1,51,50,42,"{""centroids_per_class"":2,""dimension"":2000,""epochs"":3,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""hybrid""}",0.721752061148346,0.8019973819626252,0.820302033857021,0.7813504923226641,0.052418935691920514,0.791349779424492,0.7925095964311651,0.04121278140885984,0.3944540000229608,0.0014635999978054315,64000,COMPLETE
candidate_009,hybrid,2000,3,1,0.05,0.0,51,50,42,"{""centroids_per_class"":3,""dimension"":2000,""epochs"":1,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""hybrid""}",0.8141710607940447,0.8425282124640572,0.7212373561213813,0.7926455431264944,0.06344587371316535,0.7957487754901548,0.7964000414980807,0.03646643842722274,0.5007030000560917,0.0016745000029914081,96000,COMPLETE
candidate_010,hybrid,2000,3,1,0.05,0.1,51,50,42,"{""centroids_per_class"":3,""dimension"":2000,""epochs"":1,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""hybrid""}",0.7848377032803262,0.7269146525006764,0.739124597207304,0.7502923176627689,0.03053372623893174,0.7466679180759641,0.7481585226683265,0.03057889822595705,0.2922394000343047,0.001648600009502843,96000,COMPLETE
