candidate_id,variant,dimension,epochs,learning_rate,margin_threshold,levels,feature_k,seed,canonical_config_json,inner_fold_1_macro_f1,inner_fold_2_macro_f1,inner_fold_3_macro_f1,mean_macro_f1,std_macro_f1_sample,mean_balanced_accuracy,mean_accuracy,mean_severe_error_rate,training_seconds,inference_seconds,model_bytes,status
candidate_001,onlinehd,2000,1,0.05,0.0,51,50,42,"{""dimension"":2000,""epochs"":1,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""onlinehd""}",0.6310475254522099,0.5798595406804361,0.5543000383063904,0.5884023681463454,0.03908041864711345,0.6507648800752249,0.652816682228447,0.03646643842722274,0.04605230002198368,0.0012777000083588064,32000,COMPLETE
candidate_002,onlinehd,2000,1,0.05,0.1,51,50,42,"{""dimension"":2000,""epochs"":1,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""onlinehd""}",0.8081420828047515,0.7896015377909333,0.7262544123644992,0.7746660109867282,0.042938329185265196,0.7821889955510645,0.784054362485735,0.032524120759414875,0.0480686999799218,0.001143200002843514,32000,COMPLETE
candidate_003,onlinehd,2000,1,0.1,0.0,51,50,42,"{""dimension"":2000,""epochs"":1,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""onlinehd""}",0.7416819291819292,0.42407407407407405,0.23533147066294133,0.4670291579729815,0.2558936324631173,0.5358466778007007,0.5385672787633572,0.08584915447660546,0.04585540000698529,0.001158400031272322,32000,COMPLETE
candidate_004,onlinehd,2000,1,0.1,0.1,51,50,42,"{""dimension"":2000,""epochs"":1,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""onlinehd""}",0.3691636851520572,0.8182107857457426,0.6328029210241616,0.6067257973073205,0.2256564577491777,0.640917633877404,0.6400560224089635,0.14628073451602863,0.04903360002208501,0.001144199981354177,32000,COMPLETE
candidate_005,onlinehd,2000,3,0.05,0.0,51,50,42,"{""dimension"":2000,""epochs"":3,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""onlinehd""}",0.30883506449734965,0.44140158303464755,0.4578449446034192,0.4026938640451388,0.08169884775401907,0.4892136120584396,0.493049071480444,0.1644620811287478,0.1347832000174094,0.0011556999816093594,32000,COMPLETE
candidate_006,onlinehd,2000,3,0.05,0.1,51,50,42,"{""dimension"":2000,""epochs"":3,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""onlinehd""}",0.5024438407144337,0.5944303194025108,0.5887730128579778,0.5618823909916407,0.05155295552756172,0.6340376896411379,0.6321195144724556,0.09248884739080816,0.13977340003475547,0.0011434000043664128,32000,COMPLETE
candidate_007,onlinehd,2000,3,0.1,0.0,51,50,42,"{""dimension"":2000,""epochs"":3,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""onlinehd""}",0.7360641891891893,0.822792428922151,0.5699353552246487,0.7095973244453297,0.12848947866165286,0.7489508044105745,0.7490144205830479,0.044299201161946265,0.13438299999688752,0.0011685999925248325,32000,COMPLETE
candidate_008,onlinehd,2000,3,0.1,0.1,51,50,42,"{""dimension"":2000,""epochs"":3,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""onlinehd""}",0.631866551624964,0.3553346924906558,0.731547619047619,0.5729162877210796,0.19491124066582705,0.6429369640576537,0.6455026455026455,0.041783380018674134,0.13976939997519366,0.001149399991845712,32000,COMPLETE
candidate_009,onlinehd,2000,5,0.05,0.0,51,50,42,"{""dimension"":2000,""epochs"":5,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""onlinehd""}",0.23917748917748918,0.6223484848484848,0.5987579242223204,0.48676129941609814,0.21473806359577902,0.5541529830322934,0.553688141923436,0.19869799771760557,0.22351529999286868,0.0012186999956611544,32000,COMPLETE
candidate_010,onlinehd,2000,5,0.05,0.1,51,50,42,"{""dimension"":2000,""epochs"":5,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""onlinehd""}",0.7244248053674283,0.42212962962962963,0.6413785097235455,0.5959776482402012,0.15617785369942502,0.6565240527884205,0.6595082477435419,0.035610540512501294,0.2342886999831535,0.0011913000198546797,32000,COMPLETE
candidate_011,onlinehd,2000,5,0.1,0.0,51,50,42,"{""dimension"":2000,""epochs"":5,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""onlinehd""}",0.6112276019824627,0.44247685185185187,0.5531497418244407,0.5356180652195851,0.08573052945622052,0.6010666802333469,0.6028633675692499,0.050472040668119104,0.22446349999518134,0.0011485999857541174,32000,COMPLETE
candidate_012,onlinehd,2000,5,0.1,0.1,51,50,42,"{""dimension"":2000,""epochs"":5,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""onlinehd""}",0.6764073183384579,0.5797261151295962,0.662914766970618,0.6396827334795573,0.05236037909121388,0.6817115887518185,0.6794532627865961,0.06704533665317979,0.23293480000575073,0.001138899999205023,32000,COMPLETE
candidate_013,onlinehd,5000,1,0.05,0.0,51,50,42,"{""dimension"":5000,""epochs"":1,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""onlinehd""}",0.568351781569091,0.575113869032652,0.5280631931735498,0.557176281258431,0.025438364336072206,0.6185537217146413,0.620292561469032,0.07796451914098973,0.0546193000045605,0.005401600006734952,80000,COMPLETE
