candidate_id,variant,dimension,centroids_per_class,epochs,learning_rate,margin_threshold,levels,feature_k,seed,canonical_config_json,inner_fold_1_macro_f1,inner_fold_2_macro_f1,inner_fold_3_macro_f1,mean_macro_f1,std_macro_f1_sample,mean_balanced_accuracy,mean_accuracy,mean_severe_error_rate,training_seconds,inference_seconds,model_bytes,status
candidate_001,hybrid,2000,2,1,0.05,0.0,51,50,42,"{""centroids_per_class"":2,""dimension"":2000,""epochs"":1,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""hybrid""}",0.9256912442396313,0.8510293951331688,0.773109243697479,0.8499432943567596,0.07629679831771272,0.8518058473749983,0.8515432098765432,0.03672839506172839,0.4093282999820076,0.0016121999942697585,64000,COMPLETE
candidate_002,hybrid,2000,2,1,0.05,0.1,51,50,42,"{""centroids_per_class"":2,""dimension"":2000,""epochs"":1,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""hybrid""}",0.839885265700483,0.8346192420660505,0.7716403162055335,0.8153816079906889,0.037972466426414615,0.8163473818646233,0.8175925925925926,0.024382716049382715,0.24770099998568185,0.0014554999652318656,64000,COMPLETE
candidate_003,hybrid,2000,2,1,0.1,0.0,51,50,42,"{""centroids_per_class"":2,""dimension"":2000,""epochs"":1,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""hybrid""}",0.9086582375847314,0.8343447293447294,0.7746177551262297,0.8392069073518967,0.06715238875614937,0.8401670580480368,0.8398148148148148,0.03024691358024691,0.24203269998542964,0.0014569999766536057,64000,COMPLETE
candidate_004,hybrid,2000,2,1,0.1,0.1,51,50,42,"{""centroids_per_class"":2,""dimension"":2000,""epochs"":1,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""hybrid""}",0.7107439140486876,0.7297867063492064,0.453140681475243,0.6312237672910457,0.15451810921348047,0.6546066273912028,0.6558641975308642,0.018518518518518517,0.24775640000007115,0.0014445999986492097,64000,COMPLETE
candidate_005,hybrid,2000,2,3,0.05,0.0,51,50,42,"{""centroids_per_class"":2,""dimension"":2000,""epochs"":3,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""hybrid""}",0.9255587632706277,0.8427197802197803,0.8018768320100174,0.8567184585001417,0.06301807102162349,0.8576079045304109,0.8577160493827161,0.03024691358024691,0.383100100007141,0.0014513999631162733,64000,COMPLETE
candidate_006,hybrid,2000,2,3,0.05,0.1,51,50,42,"{""centroids_per_class"":2,""dimension"":2000,""epochs"":3,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""hybrid""}",0.8746529807130333,0.8694423997055576,0.7925672784837204,0.8455542196341038,0.045961935206913426,0.8475559263379063,0.8472222222222222,0.02716049382716049,0.40249899998889305,0.0014550000196322799,64000,COMPLETE
candidate_007,hybrid,2000,2,3,0.1,0.0,51,50,42,"{""centroids_per_class"":2,""dimension"":2000,""epochs"":3,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""hybrid""}",0.7596238785344538,0.888764537349443,0.8407141591352117,0.8297008583397029,0.06527095093226108,0.8336739037888462,0.8354938271604938,0.023765432098765433,0.3842417999985628,0.001474100019549951,64000,COMPLETE
candidate_008,hybrid,2000,2,3,0.1,0.1,51,50,42,"{""centroids_per_class"":2,""dimension"":2000,""epochs"":3,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""hybrid""}",0.823172889968532,0.8310728744939271,0.7882407066617593,0.8141621570414062,0.022793499757907752,0.8223255606366471,0.8209876543209876,0.03333333333333333,0.4069108000257984,0.001612200023373589,64000,COMPLETE
candidate_009,hybrid,2000,3,1,0.05,0.0,51,50,42,"{""centroids_per_class"":3,""dimension"":2000,""epochs"":1,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""hybrid""}",0.8747474747474748,0.844683618268524,0.7641892504305265,0.8278734478155085,0.0571639450530117,0.8283854488526345,0.8287037037037037,0.027469135802469135,0.5008137999975588,0.0016988999850582331,96000,COMPLETE
candidate_010,hybrid,2000,3,1,0.05,0.1,51,50,42,"{""centroids_per_class"":3,""dimension"":2000,""epochs"":1,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""hybrid""}",0.8494922153617122,0.8465366600612503,0.7725085212281978,0.8228457988837201,0.043618401714303784,0.8225947211579395,0.8234567901234567,0.02685185185185185,0.29312310001114383,0.0016599000082351267,96000,COMPLETE
