candidate_id,variant,dimension,centroids_per_class,epochs,learning_rate,margin_threshold,levels,feature_k,seed,canonical_config_json,inner_fold_1_macro_f1,inner_fold_2_macro_f1,inner_fold_3_macro_f1,mean_macro_f1,std_macro_f1_sample,mean_balanced_accuracy,mean_accuracy,mean_severe_error_rate,training_seconds,inference_seconds,model_bytes,status
candidate_001,hybrid,2000,2,1,0.05,0.0,51,50,42,"{""centroids_per_class"":2,""dimension"":2000,""epochs"":1,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""hybrid""}",0.7983788545687924,0.8057081807081806,0.8974201976538562,0.8338357443102765,0.05518756006262447,0.8341593219466783,0.8340076771449322,0.02692187986305633,0.3904540999501478,0.0014850000152364373,64000,COMPLETE
candidate_002,hybrid,2000,2,1,0.05,0.1,51,50,42,"{""centroids_per_class"":2,""dimension"":2000,""epochs"":1,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""hybrid""}",0.7245076399925421,0.7255081046069449,0.8696570042158277,0.7732242496051049,0.08351471339662297,0.771576459938529,0.7717605560742816,0.023835460109969914,0.23818829999072477,0.0014475999923888594,64000,COMPLETE
candidate_003,hybrid,2000,2,1,0.1,0.0,51,50,42,"{""centroids_per_class"":2,""dimension"":2000,""epochs"":1,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""hybrid""}",0.8164747202483051,0.779073756432247,0.850912975912976,0.8154871508645094,0.03592979033985513,0.8151312342404297,0.8149185600165992,0.023835460109969914,0.23266159996273927,0.0014411000011023134,64000,COMPLETE
candidate_004,hybrid,2000,2,1,0.1,0.1,51,50,42,"{""centroids_per_class"":2,""dimension"":2000,""epochs"":1,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""hybrid""}",0.7485754985754985,0.7365390600684718,0.7750077197557127,0.7533740927998944,0.019678143317675877,0.7532003330853905,0.7526714389459488,0.04149808071376699,0.2374261999502778,0.0015923000173643231,64000,COMPLETE
candidate_005,hybrid,2000,2,3,0.05,0.0,51,50,42,"{""centroids_per_class"":2,""dimension"":2000,""epochs"":3,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""hybrid""}",0.8083800671865227,0.7720471464019851,0.8407675031735182,0.807064905587342,0.034379050251943676,0.8065367423126043,0.8059446000622471,0.02692187986305633,0.3747553999419324,0.0015703999961260706,64000,COMPLETE
candidate_006,hybrid,2000,2,3,0.05,0.1,51,50,42,"{""centroids_per_class"":2,""dimension"":2000,""epochs"":3,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""hybrid""}",0.5862555467061099,0.7326825934014638,0.8694314944314944,0.729456544846356,0.14161553546310643,0.7519374038052199,0.7530086108517481,0.02692187986305633,0.38907969996216707,0.0014390000142157078,64000,COMPLETE
candidate_007,hybrid,2000,2,3,0.1,0.0,51,50,42,"{""centroids_per_class"":2,""dimension"":2000,""epochs"":3,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""hybrid""}",0.7588079844006569,0.8049068433193352,0.8485252819458633,0.8040800365552853,0.04486436310450182,0.8058413914735754,0.8045699761386036,0.032809420064322026,0.3848750999895856,0.001566700026160106,64000,COMPLETE
candidate_008,hybrid,2000,2,3,0.1,0.1,51,50,42,"{""centroids_per_class"":2,""dimension"":2000,""epochs"":3,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""hybrid""}",0.7806259260597739,0.8127233652081522,0.8574352998719664,0.8169281970466309,0.038576941745655464,0.826204920026759,0.8247484178856728,0.03589583981740844,0.38850389994331636,0.0014637999993283302,64000,COMPLETE
candidate_009,hybrid,2000,3,1,0.05,0.0,51,50,42,"{""centroids_per_class"":3,""dimension"":2000,""epochs"":1,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""hybrid""}",0.8235042735042735,0.808117711826235,0.8233720856362367,0.818331356988915,0.008845523107197596,0.8182481790240411,0.8177196804647785,0.020749040356883495,0.4837921000435017,0.0018069000507239252,96000,COMPLETE
candidate_010,hybrid,2000,3,1,0.05,0.1,51,50,42,"{""centroids_per_class"":3,""dimension"":2000,""epochs"":1,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""hybrid""}",0.7739923080807232,0.7983456969306026,0.8246702317290552,0.7990027455801271,0.025345350086799424,0.7978541254403323,0.7978265380226164,0.02635128125324204,0.2852769000164699,0.0016466999950353056,96000,COMPLETE
candidate_011,hybrid,2000,3,1,0.1,0.0,51,50,42,"{""centroids_per_class"":3,""dimension"":2000,""epochs"":1,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""hybrid""}",0.7809907834101383,0.826603968300329,0.8596702317290553,0.8224216611465076,0.03950610923374971,0.8230134754560042,0.8222325967424006,0.029723000311235603,0.278621600009501,0.0016444999782834202,96000,COMPLETE
