candidate_id,variant,dimension,centroids_per_class,levels,feature_k,seed,canonical_config_json,inner_fold_1_macro_f1,inner_fold_2_macro_f1,inner_fold_3_macro_f1,mean_macro_f1,std_macro_f1_sample,mean_balanced_accuracy,mean_accuracy,mean_severe_error_rate,training_seconds,inference_seconds,model_bytes,status
candidate_001,multicentroid,2000,2,51,50,42,"{""centroids_per_class"":2,""dimension"":2000,""feature_k"":50,""levels"":51,""seed"":42,""variant"":""multicentroid""}",0.8754523642551804,0.8226276359600444,0.7240896358543417,0.8073898786898556,0.07682324402292191,0.8104292835661022,0.8101851851851851,0.03950617283950617,0.4277208999847062,0.002589000010630116,64000,COMPLETE
candidate_002,multicentroid,2000,3,51,50,42,"{""centroids_per_class"":3,""dimension"":2000,""feature_k"":50,""levels"":51,""seed"":42,""variant"":""multicentroid""}",0.8513838071113613,0.7376373626373627,0.7930267136094205,0.7940159611193814,0.05687967445051076,0.7953607574946099,0.795679012345679,0.03950617283950617,0.4328417999786325,0.002502999996067956,96000,COMPLETE
candidate_003,multicentroid,2000,4,51,50,42,"{""centroids_per_class"":4,""dimension"":2000,""feature_k"":50,""levels"":51,""seed"":42,""variant"":""multicentroid""}",0.8930059523809524,0.7879182138616101,0.7545056497175141,0.8118099386533588,0.07227512950254394,0.8128149933396503,0.8126543209876544,0.03364197530864197,0.480316099972697,0.0019677999953273684,128000,COMPLETE
candidate_004,multicentroid,5000,2,51,50,42,"{""centroids_per_class"":2,""dimension"":5000,""feature_k"":50,""levels"":51,""seed"":42,""variant"":""multicentroid""}",0.8917754931925534,0.8609334422027921,0.7232191567297951,0.8253093640417135,0.08974751165941386,0.8284263035746166,0.8280864197530864,0.042901234567901236,0.720676299999468,0.009542599989799783,160000,COMPLETE
candidate_005,multicentroid,5000,3,51,50,42,"{""centroids_per_class"":3,""dimension"":5000,""feature_k"":50,""levels"":51,""seed"":42,""variant"":""multicentroid""}",0.8595979612296334,0.8322751322751323,0.7901122291021672,0.8273284408689777,0.03500598604843594,0.8290985182438648,0.829320987654321,0.045679012345679004,0.845244400028605,0.00985110001056455,240000,COMPLETE
candidate_006,multicentroid,5000,4,51,50,42,"{""centroids_per_class"":4,""dimension"":5000,""feature_k"":50,""levels"":51,""seed"":42,""variant"":""multicentroid""}",0.8437639946260636,0.8305679298394699,0.8011212516297264,0.82515105869842,0.02183134792636431,0.82680859391093,0.8268518518518518,0.030555555555555555,1.0301175999920815,0.009633499983465299,320000,COMPLETE
