outer_fold,dimension,seed,head,temperature,ridge_alpha,inner_fold_1_mae,inner_fold_2_mae,inner_fold_3_mae,mean_inner_mae,std_inner_mae,frozen_candidate_order,selected
1,1000,42,similarity_regression,0.05,,0.6078956855419602,0.6640231436044192,0.5865893179679945,0.6195027157047913,0.03266028883393111,0,True
1,1000,42,similarity_regression,0.1,,0.7841847333523395,0.7786985493260039,0.75239109408178,0.7717581255867078,0.013876502579957616,1,False
1,1000,42,similarity_regression,0.2,,0.8872777767495053,0.8841072326603453,0.869568366912087,0.8803177921073125,0.007710412612225024,2,False
1,1000,42,similarity_regression,0.5,,0.9519210649561257,0.9528471658332158,0.9464960461504455,0.9504214256465957,0.002801293611915047,3,False
1,1000,42,similarity_regression,1.0,,0.9737997567701013,0.9763296138958146,0.973058848760514,0.9743960731421434,0.0014002787946806826,4,False
1,1000,42,similarity_regression,2.0,,0.9847859319516016,0.9881453228418423,0.9864858781767383,0.9864723776567274,0.0013714988118571905,5,False
1,1000,42,ridge_regression,,0.01,0.2551292261155714,0.4842672657083582,0.3255578334684725,0.35498477509746734,0.09583151523145049,0,False
1,1000,42,ridge_regression,,0.1,0.2494299231457109,0.41492240517227735,0.29813142396785597,0.3208279174286148,0.06944200704371503,1,True
1,1000,42,ridge_regression,,1.0,0.373226402186546,0.48369407101913736,0.4178096365045618,0.42491003657008175,0.04537685331491226,2,False
1,1000,42,ridge_regression,,10.0,0.7239126808503095,0.7344275735042713,0.6970614029301537,0.7184672190949115,0.015733138405726932,3,False
1,1000,42,ridge_regression,,100.0,0.9552591488140971,0.9548365164686132,0.9490847079842178,0.9530601244223095,0.0028163340731109663,4,False
1,2000,42,similarity_regression,0.05,,0.6013973939917859,0.6507448229682643,0.6053421079492092,0.6191614416364198,0.02239081172141823,0,True
1,2000,42,similarity_regression,0.1,,0.7786273967309267,0.7719661462988675,0.7715870775904888,0.7740602068734277,0.0032331966294726097,1,False
1,2000,42,similarity_regression,0.2,,0.8838163950286253,0.8809144447969195,0.8806397633014711,0.8817902010423385,0.0014371172611710456,2,False
1,2000,42,similarity_regression,0.5,,0.9503833244215067,0.9515118980205453,0.951236304977879,0.9510438424733104,0.0004804171478068626,3,False
1,2000,42,similarity_regression,1.0,,0.9730070721331505,0.9756512295002295,0.9754739948708507,0.9747107655014102,0.001206864076370915,4,False
1,2000,42,similarity_regression,2.0,,0.9843838515216398,0.987803380962819,0.987703841472588,0.9866303579856822,0.0015890396465092795,5,False
1,2000,42,ridge_regression,,0.01,0.23909559069561356,0.4099967203758381,0.294592825350938,0.3145617121407966,0.07118457867269602,0,False
1,2000,42,ridge_regression,,0.1,0.2412128107888358,0.3858937190638648,0.2827727562851376,0.3032930953792794,0.060821895959847466,1,True
1,2000,42,ridge_regression,,1.0,0.3714814676957972,0.47552785056608693,0.4183748463789622,0.4217947215469488,0.042545537225590714,2,False
1,2000,42,ridge_regression,,10.0,0.7182010612567934,0.7255510974813391,0.7137017801955894,0.7191513129779072,0.004883906481817017,3,False
1,2000,42,ridge_regression,,100.0,0.9538093855401047,0.9533515682926884,0.9532232284545898,0.9534613940957944,0.00025158340233506066,4,False
1,5000,42,similarity_regression,0.05,,0.57741034527414,0.6458809111335712,0.5997329843022925,0.6076747469033346,0.02851149817396666,0,True
1,5000,42,similarity_regression,0.1,,0.7618008155850207,0.7606137016605793,0.7689089427188515,0.7637744866548172,0.0036628121411946845,1,False
1,5000,42,similarity_regression,0.2,,0.8747417462606704,0.8737431695443248,0.8796218504197684,0.8760355887415878,0.002568429284328772,2,False
1,5000,42,similarity_regression,0.5,,0.9466349401550754,0.9485075436138644,0.9509291073559518,0.9486905303749639,0.0017578549624137373,3,False
1,5000,42,similarity_regression,1.0,,0.97111801561423,0.9741331142307584,0.97533805132473,0.9735297270565728,0.0017748675839721361,4,False
1,5000,42,similarity_regression,2.0,,0.98343615679329,0.987041096259869,0.9876403203168814,0.9860391911233468,0.0018568087606098745,5,False
1,5000,42,ridge_regression,,0.01,0.23143115063675312,0.38148207355428626,0.2579384810394711,0.2902839017435035,0.0653885287977002,0,True
1,5000,42,ridge_regression,,0.1,0.24503447027767405,0.38732794258329606,0.269326353514636,0.300562922125202,0.06214848069539943,1,False
1,5000,42,ridge_regression,,1.0,0.37158303701577067,0.4848403279428129,0.4018622106975979,0.41942852521872714,0.047876473285770174,2,False
1,5000,42,ridge_regression,,10.0,0.7070571404545247,0.7193349566724565,0.7117931975258721,0.7127284315509511,0.005055834239211584,3,False
1,5000,42,ridge_regression,,100.0,0.9508902886334587,0.9508958525127835,0.9530197337821678,0.95160195830947,0.0010025212241895616,4,False
1,10000,42,similarity_regression,0.05,,0.5809576805159844,0.6520141503711427,0.6056609356292806,0.6128775888388026,0.02945409467549048,0,True
1,10000,42,similarity_regression,0.1,,0.7646316758174401,0.7634372347629397,0.7736236140758805,0.7672308415520868,0.004546597831631801,1,False
1,10000,42,similarity_regression,0.2,,0.8763106743763387,0.8745770874436128,0.8822427152862149,0.8777101590353888,0.003282212722997136,2,False
1,10000,42,similarity_regression,0.5,,0.9472923557670534,0.9488318827965826,0.952028334758173,0.9493841911072697,0.0019725039254074885,3,False
1,10000,42,similarity_regression,1.0,,0.9714507187134985,0.974293159093003,0.9758944041783217,0.9738794273282744,0.0018375646215266041,4,False
1,10000,42,similarity_regression,2.0,,0.983603393730394,0.9871204921436779,0.9879199656087158,0.9862146171609293,0.0018750387211036678,5,False
1,10000,42,ridge_regression,,0.01,0.23104789777964102,0.36871175192020555,0.24852760743211816,0.2827624190439882,0.061192869567098164,0,True
1,10000,42,ridge_regression,,0.1,0.2480389360620194,0.381857814612212,0.267501089307997,0.2991326133274095,0.05903269177865658,1,False
1,10000,42,ridge_regression,,1.0,0.37052044247378824,0.4872859396316387,0.4046446173279374,0.4208169998111215,0.04902179649922263,2,False
1,10000,42,ridge_regression,,10.0,0.7103011848545876,0.7225537432564629,0.7147174389274032,0.7158574556794846,0.0050666244840860955,3,False
1,10000,42,ridge_regression,,100.0,0.9515447516401275,0.9512853953573439,0.9539872761125918,0.9522724743700209,0.0012171620496322726,4,False
1,1000,43,similarity_regression,0.05,,0.546271322540929,0.6551458341889428,0.5608332256014834,0.5874167941104518,0.04825922645913857,0,True
1,1000,43,similarity_regression,0.1,,0.726249566697019,0.7431168423328963,0.7316006033698365,0.7336556707999172,0.007037694861756903,1,False
1,1000,43,similarity_regression,0.2,,0.8541315377725944,0.859059948868507,0.8587988250912139,0.8573301039107717,0.0022642387112063313,2,False
1,1000,43,similarity_regression,0.5,,0.9378293252753278,0.9420140409681003,0.9421982841942643,0.9406805501458976,0.0020175230421671446,3,False
1,1000,43,similarity_regression,1.0,,0.966635745266811,0.9707993230208847,0.9709196842858547,0.9694515841911834,0.001991705022425888,4,False
1,1000,43,similarity_regression,2.0,,0.9811767299089261,0.9853543209464924,0.9854193968862967,0.9839834825805718,0.001984851655133232,5,False
1,1000,43,ridge_regression,,0.01,0.32607125534730796,0.40919692869539614,0.3482606565510785,0.3611762801979275,0.03514331983021855,0,False
1,1000,43,ridge_regression,,0.1,0.2866312766275486,0.41153367470811913,0.30776624767868604,0.33531039967145126,0.05458426203781783,1,True
1,1000,43,ridge_regression,,1.0,0.37972680159977507,0.5046703329792729,0.3942417480327465,0.4262129608705982,0.055793311105288707,2,False
1,1000,43,ridge_regression,,10.0,0.6757329562131096,0.7162561968520835,0.6777946242579708,0.6899279257743879,0.018635915365001816,3,False
1,1000,43,ridge_regression,,100.0,0.943040272768806,0.9452122295344317,0.9451593116477683,0.9444706046503354,0.0010116280753227282,4,False
1,2000,43,similarity_regression,0.05,,0.5579792557952055,0.647921848051534,0.5627361450297372,0.5895457496254922,0.04132379177005732,0,True
1,2000,43,similarity_regression,0.1,,0.7422291726477747,0.7438530636154721,0.7267370957278367,0.7376064439970279,0.007714328846005461,1,False
1,2000,43,similarity_regression,0.2,,0.8635271368860467,0.8613189509857676,0.8552174539330614,0.8600211806016252,0.003514338598015412,2,False
1,2000,43,similarity_regression,0.5,,0.9418762033449258,0.9431143084697311,0.9405782247106335,0.9418562455084302,0.0010354480333710286,3,False
1,2000,43,similarity_regression,1.0,,0.9687007176385383,0.9713808475691941,0.9700814448216065,0.9700543366764464,0.0010943263528916758,4,False
1,2000,43,similarity_regression,2.0,,0.9822188226399657,0.9856527228227533,0.9849936252483468,0.984288390237022,0.0014879370354590176,5,False
1,2000,43,ridge_regression,,0.01,0.28064999259820506,0.39473989937040543,0.30508231344046416,0.32682406846969153,0.0490486468765826,0,False
1,2000,43,ridge_regression,,0.1,0.27520637852805,0.39261113272772896,0.2957146399550968,0.32117738373695853,0.051200472444742885,1,True
1,2000,43,ridge_regression,,1.0,0.3737625234267291,0.49440183573298985,0.3910878863599565,0.4197507485065585,0.05325805521707935,2,False
1,2000,43,ridge_regression,,10.0,0.688223248770257,0.716304850799066,0.675070975665693,0.6931996917450053,0.01719751635439145,3,False
1,2000,43,ridge_regression,,100.0,0.9467064172279935,0.9464208704453928,0.9436706922672413,0.9455993266468758,0.0013687237775861906,4,False
1,5000,43,similarity_regression,0.05,,0.5803351005265065,0.6535614269585653,0.584090265132175,0.6059955975390823,0.03366904029496967,0,True
1,5000,43,similarity_regression,0.1,,0.7624754005014301,0.759940055150672,0.7537232830174091,0.7587129128898371,0.003676891686354294,1,False
1,5000,43,similarity_regression,0.2,,0.8749466438217238,0.8728117545486469,0.8714298282866906,0.8730627422190205,0.0014466614404373597,2,False
1,5000,43,similarity_regression,0.5,,0.9466848429786552,0.9480576145187447,0.947560251720377,0.9474342364059257,0.0005674711857161513,3,False
1,5000,43,similarity_regression,1.0,,0.9711374328340299,0.9738961346994164,0.9736431645959058,0.9728922440431175,0.0012451292444218699,4,False
1,5000,43,similarity_regression,2.0,,0.9834444438721267,0.9869196420865758,0.9867907280928573,0.9857182713505198,0.001608699942099451,5,False
1,5000,43,ridge_regression,,0.01,0.24723074015449076,0.38928476638264126,0.2549190984831916,0.29714486834010784,0.0652283083837785,0,True
1,5000,43,ridge_regression,,0.1,0.2519349280525656,0.3949835245256071,0.2652272736584699,0.3040485754122142,0.06452929743208748,1,False
1,5000,43,ridge_regression,,1.0,0.36652830769033995,0.4956078286524172,0.3923082881503635,0.41814814149770685,0.055774272436366186,2,False
1,5000,43,ridge_regression,,10.0,0.7043143130150162,0.7227566396748578,0.695031898993033,0.7073676172276357,0.011522653381627807,3,False
1,5000,43,ridge_regression,,100.0,0.9508958804507216,0.9504809512032403,0.9498816927274069,0.9504195081271228,0.00041631368240199024,4,False
1,10000,43,similarity_regression,0.05,,0.5759000758148104,0.6523937152245068,0.5841445078718486,0.6041460996370552,0.034281841377923436,0,True
1,10000,43,similarity_regression,0.1,,0.7589445399405191,0.7596711132319109,0.7533988912784341,0.7573381814836213,0.002801247659818093,1,False
1,10000,43,similarity_regression,0.2,,0.8727461431630121,0.8725908400436595,0.8711101107709379,0.8721490313258699,0.0007373586663739796,2,False
1,10000,43,similarity_regression,0.5,,0.9457013108278697,0.947979888641902,0.9473898398832629,0.9470236797843449,0.0009655858764431697,3,False
1,10000,43,similarity_regression,1.0,,0.970629559531131,0.9738601436548194,0.97355114990768,0.9726802843645435,0.0014555579779415386,4,False
1,10000,43,similarity_regression,2.0,,0.9831866543441393,0.9869025131917141,0.9867430889138288,0.9856107521498941,0.0017153311932866892,5,False
1,10000,43,ridge_regression,,0.01,0.22586779033436494,0.38460743206518666,0.2351364537521645,0.2818705587172387,0.07274441966855529,0,True
1,10000,43,ridge_regression,,0.1,0.23988530415446818,0.3909738328721788,0.25916939863452204,0.296676178553723,0.06714166506946909,1,False
1,10000,43,ridge_regression,,1.0,0.3640166821600008,0.494996785013764,0.39164684105802466,0.4168867694105965,0.0563721995510069,2,False
1,10000,43,ridge_regression,,10.0,0.7040091302214551,0.7243782292913508,0.6952165089271687,0.7078679561466581,0.012213909742323916,3,False
