outer_fold,inner_fold,dimension,levels,k,effective_k,seed,train_rows,validation_rows,train_subjects,validation_subjects,subject_overlap_count,preprocessing_seconds,encoding_seconds,prototype_training_seconds,inference_seconds,model_bytes,codebook_hashes,macro_f1,balanced_accuracy,accuracy,severe_error_rate,recall_class_0,recall_class_1,recall_class_2,recall_class_3
1,1,2000,21,50,50,42,216,119,18,10,0,0.03872050000063609,0.28037249999761116,0.0006660999933956191,0.013146299999789335,240224,"{""identity_codebook_sha256"": ""862f682cd055f6c2f8a30916c0de8f5b4e3e7abad7edc3ebf957b7441c1dd065"", ""level_codebook_sha256"": ""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215"", ""tie_vector_sha256"": ""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c""}",0.8156569036910116,0.8228587319243604,0.8235294117647058,0.025210084033613446,0.9310344827586207,0.7741935483870968,0.5862068965517241,1.0
1,1,5000,21,50,50,42,216,119,18,10,0,0.03872050000063609,0.28037249999761116,0.0015111999964574352,0.002345100001548417,504224,"{""identity_codebook_sha256"": ""862f682cd055f6c2f8a30916c0de8f5b4e3e7abad7edc3ebf957b7441c1dd065"", ""level_codebook_sha256"": ""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215"", ""tie_vector_sha256"": ""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c""}",0.85262747443475,0.85734149054505,0.8571428571428571,0.01680672268907563,0.9655172413793104,0.7741935483870968,0.6896551724137931,1.0
1,1,2000,21,100,100,42,216,119,18,10,0,0.03872050000063609,0.5798177999968175,0.000567900002351962,0.0006889999931445345,341024,"{""identity_codebook_sha256"": ""862f682cd055f6c2f8a30916c0de8f5b4e3e7abad7edc3ebf957b7441c1dd065"", ""level_codebook_sha256"": ""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215"", ""tie_vector_sha256"": ""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c""}",0.7769886363636364,0.7883759733036707,0.7899159663865546,0.025210084033613446,0.896551724137931,0.7741935483870968,0.4827586206896552,1.0
1,1,5000,21,100,100,42,216,119,18,10,0,0.03872050000063609,0.5798177999968175,0.0013156999921193346,0.0019342000014148653,755024,"{""identity_codebook_sha256"": ""862f682cd055f6c2f8a30916c0de8f5b4e3e7abad7edc3ebf957b7441c1dd065"", ""level_codebook_sha256"": ""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215"", ""tie_vector_sha256"": ""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c""}",0.7714612111814959,0.7814238042269188,0.7815126050420168,0.01680672268907563,0.896551724137931,0.6774193548387096,0.5517241379310345,1.0
1,1,2000,21,200,200,42,216,119,18,10,0,0.03872050000063609,1.1388510999968275,0.0006161999917821959,0.0008666999929118901,542624,"{""identity_codebook_sha256"": ""862f682cd055f6c2f8a30916c0de8f5b4e3e7abad7edc3ebf957b7441c1dd065"", ""level_codebook_sha256"": ""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215"", ""tie_vector_sha256"": ""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c""}",0.7051724137931035,0.7233222098628105,0.7226890756302521,0.04201680672268908,0.9655172413793104,0.5806451612903226,0.41379310344827586,0.9333333333333333
1,1,5000,21,200,200,42,216,119,18,10,0,0.03872050000063609,1.1388510999968275,0.0012971000105608255,0.0023274999985005707,1256624,"{""identity_codebook_sha256"": ""862f682cd055f6c2f8a30916c0de8f5b4e3e7abad7edc3ebf957b7441c1dd065"", ""level_codebook_sha256"": ""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215"", ""tie_vector_sha256"": ""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c""}",0.7578481712110443,0.7725342973674454,0.773109243697479,0.01680672268907563,0.9655172413793104,0.7096774193548387,0.4482758620689655,0.9666666666666667
1,1,2000,21,all,1627,42,216,119,18,10,0,0.03872050000063609,9.127287800001795,0.0005626000056508929,0.0007685000018682331,3419456,"{""identity_codebook_sha256"": ""862f682cd055f6c2f8a30916c0de8f5b4e3e7abad7edc3ebf957b7441c1dd065"", ""level_codebook_sha256"": ""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215"", ""tie_vector_sha256"": ""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c""}",0.62359283625731,0.639358546533185,0.6386554621848739,0.058823529411764705,0.8275862068965517,0.4838709677419355,0.3793103448275862,0.8666666666666667
1,1,5000,21,all,1627,42,216,119,18,10,0,0.03872050000063609,9.127287800001795,0.00128900000709109,0.0019783999887295067,8414456,"{""identity_codebook_sha256"": ""862f682cd055f6c2f8a30916c0de8f5b4e3e7abad7edc3ebf957b7441c1dd065"", ""level_codebook_sha256"": ""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215"", ""tie_vector_sha256"": ""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c""}",0.6741697856652229,0.6897015202076382,0.6890756302521008,0.09243697478991597,0.9655172413793104,0.5806451612903226,0.3793103448275862,0.8333333333333334
1,1,2000,51,50,50,42,216,119,18,10,0,0.03872050000063609,0.2731474000029266,0.0006570999976247549,0.0010150000016437843,300224,"{""identity_codebook_sha256"": ""862f682cd055f6c2f8a30916c0de8f5b4e3e7abad7edc3ebf957b7441c1dd065"", ""level_codebook_sha256"": ""42ff272813ff05401b57eaec902c01c74e93bf685811652e949e7f5108c88a2b"", ""tie_vector_sha256"": ""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c""}",0.8622315184815186,0.8659621802002224,0.865546218487395,0.01680672268907563,0.9655172413793104,0.7741935483870968,0.7241379310344828,1.0
1,1,5000,51,50,50,42,216,119,18,10,0,0.03872050000063609,0.2731474000029266,0.0015211000136332586,0.0023856000043451786,654224,"{""identity_codebook_sha256"": ""862f682cd055f6c2f8a30916c0de8f5b4e3e7abad7edc3ebf957b7441c1dd065"", ""level_codebook_sha256"": ""42ff272813ff05401b57eaec902c01c74e93bf685811652e949e7f5108c88a2b"", ""tie_vector_sha256"": ""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c""}",0.8453704279387185,0.8492769744160178,0.8487394957983193,0.025210084033613446,0.9310344827586207,0.7419354838709677,0.7241379310344828,1.0
