outer_fold,dimension,seed,head,temperature,ridge_alpha,inner_fold_1_mae,inner_fold_2_mae,inner_fold_3_mae,mean_inner_mae,std_inner_mae,frozen_candidate_order,selected
2,1000,42,similarity_regression,0.05,,0.667334376658304,0.617330497359585,0.7287357454733668,0.6711335398304187,0.045560271856297394,0,True
2,1000,42,similarity_regression,0.1,,0.816116334936612,0.7605442451353468,0.8559431432171736,0.8108679077630442,0.03912285716946788,1,False
2,1000,42,similarity_regression,0.2,,0.9081028763519006,0.8751813885125375,0.9261767565902169,0.9031536738182183,0.021110863643063926,2,False
2,1000,42,similarity_regression,0.5,,0.9654180415623738,0.9491669987121957,0.9701123003929225,0.9615657802224974,0.008974272624088432,3,False
2,1000,42,similarity_regression,1.0,,0.9847674928230948,0.9744656055530759,0.985004407516536,0.9814125019642356,0.0049131496655084785,4,False
2,1000,42,similarity_regression,2.0,,0.9944755734071922,0.9872067626171832,0.9924901216704058,0.9913908192315937,0.003067599709242973,5,False
2,1000,42,ridge_regression,,0.01,0.40970372151927786,0.3622265612637555,0.33179170003643743,0.3679073276064903,0.03206009048194976,0,False
2,1000,42,ridge_regression,,0.1,0.3771427408987735,0.337991197903951,0.33654058862615516,0.35055817580962656,0.018807452291640925,1,True
2,1000,42,ridge_regression,,1.0,0.456218639341723,0.43879991549032704,0.4706684373043202,0.45522899737879,0.013029075538024877,2,False
2,1000,42,ridge_regression,,10.0,0.774512453239505,0.7002334009718012,0.7931972024617372,0.7559810188910144,0.04015077949533374,3,False
2,1000,42,ridge_regression,,100.0,0.9695749703575584,0.9508207926043758,0.9707484620588797,0.9637147416736046,0.009129976730279482,4,False
2,2000,42,similarity_regression,0.05,,0.6693166595653698,0.626733501430984,0.7325617605799586,0.6762039738587707,0.04347782141320402,0,True
2,2000,42,similarity_regression,0.1,,0.8209456501274337,0.7663144065553118,0.8572030029244077,0.8148210198690511,0.03735699451988011,1,False
2,2000,42,similarity_regression,0.2,,0.9105858006778841,0.8778736344400794,0.9266007262567979,0.9050200537915871,0.02027832213687764,2,False
2,2000,42,similarity_regression,0.5,,0.9664162900324822,0.9501959114622751,0.970232081336957,0.9622814276105714,0.008686573595608153,3,False
2,2000,42,similarity_regression,1.0,,0.9852663378575334,0.974972022866599,0.9850563137759806,0.9817648915000375,0.004804048690571592,4,False
2,2000,42,similarity_regression,2.0,,0.9947248043139015,0.987457981605441,0.9925141275293603,0.9915656378162342,0.003041534987576613,5,False
2,2000,42,ridge_regression,,0.01,0.3547887561701927,0.2892925099090294,0.2945803635650211,0.3128872098814144,0.029707406877912547,0,True
2,2000,42,ridge_regression,,0.1,0.35016696493164834,0.30172855876110216,0.3217621147632599,0.32455254615200346,0.019873092002121288,1,False
2,2000,42,ridge_regression,,1.0,0.4517247306198633,0.43589559970078645,0.47790225898778,0.45517419643614326,0.01732173907602146,2,False
2,2000,42,ridge_regression,,10.0,0.7819601798257908,0.7061225451804973,0.796530137459437,0.7615376208219083,0.039633267781995496,3,False
2,2000,42,ridge_regression,,100.0,0.970477084151837,0.9517292623166684,0.9708612031406827,0.9643558498697294,0.008929722719686688,4,False
2,5000,42,similarity_regression,0.05,,0.6618423143999251,0.6188964979162054,0.7211503769200115,0.6672963964120474,0.04192274005658084,0,True
2,5000,42,similarity_regression,0.1,,0.8192490340277256,0.755442409033232,0.8494717700213056,0.8080544043607545,0.03919498251895547,1,False
