outer_fold,dimension,seed,head,temperature,ridge_alpha,inner_fold_1_mae,inner_fold_2_mae,inner_fold_3_mae,mean_inner_mae,std_inner_mae,frozen_candidate_order,selected
4,1000,42,similarity_regression,0.05,,0.6976045879425976,0.6734488451609919,0.664801812099135,0.6786184150675748,0.0138816153124291,0,True
4,1000,42,similarity_regression,0.1,,0.8396173992375673,0.8233765273436883,0.8170147311365855,0.8266695525726137,0.009516762849118364,1,False
4,1000,42,similarity_regression,0.2,,0.9196691832882884,0.9104281385854868,0.9019876311532323,0.9106949843423359,0.007220929140105526,2,False
4,1000,42,similarity_regression,0.5,,0.9699403865374366,0.9640247050110345,0.9548906691120383,0.9629519202201698,0.006190673041046894,3,False
4,1000,42,similarity_regression,1.0,,0.9870060378189132,0.9820017878624947,0.9727682113182121,0.9805920123332067,0.005897430296225115,4,False
4,1000,42,similarity_regression,2.0,,0.9955886463067052,0.9909995969786789,0.9817437095922017,0.9894439842925286,0.005758212470268614,5,False
4,1000,42,ridge_regression,,0.01,0.4584563409580904,0.4009577278737669,0.30214764674504596,0.38718723852563436,0.06455138394752938,0,False
4,1000,42,ridge_regression,,0.1,0.4113488968680887,0.35035720136430526,0.267547012479217,0.3430843702372037,0.05893168951082323,1,True
4,1000,42,ridge_regression,,1.0,0.49213115808342683,0.4687347445223067,0.39477756177937545,0.4518811547950363,0.04149267640885088,2,False
4,1000,42,ridge_regression,,10.0,0.7896840712603401,0.7652934083232174,0.7496879542315448,0.7682218112717006,0.01645912112308933,3,False
4,1000,42,ridge_regression,,100.0,0.9730062965585404,0.9652235706647238,0.9558365168394866,0.9646887946875835,0.007019725678852085,4,False
4,2000,42,similarity_regression,0.05,,0.708257661402766,0.6831485821029015,0.6859555093615012,0.6924539176223896,0.011233534565920852,0,True
4,2000,42,similarity_regression,0.1,,0.8454930585558296,0.8273648927183261,0.8294001171941604,0.8340860228227721,0.00810867366171136,1,False
4,2000,42,similarity_regression,0.2,,0.9226029399911633,0.9122570288488797,0.9082647726724007,0.9143749138374813,0.00604206576891908,2,False
4,2000,42,similarity_regression,0.5,,0.9711030105457101,0.9647128346213079,0.9573947565170149,0.9644035338946777,0.005600643256711997,3,False
4,2000,42,similarity_regression,1.0,,0.9875849511418888,0.9823386558276015,0.9740168070841184,0.981313471351203,0.0055864052664236635,4,False
