outer_fold,inner_fold,dimension,levels,k,effective_k,seed,train_rows,validation_rows,train_subjects,validation_subjects,subject_overlap_count,preprocessing_seconds,encoding_seconds,prototype_training_seconds,inference_seconds,model_bytes,codebook_hashes,macro_f1,balanced_accuracy,accuracy,severe_error_rate,recall_class_0,recall_class_1,recall_class_2,recall_class_3
4,1,2000,21,50,50,42,216,119,18,10,0,0.03630610000982415,0.2732280000054743,0.0007902999932412058,0.013993100001243874,226912,"{""identity_codebook_sha256"": ""2c55891b7f5bb9de35cfd5a672db6f5699fdcf0d1abc299e10417512a3c5a8ed"", ""level_codebook_sha256"": ""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215"", ""tie_vector_sha256"": ""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c""}",0.7602964785234977,0.7635057471264367,0.7647058823529411,0.025210084033613446,0.7333333333333333,0.7,0.6206896551724138,1.0
4,1,5000,21,50,50,42,216,119,18,10,0,0.03630610000982415,0.2732280000054743,0.001364000010653399,0.0023472000029869378,490912,"{""identity_codebook_sha256"": ""2c55891b7f5bb9de35cfd5a672db6f5699fdcf0d1abc299e10417512a3c5a8ed"", ""level_codebook_sha256"": ""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215"", ""tie_vector_sha256"": ""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c""}",0.7599942342558524,0.7632183908045976,0.7647058823529411,0.025210084033613446,0.7333333333333333,0.7333333333333333,0.5862068965517241,1.0
4,1,2000,21,100,100,42,216,119,18,10,0,0.03630610000982415,0.5599445999978343,0.0005770999996457249,0.0006851999933132902,327712,"{""identity_codebook_sha256"": ""2c55891b7f5bb9de35cfd5a672db6f5699fdcf0d1abc299e10417512a3c5a8ed"", ""level_codebook_sha256"": ""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215"", ""tie_vector_sha256"": ""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c""}",0.6805728088336783,0.6867816091954022,0.6890756302521008,0.05042016806722689,0.7,0.7333333333333333,0.41379310344827586,0.9
4,1,5000,21,100,100,42,216,119,18,10,0,0.03630610000982415,0.5599445999978343,0.0012866000033682212,0.0022717999963788316,741712,"{""identity_codebook_sha256"": ""2c55891b7f5bb9de35cfd5a672db6f5699fdcf0d1abc299e10417512a3c5a8ed"", ""level_codebook_sha256"": ""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215"", ""tie_vector_sha256"": ""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c""}",0.664766201804758,0.6701149425287356,0.6722689075630253,0.05042016806722689,0.6666666666666666,0.7,0.41379310344827586,0.9
4,1,2000,21,200,200,42,216,119,18,10,0,0.03630610000982415,1.1187628000043333,0.000668499997118488,0.0005128999910084531,529312,"{""identity_codebook_sha256"": ""2c55891b7f5bb9de35cfd5a672db6f5699fdcf0d1abc299e10417512a3c5a8ed"", ""level_codebook_sha256"": ""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215"", ""tie_vector_sha256"": ""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c""}",0.6102432712215321,0.6195402298850574,0.6218487394957983,0.058823529411764705,0.5666666666666667,0.7,0.3448275862068966,0.8666666666666667
4,1,5000,21,200,200,42,216,119,18,10,0,0.03630610000982415,1.1187628000043333,0.0012867000041296706,0.002027900001849048,1243312,"{""identity_codebook_sha256"": ""2c55891b7f5bb9de35cfd5a672db6f5699fdcf0d1abc299e10417512a3c5a8ed"", ""level_codebook_sha256"": ""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215"", ""tie_vector_sha256"": ""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c""}",0.6219475276032637,0.6359195402298851,0.6386554621848739,0.058823529411764705,0.6,0.7333333333333333,0.3103448275862069,0.9
4,1,2000,21,all,1211,42,216,119,18,10,0,0.03630610000982415,6.627145999998902,0.0005818999925395474,0.00047139999514911324,2567488,"{""identity_codebook_sha256"": ""2c55891b7f5bb9de35cfd5a672db6f5699fdcf0d1abc299e10417512a3c5a8ed"", ""level_codebook_sha256"": ""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215"", ""tie_vector_sha256"": ""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c""}",0.5063646966632042,0.5112068965517241,0.5126050420168067,0.13445378151260504,0.5333333333333333,0.43333333333333335,0.3448275862068966,0.7333333333333333
4,1,5000,21,all,1211,42,216,119,18,10,0,0.03630610000982415,6.627145999998902,0.0015299999940907583,0.0023600999993504956,6314488,"{""identity_codebook_sha256"": ""2c55891b7f5bb9de35cfd5a672db6f5699fdcf0d1abc299e10417512a3c5a8ed"", ""level_codebook_sha256"": ""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215"", ""tie_vector_sha256"": ""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c""}",0.559416985085665,0.5695402298850575,0.5714285714285714,0.11764705882352941,0.6,0.5,0.3448275862068966,0.8333333333333334
4,1,2000,51,50,50,42,216,119,18,10,0,0.03630610000982415,0.28553910000482574,0.0006844999879831448,0.0007601000106660649,286912,"{""identity_codebook_sha256"": ""2c55891b7f5bb9de35cfd5a672db6f5699fdcf0d1abc299e10417512a3c5a8ed"", ""level_codebook_sha256"": ""42ff272813ff05401b57eaec902c01c74e93bf685811652e949e7f5108c88a2b"", ""tie_vector_sha256"": ""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c""}",0.7962530549977427,0.7971264367816093,0.7983193277310925,0.025210084033613446,0.7666666666666667,0.8,0.6551724137931034,0.9666666666666667
4,1,5000,51,50,50,42,216,119,18,10,0,0.03630610000982415,0.28553910000482574,0.0015399999974761158,0.0024950000079115853,640912,"{""identity_codebook_sha256"": ""2c55891b7f5bb9de35cfd5a672db6f5699fdcf0d1abc299e10417512a3c5a8ed"", ""level_codebook_sha256"": ""42ff272813ff05401b57eaec902c01c74e93bf685811652e949e7f5108c88a2b"", ""tie_vector_sha256"": ""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c""}",0.8315532762979521,0.8313218390804598,0.8319327731092437,0.025210084033613446,0.7666666666666667,0.8,0.7586206896551724,1.0
4,1,2000,51,100,100,42,216,119,18,10,0,0.03630610000982415,0.5556031000014627,0.0006799999973736703,0.0005025999998906627,387712,"{""identity_codebook_sha256"": ""2c55891b7f5bb9de35cfd5a672db6f5699fdcf0d1abc299e10417512a3c5a8ed"", ""level_codebook_sha256"": ""42ff272813ff05401b57eaec902c01c74e93bf685811652e949e7f5108c88a2b"", ""tie_vector_sha256"": ""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c""}",0.7114364876385336,0.7132183908045977,0.7142857142857143,0.04201680672268908,0.6,0.7666666666666667,0.5862068965517241,0.9
4,1,5000,51,100,100,42,216,119,18,10,0,0.03630610000982415,0.5556031000014627,0.0015150000108405948,0.0023434000031556934,891712,"{""identity_codebook_sha256"": ""2c55891b7f5bb9de35cfd5a672db6f5699fdcf0d1abc299e10417512a3c5a8ed"", ""level_codebook_sha256"": ""42ff272813ff05401b57eaec902c01c74e93bf685811652e949e7f5108c88a2b"", ""tie_vector_sha256"": ""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c""}",0.728180097615929,0.7298850574712644,0.7310924369747899,0.05042016806722689,0.6333333333333333,0.7333333333333333,0.5862068965517241,0.9666666666666667
4,1,2000,51,200,200,42,216,119,18,10,0,0.03630610000982415,1.1075954999978421,0.0006844000017736107,0.000520200002938509,589312,"{""identity_codebook_sha256"": ""2c55891b7f5bb9de35cfd5a672db6f5699fdcf0d1abc299e10417512a3c5a8ed"", ""level_codebook_sha256"": ""42ff272813ff05401b57eaec902c01c74e93bf685811652e949e7f5108c88a2b"", ""tie_vector_sha256"": ""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c""}",0.612513174283798,0.6198275862068966,0.6218487394957983,0.058823529411764705,0.5333333333333333,0.7,0.3793103448275862,0.8666666666666667
4,1,5000,51,200,200,42,216,119,18,10,0,0.03630610000982415,1.1075954999978421,0.0015178000030573457,0.0024394000065512955,1393312,"{""identity_codebook_sha256"": ""2c55891b7f5bb9de35cfd5a672db6f5699fdcf0d1abc299e10417512a3c5a8ed"", ""level_codebook_sha256"": ""42ff272813ff05401b57eaec902c01c74e93bf685811652e949e7f5108c88a2b"", ""tie_vector_sha256"": ""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c""}",0.6199593884376493,0.6278735632183908,0.6302521008403361,0.058823529411764705,0.6333333333333333,0.7,0.3448275862068966,0.8333333333333334
4,1,2000,51,all,1211,42,216,119,18,10,0,0.03630610000982415,6.546616500010714,0.0005627000064123422,0.0004923999949824065,2627488,"{""identity_codebook_sha256"": ""2c55891b7f5bb9de35cfd5a672db6f5699fdcf0d1abc299e10417512a3c5a8ed"", ""level_codebook_sha256"": ""42ff272813ff05401b57eaec902c01c74e93bf685811652e949e7f5108c88a2b"", ""tie_vector_sha256"": ""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c""}",0.6339285714285714,0.6373563218390805,0.6386554621848739,0.058823529411764705,0.7333333333333333,0.5,0.4827586206896552,0.8333333333333334
4,1,5000,51,all,1211,42,216,119,18,10,0,0.03630610000982415,6.546616500010714,0.0015339999954449013,0.0025083000073209405,6464488,"{""identity_codebook_sha256"": ""2c55891b7f5bb9de35cfd5a672db6f5699fdcf0d1abc299e10417512a3c5a8ed"", ""level_codebook_sha256"": ""42ff272813ff05401b57eaec902c01c74e93bf685811652e949e7f5108c88a2b"", ""tie_vector_sha256"": ""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c""}",0.6787087912087911,0.6793103448275861,0.680672268907563,0.06722689075630252,0.7,0.6,0.5172413793103449,0.9
4,2,2000,21,50,50,42,227,108,19,9,0,0.042992600006982684,0.2867474999948172,0.0007296999974641949,0.0008049000025494024,234752,"{""identity_codebook_sha256"": ""369c506241402a1b22b8835258a42e5012f853c05b941e25d3c9e795dc82adb9"", ""level_codebook_sha256"": ""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215"", ""tie_vector_sha256"": ""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c""}",0.7649015970024374,0.7685185185185186,0.7685185185185185,0.05555555555555555,0.7037037037037037,0.6296296296296297,0.7407407407407407,1.0
4,2,5000,21,50,50,42,227,108,19,9,0,0.042992600006982684,0.2867474999948172,0.0015946999919833615,0.00214609999966342,498752,"{""identity_codebook_sha256"": ""369c506241402a1b22b8835258a42e5012f853c05b941e25d3c9e795dc82adb9"", ""level_codebook_sha256"": ""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215"", ""tie_vector_sha256"": ""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c""}",0.754085270471825,0.7592592592592593,0.7592592592592593,0.05555555555555555,0.7037037037037037,0.5925925925925926,0.7407407407407407,1.0
4,2,2000,21,100,100,42,227,108,19,9,0,0.042992600006982684,0.5777763000078266,0.000709400002961047,0.0004783999902429059,335552,"{""identity_codebook_sha256"": ""369c506241402a1b22b8835258a42e5012f853c05b941e25d3c9e795dc82adb9"", ""level_codebook_sha256"": ""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215"", ""tie_vector_sha256"": ""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c""}",0.6857240532146665,0.6944444444444444,0.6944444444444444,0.08333333333333333,0.5555555555555556,0.6296296296296297,0.5925925925925926,1.0
4,2,5000,21,100,100,42,227,108,19,9,0,0.042992600006982684,0.5777763000078266,0.0016126999980770051,0.002298399995197542,749552,"{""identity_codebook_sha256"": ""369c506241402a1b22b8835258a42e5012f853c05b941e25d3c9e795dc82adb9"", ""level_codebook_sha256"": ""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215"", ""tie_vector_sha256"": ""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c""}",0.6746581557620701,0.6851851851851852,0.6851851851851852,0.07407407407407407,0.5185185185185185,0.5925925925925926,0.6296296296296297,1.0
