outer_fold,dimension,seed,levels,feature_k,test_rows,similarity_temperature,ridge_alpha,classification_accuracy,classification_balanced_accuracy,classification_macro_f1,classification_weighted_f1,classification_severe_error_rate,classification_confusion_true_0_pred_0,classification_confusion_true_0_pred_1,classification_confusion_true_0_pred_2,classification_confusion_true_0_pred_3,classification_confusion_true_1_pred_0,classification_confusion_true_1_pred_1,classification_confusion_true_1_pred_2,classification_confusion_true_1_pred_3,classification_confusion_true_2_pred_0,classification_confusion_true_2_pred_1,classification_confusion_true_2_pred_2,classification_confusion_true_2_pred_3,classification_confusion_true_3_pred_0,classification_confusion_true_3_pred_1,classification_confusion_true_3_pred_2,classification_confusion_true_3_pred_3,similarity_mae_raw,similarity_mae_bounded,similarity_rmse_bounded,similarity_r2_bounded,similarity_spearman_bounded,ridge_mae_raw,ridge_mae_bounded,ridge_rmse_bounded,ridge_r2_bounded,ridge_spearman_bounded
2,1000,42,51,50,84,0.05,0.1,0.7023809523809523,0.7058982683982684,0.6925133689839572,0.6913992869875223,0.09523809523809523,15,1,1,3,8,10,1,3,1,1,13,6,0,0,0,21,0.6654552624141904,0.6654552624141904,0.7904694063141211,0.4903613083296686,0.7849559129332306,0.4702880255516185,0.44959421649560743,0.585007972529836,0.7208640136599236,0.8535162578690176
2,1000,43,51,50,84,0.05,0.1,0.6904761904761905,0.6939935064935066,0.6804388422035481,0.6793050553554755,0.09523809523809523,15,3,1,1,8,10,0,4,2,0,12,7,0,0,0,21,0.6853080053644337,0.6853080053644337,0.8054562498914607,0.47085320303179945,0.7612812285013271,0.40306300922465593,0.3895343404982165,0.5380581069971844,0.7638702981132751,0.8655381882681233
2,1000,44,51,50,84,0.05,0.1,0.75,0.7518939393939393,0.7495115958530594,0.7491663028248394,0.09523809523809523,15,2,0,3,5,13,0,4,1,0,14,6,0,0,0,21,0.6871417635078947,0.6871417635078947,0.8030043878011206,0.47406981546441707,0.8211476456270548,0.43951436433918323,0.4076621159605932,0.563300540937834,0.7411950391962129,0.854680782174655
2,1000,45,51,50,84,0.05,0.1,0.7142857142857143,0.7161255411255412,0.7074975919315543,0.707283091717054,0.09523809523809523,14,3,1,2,6,12,1,3,2,0,13,6,0,0,0,21,0.7289868566298757,0.7289868566298757,0.8469865280348429,0.4148795657480887,0.7354210277062311,0.4553354281853336,0.4280262021659258,0.5804301213467927,0.7252155552641891,0.8521494794052723
2,1000,46,51,50,84,0.05,0.1,0.7380952380952381,0.7399891774891775,0.732572912805471,0.732865148562823,0.09523809523809523,15,1,2,2,6,13,1,2,2,0,13,6,0,0,0,21,0.6718889269685407,0.6718889269685407,0.8035033317920462,0.47341604262609105,0.7848827138205878,0.39824614548946824,0.3825101175441821,0.5400907568579965,0.7620828495040877,0.8688694893330929
2,2000,42,51,50,84,0.05,0.01,0.7023809523809523,0.7047619047619047,0.6939296439296438,0.6934761291904149,0.10714285714285714,14,1,2,3,7,11,1,3,1,1,13,6,0,0,0,21,0.6925998550425558,0.6925998550425558,0.8117723440178296,0.4625219127797833,0.7822266317332628,0.4770229504390309,0.4416891612202636,0.6353619496360333,0.670743266846417,0.812134339567873
2,2000,43,51,50,84,0.05,0.01,0.7142857142857143,0.7178030303030303,0.7056033306033306,0.7047014547014547,0.10714285714285714,15,1,2,2,8,10,0,4,1,0,14,6,0,0,0,21,0.679334146356976,0.679334146356976,0.802824142603987,0.47430589325443684,0.7706402579035151,0.449569901458413,0.41094427318857396,0.5777355496726427,0.7277609356203023,0.8430253518268168
2,2000,44,51,50,84,0.05,0.1,0.75,0.7518939393939393,0.7484239052916846,0.7478584673064775,0.08333333333333333,15,3,0,2,5,13,0,4,1,0,14,6,0,0,0,21,0.6730031537880369,0.6730031537880369,0.7935782581838665,0.4863446902856021,0.7924222224227973,0.39676144002736,0.3706454036076644,0.5299247199669209,0.770955104205441,0.8730761429101739
2,2000,45,51,50,84,0.05,0.01,0.7142857142857143,0.7149891774891775,0.7085526315789473,0.7089598997493735,0.10714285714285714,13,3,1,3,5,13,1,3,2,0,13,6,0,0,0,21,0.7142277523796462,0.7142277523796462,0.8349441937642412,0.43139960373603436,0.7350550321430172,0.43214593454120687,0.40614713135254293,0.5568917422828211,0.747050505205589,0.8605357355660681
2,2000,46,51,50,84,0.05,0.01,0.7380952380952381,0.7399891774891775,0.7318458568458568,0.731707963850821,0.09523809523809523,15,2,2,1,5,13,1,3,2,0,13,6,0,0,0,21,0.6603969358462197,0.6603969358462197,0.7827161784678679,0.5003097432961066,0.7880825607446876,0.3937071697449642,0.36227143597981715,0.5036053333700029,0.7931417235959184,0.893092337388134
