outer_fold,inner_fold,dimension,levels,k,effective_k,seed,train_rows,validation_rows,train_subjects,validation_subjects,subject_overlap_count,preprocessing_seconds,encoding_seconds,prototype_training_seconds,inference_seconds,model_bytes,codebook_hashes,macro_f1,balanced_accuracy,accuracy,severe_error_rate,recall_class_0,recall_class_1,recall_class_2,recall_class_3
5,1,2000,21,50,50,42,216,120,18,10,0,0.05189210000389721,0.29456460000074003,0.000665100000333041,0.020620999988750555,237536,"{""identity_codebook_sha256"": ""5c0668f3abe20745be0527b45113185115b9091d971dba2f5ee608675cf28340"", ""level_codebook_sha256"": ""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215"", ""tie_vector_sha256"": ""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c""}",0.8078421125975473,0.8079347423062662,0.8083333333333333,0.016666666666666666,0.7586206896551724,0.8064516129032258,0.6666666666666666,1.0
5,1,5000,21,50,50,42,216,120,18,10,0,0.05189210000389721,0.29456460000074003,0.0015066000050865114,0.0035174999939044937,501536,"{""identity_codebook_sha256"": ""5c0668f3abe20745be0527b45113185115b9091d971dba2f5ee608675cf28340"", ""level_codebook_sha256"": ""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215"", ""tie_vector_sha256"": ""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c""}",0.8664658893532133,0.8649054505005562,0.8666666666666667,0.016666666666666666,0.7241379310344828,0.9354838709677419,0.8,1.0
5,1,2000,21,100,100,42,216,120,18,10,0,0.05189210000389721,0.579274899995653,0.0006624000088777393,0.0006543000054080039,338336,"{""identity_codebook_sha256"": ""5c0668f3abe20745be0527b45113185115b9091d971dba2f5ee608675cf28340"", ""level_codebook_sha256"": ""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215"", ""tie_vector_sha256"": ""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c""}",0.6702660237619747,0.6820912124582871,0.6833333333333333,0.016666666666666666,0.6896551724137931,0.8387096774193549,0.3,0.9
5,1,5000,21,100,100,42,216,120,18,10,0,0.05189210000389721,0.579274899995653,0.001554200003738515,0.002630299990414642,752336,"{""identity_codebook_sha256"": ""5c0668f3abe20745be0527b45113185115b9091d971dba2f5ee608675cf28340"", ""level_codebook_sha256"": ""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215"", ""tie_vector_sha256"": ""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c""}",0.6889203928699353,0.6984890619206526,0.7,0.016666666666666666,0.6896551724137931,0.8709677419354839,0.3333333333333333,0.9
5,1,2000,21,200,200,42,216,120,18,10,0,0.05189210000389721,1.1696527000021888,0.000665400002617389,0.0006294999911915511,539936,"{""identity_codebook_sha256"": ""5c0668f3abe20745be0527b45113185115b9091d971dba2f5ee608675cf28340"", ""level_codebook_sha256"": ""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215"", ""tie_vector_sha256"": ""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c""}",0.6104484547457938,0.6237393400074156,0.625,0.058333333333333334,0.6551724137931034,0.8064516129032258,0.26666666666666666,0.7666666666666667
5,1,5000,21,200,200,42,216,120,18,10,0,0.05189210000389721,1.1696527000021888,0.0015377999952761456,0.002767100013443269,1253936,"{""identity_codebook_sha256"": ""5c0668f3abe20745be0527b45113185115b9091d971dba2f5ee608675cf28340"", ""level_codebook_sha256"": ""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215"", ""tie_vector_sha256"": ""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c""}",0.6026513170449004,0.6234705228031145,0.625,0.041666666666666664,0.6551724137931034,0.8387096774193549,0.2,0.8
5,1,2000,21,all,1543,42,216,120,18,10,0,0.05189210000389721,9.290770899999188,0.0012161999911768362,0.0009289000008720905,3247424,"{""identity_codebook_sha256"": ""5c0668f3abe20745be0527b45113185115b9091d971dba2f5ee608675cf28340"", ""level_codebook_sha256"": ""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215"", ""tie_vector_sha256"": ""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c""}",0.5464239023545994,0.5506581386725992,0.55,0.08333333333333333,0.7241379310344828,0.6451612903225806,0.23333333333333334,0.6
5,1,5000,21,all,1543,42,216,120,18,10,0,0.05189210000389721,9.290770899999188,0.002216599998064339,0.002999400006956421,7990424,"{""identity_codebook_sha256"": ""5c0668f3abe20745be0527b45113185115b9091d971dba2f5ee608675cf28340"", ""level_codebook_sha256"": ""b688dfaa8d4bcadbca58f6ad34df3d5e8c11cf772266c4725995b12f41d5b215"", ""tie_vector_sha256"": ""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c""}",0.547086918420804,0.5512143121987394,0.55,0.075,0.7586206896551724,0.6129032258064516,0.3,0.5333333333333333
5,1,2000,51,50,50,42,216,120,18,10,0,0.05189210000389721,0.3017647999949986,0.0007010000117588788,0.0010543000098550692,297536,"{""identity_codebook_sha256"": ""5c0668f3abe20745be0527b45113185115b9091d971dba2f5ee608675cf28340"", ""level_codebook_sha256"": ""42ff272813ff05401b57eaec902c01c74e93bf685811652e949e7f5108c88a2b"", ""tie_vector_sha256"": ""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c""}",0.8310025300442758,0.8315350389321468,0.8333333333333334,0.016666666666666666,0.6551724137931034,0.8709677419354839,0.8666666666666667,0.9333333333333333
5,1,5000,51,50,50,42,216,120,18,10,0,0.05189210000389721,0.3017647999949986,0.0015985999925760552,0.0027992999966954812,651536,"{""identity_codebook_sha256"": ""5c0668f3abe20745be0527b45113185115b9091d971dba2f5ee608675cf28340"", ""level_codebook_sha256"": ""42ff272813ff05401b57eaec902c01c74e93bf685811652e949e7f5108c88a2b"", ""tie_vector_sha256"": ""46125906026eeb688d5155235c7e575e7b51d78c831a1a486e205cdb6456745c""}",0.8656631562881563,0.8649054505005562,0.8666666666666667,0.016666666666666666,0.7241379310344828,0.9354838709677419,0.8,1.0
