outer_fold,dimension,seed,levels,feature_k,test_rows,similarity_temperature,ridge_alpha,classification_accuracy,classification_balanced_accuracy,classification_macro_f1,classification_weighted_f1,classification_severe_error_rate,classification_confusion_true_0_pred_0,classification_confusion_true_0_pred_1,classification_confusion_true_0_pred_2,classification_confusion_true_0_pred_3,classification_confusion_true_1_pred_0,classification_confusion_true_1_pred_1,classification_confusion_true_1_pred_2,classification_confusion_true_1_pred_3,classification_confusion_true_2_pred_0,classification_confusion_true_2_pred_1,classification_confusion_true_2_pred_2,classification_confusion_true_2_pred_3,classification_confusion_true_3_pred_0,classification_confusion_true_3_pred_1,classification_confusion_true_3_pred_2,classification_confusion_true_3_pred_3,similarity_mae_raw,similarity_mae_bounded,similarity_rmse_bounded,similarity_r2_bounded,similarity_spearman_bounded,ridge_mae_raw,ridge_mae_bounded,ridge_rmse_bounded,ridge_r2_bounded,ridge_spearman_bounded
5,5000,42,51,50,83,0.05,0.01,0.7590361445783133,0.7589285714285714,0.7555729984301414,0.7554084469747121,0.0,11,10,0,0,1,16,4,0,0,2,15,3,0,0,0,21,0.6947546305924721,0.6947546305924721,0.7887265581066398,0.5070652012336252,0.89199074120681,0.30361195683805575,0.27483836567346387,0.3580152009794443,0.8984360735233756,0.9555317873311632
5,5000,43,51,50,83,0.05,0.01,0.7469879518072289,0.7470238095238095,0.741879290617849,0.7413058641890214,0.012048192771084338,10,11,0,0,1,16,3,1,0,2,15,3,0,0,0,21,0.7213295391819785,0.7213295391819785,0.8188903197929813,0.46864102134171415,0.876794729017008,0.3102081384079953,0.28057004291628773,0.3827838148301027,0.883896935881785,0.9496503304461713
5,5000,44,51,50,83,0.05,0.01,0.7710843373493976,0.7714285714285714,0.7666666666666666,0.7662650602409639,0.0,11,10,0,0,1,16,4,0,0,1,16,3,0,0,0,21,0.7047844139589268,0.7047844139589268,0.7977415119140897,0.49573255347186485,0.8957843248490572,0.33835882902070646,0.3063308789831747,0.40971095896859994,0.8669877284870022,0.9379923242689168
5,5000,45,51,50,83,0.05,0.01,0.7590361445783133,0.7589285714285714,0.7555729984301414,0.7554084469747121,0.0,11,10,0,0,1,16,4,0,0,2,15,3,0,0,0,21,0.7108268346499917,0.7108268346499917,0.8073438308921456,0.48351987828902676,0.8830487226215128,0.30601130602144067,0.2686673761252281,0.37602633376997224,0.8879600078663464,0.9512386245886423
5,5000,46,51,50,83,0.05,0.01,0.7590361445783133,0.7589285714285714,0.7557317663907668,0.7553252372604083,0.0,11,10,0,0,2,16,3,0,0,2,15,3,0,0,0,21,0.6952000425426093,0.6952000425426093,0.786507050354379,0.5098355738404099,0.9115764716112125,0.32552098219796033,0.29995214570986983,0.40946738431201984,0.8671458340351058,0.9374993844160477
5,10000,42,51,50,83,0.05,0.01,0.7469879518072289,0.7464285714285714,0.7424800707592085,0.7423080624941778,0.0,11,10,0,0,2,16,3,0,0,2,14,4,0,0,0,21,0.7044242779065779,0.7044242779065779,0.7985137745557314,0.49475575735663,0.8897362686422745,0.26926487147882466,0.24418828264073986,0.3289911926617865,0.9142359873240244,0.9590230279812691
5,10000,43,51,50,83,0.05,0.01,0.7469879518072289,0.7464285714285714,0.7425254172974538,0.7423539553762574,0.012048192771084338,11,10,0,0,1,16,3,1,0,2,14,4,0,0,0,21,0.707778707273733,0.707778707273733,0.8043942967887723,0.487286781407669,0.881303674146079,0.27880380721203935,0.25611089135454446,0.3443808671294097,0.9060245142223309,0.9575818590945951
5,10000,44,51,50,83,0.05,0.01,0.7590361445783133,0.7589285714285714,0.7555729984301414,0.7554084469747121,0.0,11,10,0,0,1,16,4,0,0,2,15,3,0,0,0,21,0.7083040885289655,0.7083040885289655,0.8025827889725426,0.48959345660174647,0.8911669916159219,0.2895556632572369,0.26292751090392286,0.3497484024622512,0.9030722731450984,0.9557396661474441
5,10000,45,51,50,83,0.05,0.01,0.7590361445783133,0.7589285714285714,0.7555729984301414,0.7554084469747121,0.0,11,10,0,0,1,16,4,0,0,2,15,3,0,0,0,21,0.6993561306031661,0.6993561306031661,0.7949562344426538,0.4992476591068197,0.8978978928783093,0.26894943421297823,0.24238910125694582,0.3460013634100339,0.9051380235053188,0.9572064216155178
5,10000,46,51,50,83,0.05,0.01,0.7590361445783133,0.7589285714285714,0.7557317663907668,0.7553252372604083,0.0,11,10,0,0,2,16,3,0,0,2,15,3,0,0,0,21,0.7030828186640959,0.7030828186640959,0.7959770911145583,0.49796073392327267,0.8943536018754097,0.300364589638633,0.27508306973481483,0.37579264620915714,0.8880992226734203,0.9471332027169794
