outer_fold,dimension,seed,levels,feature_k,test_rows,similarity_temperature,ridge_alpha,classification_accuracy,classification_balanced_accuracy,classification_macro_f1,classification_weighted_f1,classification_severe_error_rate,classification_confusion_true_0_pred_0,classification_confusion_true_0_pred_1,classification_confusion_true_0_pred_2,classification_confusion_true_0_pred_3,classification_confusion_true_1_pred_0,classification_confusion_true_1_pred_1,classification_confusion_true_1_pred_2,classification_confusion_true_1_pred_3,classification_confusion_true_2_pred_0,classification_confusion_true_2_pred_1,classification_confusion_true_2_pred_2,classification_confusion_true_2_pred_3,classification_confusion_true_3_pred_0,classification_confusion_true_3_pred_1,classification_confusion_true_3_pred_2,classification_confusion_true_3_pred_3,similarity_mae_raw,similarity_mae_bounded,similarity_rmse_bounded,similarity_r2_bounded,similarity_spearman_bounded,ridge_mae_raw,ridge_mae_bounded,ridge_rmse_bounded,ridge_r2_bounded,ridge_spearman_bounded
5,1000,42,51,50,83,0.05,0.1,0.7590361445783133,0.7589285714285714,0.7557317663907668,0.7553252372604083,0.0,11,10,0,0,2,16,3,0,0,2,15,3,0,0,0,21,0.6972700817872706,0.6972700817872706,0.7889707190780818,0.5067599647307739,0.9113813730238969,0.33901339812012404,0.31328635011318723,0.4139385293853879,0.8642286132976785,0.9395195220154023
5,1000,43,51,50,83,0.05,0.1,0.6867469879518072,0.6857142857142857,0.6821983273596176,0.6823854558017014,0.012048192771084338,9,12,0,0,1,16,3,1,0,5,12,3,0,0,1,20,0.7386423220901519,0.7386423220901519,0.8328681161599027,0.450346468802557,0.8828536240341972,0.3765647662413006,0.3425844913484702,0.459844473996641,0.8324445753982873,0.934262305331861
5,1000,44,51,50,83,0.05,0.1,0.7951807228915663,0.7958333333333333,0.79103403821762,0.7905733845493633,0.0,12,9,0,0,1,16,4,0,0,0,17,3,0,0,0,21,0.6758721061653737,0.6758721061653737,0.7666083703826418,0.534324207142617,0.9016372824685246,0.375638014194171,0.33353182116971947,0.4451650922990117,0.8429714023099221,0.9261396820698445
5,1000,45,51,50,83,0.05,0.1,0.7710843373493976,0.7702380952380952,0.7699248120300752,0.7703233988585922,0.0,13,8,0,0,1,16,4,0,0,3,14,3,0,0,0,21,0.7390525116820205,0.7390525116820205,0.8366235275366174,0.44537850622074937,0.8774233800205803,0.3733779919268793,0.3521900048705879,0.46711292285656647,0.8271058441088595,0.9242691922025434
5,1000,46,51,50,83,0.05,0.1,0.7590361445783133,0.7583333333333333,0.7543463958810069,0.7545572909486917,0.0,11,10,0,0,0,17,4,0,0,2,14,4,0,0,0,21,0.7147332011370463,0.7147332011370463,0.8091437802433967,0.48121435658992506,0.9061679052184085,0.4009376825322698,0.3594022615198733,0.4665521180612467,0.8275207402210992,0.9180775750823286
5,2000,42,51,50,83,0.05,0.1,0.7951807228915663,0.7958333333333333,0.7911749482401655,0.7904662126767941,0.0,12,9,0,0,2,16,3,0,0,0,17,3,0,0,0,21,0.7102576048967497,0.7102576048967497,0.8031253511435652,0.4889031330854344,0.8988083529524488,0.33012951087514364,0.30354547150502914,0.3955411298821372,0.876029073059983,0.9518592486186175
5,2000,43,51,50,83,0.05,0.1,0.7228915662650602,0.7220238095238095,0.7191051628551628,0.7193027828569998,0.0,10,11,0,0,1,16,4,0,0,4,13,3,0,0,0,21,0.7308467501337333,0.7308467501337333,0.8252920713302342,0.46030065060147485,0.8813253517668919,0.36603677909239885,0.33291203273079256,0.43870977440914116,0.847492511204182,0.9390803278133625
5,2000,44,51,50,83,0.05,0.1,0.7831325301204819,0.7833333333333333,0.7800166875260743,0.7797759247251836,0.0,12,9,0,0,1,16,4,0,0,1,16,3,0,0,0,21,0.6843795659739191,0.6843795659739191,0.7763039473953461,0.5224705747284497,0.8944511511690675,0.32573692572559704,0.294592777406787,0.406749228123592,0.8689038239802529,0.9344405341506169
5,2000,45,51,50,83,0.05,0.01,0.7710843373493976,0.7708333333333333,0.768796992481203,0.7685478757133799,0.0,12,9,0,0,2,16,3,0,0,2,15,3,0,0,0,21,0.7227162247424477,0.7227162247424477,0.8192568804179642,0.4681652094574683,0.8726651422521616,0.38321770559227764,0.3391670428546647,0.45763928214589,0.8340477518004894,0.9286612683886636
5,2000,46,51,50,83,0.05,0.01,0.7710843373493976,0.7708333333333334,0.767800741918389,0.7672825483172755,0.0,11,10,0,0,2,17,2,0,0,2,15,3,0,0,0,21,0.6979352942631302,0.6979352942631302,0.7883288572048975,0.5075621825689511,0.9088559301992009,0.38735041198434633,0.3429241008608606,0.4561729582472324,0.8351095046443042,0.9225238310447756
