model,model_slug,outer_fold,train_rows,test_rows,train_subjects,test_subjects,subject_overlap_count,inner_candidate_count,selected_k,selected_alpha,best_inner_bounded_mae,mae_raw,mae_bounded,rmse_raw,rmse_bounded,r2_raw,r2_bounded,spearman_raw,spearman_bounded,fit_and_search_time_seconds,prediction_time_seconds
Ridge,ridge,1,335,84,28,7,0,20,200,1.0,0.2899332303290218,0.8126244316386548,0.39187250959465464,1.7335570986927271,0.6813824817464433,-1.4041761715423564,0.6285743308552463,0.7781647233179967,0.7902941835556949,4.4205890000012005,0.010628599993651733
Ridge,ridge,2,335,84,28,7,0,20,200,1.0,0.28200980440621465,0.4250907691795863,0.3030772961780631,0.7058618828117103,0.4852277101967926,0.5936205665112226,0.8079636472868621,0.8904985763480723,0.8987556364766229,4.223476800005301,0.012023899995256215
Ridge,ridge,3,335,84,28,7,0,20,100,0.1,0.3486194449507553,0.42685898105218717,0.3430820048900115,0.5864307085294641,0.5265721384034701,0.7248792192749045,0.7781774264457575,0.8695068578835403,0.8690020404191863,4.346610299995518,0.012137700003222562
Ridge,ridge,4,335,84,28,7,0,20,100,10.0,0.3258672927798556,0.7219059734331107,0.291648641246434,2.033518267803347,0.44132305588149473,-2.3081572363919394,0.8441871682779353,0.9002469993238676,0.9057771383262372,4.254449000000022,0.010533300010138191
Ridge,ridge,5,336,83,28,7,0,20,200,1.0,0.3171165173804163,0.34325737463118206,0.2667361814101394,0.5538047885744313,0.41025720775243885,0.7569755537878228,0.8666328137569737,0.9218516638764994,0.9240861588284154,4.314360900010797,0.012190699999337085
