model,model_slug,strategy,outer_fold,train_rows,test_rows,train_subjects,test_subjects,subject_overlap_count,train_target_mean,train_target_median,prediction_value,mae_raw,mae_bounded,rmse_raw,rmse_bounded,r2_raw,r2_bounded,spearman_raw,spearman_bounded,fit_time_seconds,prediction_time_seconds
Dummy Regressor Median,dummy_median,median,1,335,84,28,7,0,2.5014925373134327,2.0,2.0,1.0,1.0,1.224744871391589,1.224744871391589,-0.19999999999999996,-0.19999999999999996,,,0.0003978000022470951,2.5200002710334957e-05
Dummy Regressor Median,dummy_median,median,2,335,84,28,7,0,2.4985074626865673,2.0,2.0,0.9880952380952381,0.9880952380952381,1.2198750911856664,1.2198750911856664,-0.21373251647208424,-0.21373251647208424,,,0.00038240000139921904,2.4600012693554163e-05
Dummy Regressor Median,dummy_median,median,3,335,84,28,7,0,2.5014925373134327,2.0,2.0,1.0,1.0,1.224744871391589,1.224744871391589,-0.19999999999999996,-0.19999999999999996,,,0.0004236000095261261,2.5300003471784294e-05
Dummy Regressor Median,dummy_median,median,4,335,84,28,7,0,2.5014925373134327,2.0,2.0,1.0,1.0,1.224744871391589,1.224744871391589,-0.19999999999999996,-0.19999999999999996,,,0.0004743000026792288,2.6399997295811772e-05
Dummy Regressor Median,dummy_median,median,5,336,83,28,7,0,2.5029761904761907,2.5,2.5,1.0060240963855422,1.0060240963855422,1.1234091831434725,1.1234091831434725,-2.8755463538310266e-05,-2.8755463538310266e-05,,,0.0004258999979356304,3.429999924264848e-05
