outer_fold,seed,selected_k,selected_n_estimators,selected_max_depth,selected_max_features,selected_min_samples_leaf,best_inner_bounded_mae,mae_raw,mae_bounded,rmse_raw,rmse_bounded,r2_raw,r2_bounded,spearman_raw,spearman_bounded,fit_time_seconds,prediction_time_seconds
2,42,all,200,,0.3,1,0.16730703392468096,0.19142857142857142,0.19142857142857142,0.3714178111994503,0.3714178111994503,0.8874831117789851,0.8874831117789851,0.9318339860380351,0.9318339860380351,0.6359640999871772,0.03829019999830052
2,43,all,200,,0.3,1,0.16730703392468096,0.1836309523809524,0.1836309523809524,0.3680672654621189,0.3680672654621189,0.8895039764189111,0.8895039764189111,0.9323744406656723,0.9323744406656723,0.7308785000059288,0.04070789999968838
2,44,all,200,,0.3,1,0.16730703392468096,0.18958333333333333,0.18958333333333333,0.3739727994947022,0.3739727994947022,0.8859297769044041,0.8859297769044041,0.9370786682639103,0.9370786682639103,0.7838816000003135,0.03902179999568034
2,45,all,200,,0.3,1,0.16730703392468096,0.1888690476190476,0.1888690476190476,0.37029307890603935,0.37029307890603935,0.8881635302277193,0.8881635302277193,0.9370663718321559,0.9370663718321559,0.7968688000109978,0.039583200006745756
2,46,all,200,,0.3,1,0.16730703392468096,0.19416666666666668,0.19416666666666668,0.3878374107056425,0.3878374107056425,0.8773149462489885,0.8773149462489885,0.93118657053795,0.93118657053795,0.7738899999967543,0.03724130000045989
