candidate_index,feature_selection__k,regressor__n_estimators,regressor__max_depth,regressor__max_features,regressor__min_samples_leaf,split_1_validation_bounded_mae,split_2_validation_bounded_mae,split_3_validation_bounded_mae,mean_validation_bounded_mae,std_validation_bounded_mae,rank
25,100,200,12,sqrt,1,0.29542016806722676,0.2721759259259259,0.20101851851851849,0.2562048708372237,0.04015987889975146,33
26,100,500,12,sqrt,1,0.2998151260504201,0.27244444444444443,0.20297222222222222,0.25841059757236223,0.04076230815341696,36
27,100,200,12,sqrt,2,0.30533183273309333,0.27550971854791295,0.20740641534391543,0.26274932220830727,0.04098347332579352,40
28,100,500,12,sqrt,2,0.3035707816459919,0.2783162184009406,0.20594032186948857,0.2626091073054737,0.04137601296457375,37
29,100,200,12,0.3,1,0.22903361344537818,0.21763888888888885,0.1297685185185185,0.19214700695092848,0.04435287890891862,17
30,100,500,12,0.3,1,0.22926050420168062,0.2154259259259259,0.1360555555555555,0.19358066189438736,0.0410666310888977,19
31,100,200,12,0.3,2,0.23716354875283438,0.2259675925925926,0.14056068121693127,0.20123060752078606,0.04314292005935539,23
32,100,500,12,0.3,2,0.234036341203148,0.22416701940035286,0.1444723104056438,0.20089189033638155,0.04009761113318733,21
33,200,200,,sqrt,1,0.2927731092436975,0.30453703703703705,0.22129629629629624,0.2728688141923436,0.036782160085973924,43
34,200,500,,sqrt,1,0.29115966386554626,0.3031851851851851,0.2318703703703703,0.2754050731403672,0.03117270226449476,47
35,200,200,,sqrt,2,0.2982871148459384,0.3118466710758377,0.22220116843033513,0.27744498478403706,0.03945355772110723,51
36,200,500,,sqrt,2,0.2899158063225289,0.3112714145422479,0.23061990740740743,0.2772690427573948,0.0341186349109946,50
37,200,200,,0.3,1,0.1783613445378151,0.22759259259259254,0.15041666666666664,0.18545686793235808,0.0319039258275308,11
38,200,500,,0.3,1,0.179546218487395,0.22922222222222222,0.147,0.18525614690320572,0.033809031521921135,9
39,200,200,,0.3,2,0.18071591970121378,0.2257972582972583,0.15530722736625518,0.1872734684549091,0.02914861002296407,13
40,200,500,,0.3,2,0.18196417900493533,0.22993429132595805,0.1501261096413875,0.18734152665742698,0.032802676382486164,15
41,200,200,12,sqrt,1,0.2927731092436975,0.30453703703703705,0.22129629629629624,0.2728688141923436,0.036782160085973924,43
42,200,500,12,sqrt,1,0.29115966386554626,0.3031851851851851,0.2318703703703703,0.2754050731403672,0.03117270226449476,47
43,200,200,12,sqrt,2,0.2982871148459384,0.31184667107583774,0.22220116843033508,0.27744498478403706,0.039453557721107264,51
44,200,500,12,sqrt,2,0.2899158063225289,0.3112714145422479,0.23061990740740737,0.2772690427573947,0.03411863491099462,49
45,200,200,12,0.3,1,0.1783613445378151,0.22759259259259254,0.15041666666666664,0.18545686793235808,0.0319039258275308,11
46,200,500,12,0.3,1,0.179546218487395,0.22922222222222222,0.147,0.18525614690320572,0.033809031521921135,9
47,200,200,12,0.3,2,0.18071591970121378,0.2257972582972583,0.15530722736625518,0.1872734684549091,0.02914861002296407,13
48,200,500,12,0.3,2,0.1819641790049354,0.22993429132595805,0.1501261096413875,0.18734152665742698,0.03280267638248616,15
49,all,200,,sqrt,1,0.34285714285714286,0.37157407407407395,0.2752314814814815,0.32988756613756615,0.040386724114732736,61
50,all,500,,sqrt,1,0.34416806722689064,0.36157407407407405,0.27946296296296297,0.3284017014213092,0.03532697137704526,57
51,all,200,,sqrt,2,0.3538093904228359,0.3740995921516753,0.2764815733392122,0.33479685197124115,0.04205890205412427,63
52,all,500,,sqrt,2,0.34567023476057096,0.3650482142857144,0.27853491328630214,0.32975112077752916,0.037069317545714575,60
53,all,200,,0.3,1,0.17634453781512605,0.22925925925925925,0.11388888888888886,0.1731642286544247,0.04715341178619238,1
54,all,500,,0.3,1,0.17482352941176468,0.22948148148148148,0.11553703703703702,0.17328068264342775,0.04653041576611438,3
55,all,200,,0.3,2,0.17195513205282112,0.22980621693121692,0.11849647266313934,0.17341927388239245,0.045453804943253705,6
56,all,500,,0.3,2,0.17107906495931707,0.23127401795735134,0.11922619047619053,0.17385975779761964,0.04578557342153192,7
57,all,200,12,sqrt,1,0.34285714285714286,0.37157407407407395,0.2752314814814815,0.32988756613756615,0.040386724114732736,61
58,all,500,12,sqrt,1,0.34416806722689064,0.36157407407407405,0.27946296296296297,0.3284017014213092,0.03532697137704526,57
59,all,200,12,sqrt,2,0.3538093904228359,0.3740995921516753,0.2764815733392122,0.33479685197124115,0.04205890205412427,63
60,all,500,12,sqrt,2,0.3456702347605709,0.3650482142857144,0.2785349132863021,0.3297511207775291,0.03706931754571459,59
61,all,200,12,0.3,1,0.17634453781512605,0.22925925925925925,0.11388888888888886,0.1731642286544247,0.04715341178619238,1
62,all,500,12,0.3,1,0.17482352941176468,0.22948148148148148,0.11553703703703702,0.17328068264342775,0.04653041576611438,3
63,all,200,12,0.3,2,0.1719551320528211,0.22980621693121683,0.11849647266313933,0.17341927388239242,0.04545380494325368,5
64,all,500,12,0.3,2,0.17107906495931713,0.23127401795735134,0.11922619047619053,0.17385975779761967,0.04578557342153192,8
