candidate_index,feature_selection__k,regressor__n_estimators,regressor__max_depth,regressor__max_features,regressor__min_samples_leaf,split_1_validation_bounded_mae,split_2_validation_bounded_mae,split_3_validation_bounded_mae,mean_validation_bounded_mae,std_validation_bounded_mae,rank
1,50,200,,sqrt,1,0.29920168067226893,0.31870370370370366,0.18402777777777773,0.26731105405125005,0.059425921985344056,41
2,50,500,,sqrt,1,0.30443697478991594,0.326537037037037,0.18896296296296294,0.273312324929972,0.060322546011767925,45
3,50,200,,sqrt,2,0.30729541816726685,0.33129741696061143,0.19882129997060558,0.27913804503282796,0.057631638530477605,53
4,50,500,,sqrt,2,0.31019890622915836,0.3387031378600824,0.20081657113462678,0.28323953840795585,0.05943221323952495,55
5,50,200,,0.3,1,0.2517226890756303,0.2955092592592592,0.1436574074074074,0.23029645191409898,0.0638177559246423,27
6,50,500,,0.3,1,0.25757983193277306,0.29300000000000004,0.13979629629629628,0.23012537607635644,0.06548869656621163,25
7,50,200,,0.3,2,0.25321828731492607,0.2968923611111111,0.14895509994121103,0.23302191612241607,0.06206060676264798,29
8,50,500,,0.3,2,0.2583091836734695,0.3023962301587303,0.1453893812463257,0.23536493169284187,0.06611916855478228,31
9,50,200,12,sqrt,1,0.29920168067226893,0.31870370370370366,0.18402777777777773,0.26731105405125005,0.059425921985344056,41
10,50,500,12,sqrt,1,0.3044557365803464,0.3266481481481482,0.18896296296296294,0.27335561589715257,0.06035846079742595,46
11,50,200,12,sqrt,2,0.30729541816726685,0.3312974169606114,0.19882129997060558,0.27913804503282796,0.057631638530477584,53
12,50,500,12,sqrt,2,0.31019890622915836,0.3387031378600824,0.20081657113462678,0.28323953840795585,0.05943221323952495,55
13,50,200,12,0.3,1,0.2517226890756303,0.2955092592592592,0.1436574074074074,0.23029645191409898,0.0638177559246423,27
14,50,500,12,0.3,1,0.25757983193277306,0.29300000000000004,0.13979629629629628,0.23012537607635644,0.06548869656621163,25
15,50,200,12,0.3,2,0.25321828731492607,0.2968923611111111,0.14895509994121103,0.23302191612241607,0.06206060676264798,29
16,50,500,12,0.3,2,0.2583091836734695,0.3023962301587303,0.1453893812463257,0.23536493169284187,0.06611916855478228,31
17,100,200,,sqrt,1,0.29542016806722676,0.2721759259259259,0.20101851851851849,0.2562048708372237,0.04015987889975146,33
18,100,500,,sqrt,1,0.2998151260504201,0.27244444444444443,0.20294444444444443,0.25840133831310297,0.0407749012756922,35
19,100,200,,sqrt,2,0.30533183273309333,0.27550971854791295,0.20740641534391535,0.2627493222083072,0.04098347332579356,39
20,100,500,,sqrt,2,0.303570781645992,0.2783162184009406,0.20594032186948857,0.2626091073054737,0.041376012964573786,37
21,100,200,,0.3,1,0.22903361344537818,0.21763888888888885,0.1297685185185185,0.19214700695092848,0.04435287890891862,17
22,100,500,,0.3,1,0.22926050420168062,0.2154259259259259,0.1360555555555555,0.19358066189438736,0.0410666310888977,19
23,100,200,,0.3,2,0.23716354875283438,0.2259675925925926,0.14056068121693127,0.20123060752078606,0.04314292005935539,23
24,100,500,,0.3,2,0.234036341203148,0.22416701940035288,0.14447231040564382,0.20089189033638155,0.04009761113318732,21
