outer_fold,seed,selected_k,selected_n_estimators,selected_learning_rate,selected_max_depth,best_inner_bounded_mae,mae_raw,mae_bounded,rmse_raw,rmse_bounded,r2_raw,r2_bounded,spearman_raw,spearman_bounded,fit_time_seconds,prediction_time_seconds
4,42,100,300,0.1,3,0.13696259594908342,0.12341663703234772,0.11355307647294953,0.25253036347146446,0.25005692120381673,0.948982732419976,0.9499772289264545,0.9560183987941754,0.9567694238422152,2.8576104000094347,0.009747100004460663
4,43,100,300,0.1,3,0.13696259594908342,0.1304887735344584,0.12028021248192304,0.26117507760531056,0.25864879504254923,0.945430063070288,0.9464806406584299,0.9551401090387374,0.9557693027231031,2.832185000006575,0.010437699995236471
4,44,100,300,0.1,3,0.13696259594908342,0.13007980895247906,0.12037259862613758,0.26353328041064544,0.2613466258568873,0.9444401680928033,0.9453583529225762,0.9547009641610185,0.9554509542641137,2.828261199989356,0.010514800000237301
4,45,100,300,0.1,3,0.13696259594908342,0.12721579427250132,0.11746002451028113,0.26101296955103087,0.2587701554307316,0.9454977837809221,0.946430405326684,0.9551401090387374,0.9558177537561467,2.821674900013022,0.01007279999612365
4,46,100,300,0.1,3,0.13696259594908342,0.12781328096407882,0.11779831820115466,0.2588873618967015,0.25653724817259155,0.946381867080133,0.9473509122400273,0.9551401090387374,0.9558177537561467,2.8585822000022745,0.010048600001027808
