outer_fold,dimension,seed,test_rows,warmups,timed_repetitions,clock,preprocessing_median_batch_ns,encoding_median_batch_ns,dual_heads_median_batch_ns,complete_inference_median_batch_ns,complete_inference_median_per_sample_ns,encoding_throughput_rows_per_second,identity_hv_bytes,level_hv_bytes,tie_vector_bytes,prototype_bytes,ridge_readout_bytes,preprocessing_state_bytes,total_model_component_bytes,model_artifact_file_bytes,inference_python_peak_allocated_bytes,repeated_outputs_discarded,repeated_output_digest,frozen_prediction_max_abs_difference
5,2000,46,83,5,30,time.perf_counter_ns,2568850,19805150,1328800,23361250,281460.843373494,4190.82915302333,100000,102000,2000,32000,16008,52528,304536,13654,4424904,True,9aeeb7d3c4d177ca7497a4de9c5bac836aa7a7f6408aab8bf6bdfc0964feaa24,4.440892098500626e-16
5,5000,42,83,5,30,time.perf_counter_ns,2525600,75797150,4959550,82938700,999261.4457831326,1095.0279792841816,250000,255000,5000,80000,40008,52528,682536,31956,5416508,True,73a09eb27113f92ad3a3c4107d31789cb1ee0eaeb0fef3c434301fa88310a63c,4.440892098500626e-16
5,5000,43,83,5,30,time.perf_counter_ns,2853550,89811350,6541600,99202650,1195212.6506024096,924.1593629312999,250000,255000,5000,80000,40008,52528,682536,31546,5416508,True,0d5041e2cd7f119af2da61bb54223af314a8cfff39aca98cb465e1e63decf73f,8.881784197001252e-16
5,5000,44,83,5,30,time.perf_counter_ns,2644600,83344950,5894950,91991400,1108330.1204819276,995.8611769519329,250000,255000,5000,80000,40008,52528,682536,32139,5416508,True,9244c9474bd94bf00db099fa6b9a6507aef010650bc7ac3e17171759fa9f87bc,4.440892098500626e-16
5,5000,45,83,5,30,time.perf_counter_ns,2328050,78977250,5364800,86257750,1039250.0,1050.9355542260587,250000,255000,5000,80000,40008,52528,682536,31898,5416508,True,355ca6e8e9dbb803d24940772eaf7e2703eedb360c744b47c1e613caae6ac8b9,4.440892098500626e-16
5,5000,46,83,5,30,time.perf_counter_ns,2695750,79057950,5125750,86464150,1041736.7469879518,1049.8627905226483,250000,255000,5000,80000,40008,52528,682536,32163,5416508,True,e175520fc0c766885072437088f13ca497ccce70caac7300007690fcce8215d1,8.881784197001252e-16
5,10000,42,83,5,30,time.perf_counter_ns,2428750,148212500,9397400,159954500,1927162.6506024096,560.0067470692418,500000,510000,10000,160000,80008,52528,1312536,62636,10811508,True,a49a27f551cad9c466706ec2361fc6e743dddb7bc0e5fbb9a0785173ba317429,4.440892098500626e-16
5,10000,43,83,5,30,time.perf_counter_ns,2421100,156164200,10105050,168618950,2031553.6144578313,531.4918528062129,500000,510000,10000,160000,80008,52528,1312536,62638,10811508,True,437560b103a7a762ca5e76352faf399f7aa3fc96d6cec4f51a58a83b127a5872,4.440892098500626e-16
5,10000,44,83,5,30,time.perf_counter_ns,2519950,155651250,10229150,168385850,2028745.1807228916,533.2433886653657,500000,510000,10000,160000,80008,52528,1312536,62904,10811508,True,2ed412a64b0f054764ecd31ed00fe4d84284130b708fe1fabc775bd09a5c6884,8.881784197001252e-16
5,10000,45,83,5,30,time.perf_counter_ns,2222500,156541400,10480650,169181350,2038329.5180722892,530.2111773626657,500000,510000,10000,160000,80008,52528,1312536,62502,10811508,True,216e76e48974b1b1bed58a7655391f4b4efbc4790be7cb0ab98ba583aead64ea,4.440892098500626e-16
5,10000,46,83,5,30,time.perf_counter_ns,2459150,140604700,8593050,151158450,1821186.1445783132,590.3074363801495,500000,510000,10000,160000,80008,52528,1312536,62718,10811508,True,24d2c627bed75f2261053b1161d8fefa834c2097e9fd4781e9ed14e8daa278dc,4.440892098500626e-16
