outer_fold,dimension,seed,preprocessing_seconds,preprocessing_reused,inner_selection_seconds,outer_training_encoding_seconds,outer_training_fit_seconds,checkpoint_reused,outer_test_inference_seconds,fold_elapsed_seconds
4,1000,42,0.08336920000147074,False,0.5816201750021719,0.13223542500054464,0.006319599997368641,False,0.0017247000068891793,17.85805400001118
4,2000,42,0.08336920000147074,False,0.5816201750021719,0.13223542500054464,0.010034600010840222,False,0.002770500010228716,17.85805400001118
4,5000,42,0.08336920000147074,False,0.5816201750021719,0.13223542500054464,0.03967640000337269,False,0.0063042999972822145,17.85805400001118
4,10000,42,0.08336920000147074,False,0.5816201750021719,0.13223542500054464,0.061859900000854395,False,0.009905699989758432,17.85805400001118
4,1000,43,0.08336920000147074,False,0.5832865749980556,0.13096372499785502,0.005766499991295859,False,0.002040899998974055,17.85805400001118
4,2000,43,0.08336920000147074,False,0.5832865749980556,0.13096372499785502,0.0093949000001885,False,0.0024376000073971227,17.85805400001118
4,5000,43,0.08336920000147074,False,0.5832865749980556,0.13096372499785502,0.03486079999129288,False,0.0053653999930247664,17.85805400001118
4,10000,43,0.08336920000147074,False,0.5832865749980556,0.13096372499785502,0.06346530000155326,False,0.011123600008431822,17.85805400001118
4,1000,44,0.08336920000147074,False,0.5862030499993125,0.13384464999762713,0.00585230000433512,False,0.0028782000008504838,17.85805400001118
4,2000,44,0.08336920000147074,False,0.5862030499993125,0.13384464999762713,0.010450299989315681,False,0.003017399998498149,17.85805400001118
4,5000,44,0.08336920000147074,False,0.5862030499993125,0.13384464999762713,0.0361418000102276,False,0.0058905000041704625,17.85805400001118
4,10000,44,0.08336920000147074,False,0.5862030499993125,0.13384464999762713,0.05874680000124499,False,0.009765400012838654,17.85805400001118
4,1000,45,0.08336920000147074,False,0.5910055499989539,0.13149710000288906,0.006030899996403605,False,0.002221100003225729,17.85805400001118
4,2000,45,0.08336920000147074,False,0.5910055499989539,0.13149710000288906,0.009652300010202453,False,0.002250000005005859,17.85805400001118
4,5000,45,0.08336920000147074,False,0.5910055499989539,0.13149710000288906,0.03403979999711737,False,0.005128799995873123,17.85805400001118
4,10000,45,0.08336920000147074,False,0.5910055499989539,0.13149710000288906,0.05938819999573752,False,0.009268499998142943,17.85805400001118
4,1000,46,0.08336920000147074,False,0.5751989250020415,0.1314544749984634,0.006269699995755218,False,0.00248239999928046,17.85805400001118
4,2000,46,0.08336920000147074,False,0.5751989250020415,0.1314544749984634,0.014285800003563054,False,0.0021701999939978123,17.85805400001118
4,5000,46,0.08336920000147074,False,0.5751989250020415,0.1314544749984634,0.03928500000620261,False,0.004872400008025579,17.85805400001118
4,10000,46,0.08336920000147074,False,0.5751989250020415,0.1314544749984634,0.06243420000828337,False,0.00930289999814704,17.85805400001118
