outer_fold,dimension,seed,preprocessing_seconds,preprocessing_reused,inner_selection_seconds,outer_training_encoding_seconds,outer_training_fit_seconds,checkpoint_reused,outer_test_inference_seconds,fold_elapsed_seconds
5,1000,42,0.08286249999946449,False,0.5943953500027419,0.13186582500202348,0.006371600000420585,False,0.0018649999983608723,17.916221100007533
5,2000,42,0.08286249999946449,False,0.5943953500027419,0.13186582500202348,0.009067300008609891,False,0.0026024999970104545,17.916221100007533
5,5000,42,0.08286249999946449,False,0.5943953500027419,0.13186582500202348,0.033682699999189936,False,0.005431499987025745,17.916221100007533
5,10000,42,0.08286249999946449,False,0.5943953500027419,0.13186582500202348,0.059225100005278364,False,0.009825299988733605,17.916221100007533
5,1000,43,0.08286249999946449,False,0.5965366499985976,0.13223574999938137,0.005604999998467974,False,0.0034574000019347295,17.916221100007533
5,2000,43,0.08286249999946449,False,0.5965366499985976,0.13223574999938137,0.009157299995422363,False,0.0024510000075679272,17.916221100007533
5,5000,43,0.08286249999946449,False,0.5965366499985976,0.13223574999938137,0.03636940001160838,False,0.005740799999330193,17.916221100007533
5,10000,43,0.08286249999946449,False,0.5965366499985976,0.13223574999938137,0.060258500001509674,False,0.010298699999111705,17.916221100007533
5,1000,44,0.08286249999946449,False,0.5888500000000931,0.1314548999980616,0.006736499999533407,False,0.0024594999995315447,17.916221100007533
5,2000,44,0.08286249999946449,False,0.5888500000000931,0.1314548999980616,0.010589400000753812,False,0.003126299998257309,17.916221100007533
5,5000,44,0.08286249999946449,False,0.5888500000000931,0.1314548999980616,0.03945850000309292,False,0.006099899997934699,17.916221100007533
5,10000,44,0.08286249999946449,False,0.5888500000000931,0.1314548999980616,0.06392829999094829,False,0.00978239999676589,17.916221100007533
5,1000,45,0.08286249999946449,False,0.5853393249999499,0.13015852500029723,0.006197900002007373,False,0.002744400000665337,17.916221100007533
5,2000,45,0.08286249999946449,False,0.5853393249999499,0.13015852500029723,0.015011399998911656,False,0.002548700009356253,17.916221100007533
5,5000,45,0.08286249999946449,False,0.5853393249999499,0.13015852500029723,0.03781560000788886,False,0.005087300000013784,17.916221100007533
5,10000,45,0.08286249999946449,False,0.5853393249999499,0.13015852500029723,0.061129299996537156,False,0.009290899994084612,17.916221100007533
5,1000,46,0.08286249999946449,False,0.5904577749970485,0.12955650000003516,0.0062070999993011355,False,0.002722600009292364,17.916221100007533
5,2000,46,0.08286249999946449,False,0.5904577749970485,0.12955650000003516,0.015876500008744188,False,0.002725400001509115,17.916221100007533
5,5000,46,0.08286249999946449,False,0.5904577749970485,0.12955650000003516,0.037679400003980845,False,0.006240799993975088,17.916221100007533
5,10000,46,0.08286249999946449,False,0.5904577749970485,0.12955650000003516,0.061799000002793036,False,0.009947799990186468,17.916221100007533
