outer_fold,dimension,seed,preprocessing_seconds,preprocessing_reused,inner_selection_seconds,outer_training_encoding_seconds,outer_training_fit_seconds,checkpoint_reused,outer_test_inference_seconds,fold_elapsed_seconds
2,1000,42,0.08705630000622477,False,0.586951000001136,0.13001549999898998,0.00584050000179559,False,0.0017896000063046813,17.867741399997612
2,2000,42,0.08705630000622477,False,0.586951000001136,0.13001549999898998,0.014727600006153807,False,0.0027283000090392306,17.867741399997612
2,5000,42,0.08705630000622477,False,0.586951000001136,0.13001549999898998,0.035086100004264154,False,0.005441500004963018,17.867741399997612
2,10000,42,0.08705630000622477,False,0.586951000001136,0.13001549999898998,0.06444940000073984,False,0.010202000004937872,17.867741399997612
2,1000,43,0.08705630000622477,False,0.5921758750009758,0.13340714999867487,0.0065307000040775165,False,0.0024847000022418797,17.867741399997612
2,2000,43,0.08705630000622477,False,0.5921758750009758,0.13340714999867487,0.014203400001861155,False,0.0026280000020051375,17.867741399997612
2,5000,43,0.08705630000622477,False,0.5921758750009758,0.13340714999867487,0.03513849999580998,False,0.00588120000611525,17.867741399997612
2,10000,43,0.08705630000622477,False,0.5921758750009758,0.13340714999867487,0.06196510000154376,False,0.011223099994822405,17.867741399997612
2,1000,44,0.08705630000622477,False,0.5955727500004286,0.13104289999682806,0.006187000006320886,False,0.0024362999974982813,17.867741399997612
2,2000,44,0.08705630000622477,False,0.5955727500004286,0.13104289999682806,0.008687399997143075,False,0.002711299996008165,17.867741399997612
2,5000,44,0.08705630000622477,False,0.5955727500004286,0.13104289999682806,0.036128799998550676,False,0.006135000003268942,17.867741399997612
2,10000,44,0.08705630000622477,False,0.5955727500004286,0.13104289999682806,0.06232310000632424,False,0.01078609999967739,17.867741399997612
2,1000,45,0.08705630000622477,False,0.5715008249972016,0.1325754749996122,0.006109599999035709,False,0.002388499997323379,17.867741399997612
2,2000,45,0.08705630000622477,False,0.5715008249972016,0.1325754749996122,0.015133300010347739,False,0.0027842999988934025,17.867741399997612
2,5000,45,0.08705630000622477,False,0.5715008249972016,0.1325754749996122,0.03543960000388324,False,0.005430000004707836,17.867741399997612
2,10000,45,0.08705630000622477,False,0.5715008249972016,0.1325754749996122,0.06455590001132805,False,0.010112899995874614,17.867741399997612
2,1000,46,0.08705630000622477,False,0.5892657250005868,0.12934572499943897,0.006130699999630451,False,0.002408899992587976,17.867741399997612
2,2000,46,0.08705630000622477,False,0.5892657250005868,0.12934572499943897,0.013776700012385845,False,0.002680499994312413,17.867741399997612
2,5000,46,0.08705630000622477,False,0.5892657250005868,0.12934572499943897,0.03705669999180827,False,0.005070300001534633,17.867741399997612
2,10000,46,0.08705630000622477,False,0.5892657250005868,0.12934572499943897,0.0632227000023704,False,0.008797900009085424,17.867741399997612
