variant,outer_fold,dimension,seed,levels,feature_k,selected_structure_parameters,selected_temperature,inner_fold,temperature,bounded_mae,bounded_rmse,model_seconds,model_bytes
onlinehd,1,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,1,0.05,0.4419303247445732,0.648320915935118,0.1149157999898307,16000
onlinehd,1,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,1,0.1,0.5437830783310024,0.698040698038385,0.1149157999898307,16000
onlinehd,1,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,1,0.2,0.7119743207739881,0.8334834442342646,0.1149157999898307,16000
onlinehd,1,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,1,0.5,0.8765608587567157,0.9875753020165636,0.1149157999898307,16000
onlinehd,1,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,1,1.0,0.935868546398412,1.0493424544155863,0.1149157999898307,16000
onlinehd,1,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,1,2.0,0.9658171239923057,1.0814998450057345,0.1149157999898307,16000
onlinehd,1,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,2,0.05,0.4579165046400769,0.7068286464440188,0.015140300005441532,16000
onlinehd,1,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,2,0.1,0.5400637512739138,0.69922592973866,0.015140300005441532,16000
onlinehd,1,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,2,0.2,0.6880847587403154,0.8180139039231542,0.015140300005441532,16000
onlinehd,1,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,2,0.5,0.8707376860943589,0.9857040523931021,0.015140300005441532,16000
onlinehd,1,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,2,1.0,0.9368866642897749,1.0516056692231683,0.015140300005441532,16000
onlinehd,1,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,2,2.0,0.9689146680547488,1.084927901660087,0.015140300005441532,16000
onlinehd,1,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,3,0.05,0.6192332315773662,0.8031202882677082,0.02009810000890866,16000
onlinehd,1,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,3,0.1,0.6402395263040562,0.7857475798848095,0.02009810000890866,16000
onlinehd,1,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,3,0.2,0.7597502874933388,0.8803247111200341,0.02009810000890866,16000
onlinehd,1,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,3,0.5,0.8920990836141477,1.007513999696157,0.02009810000890866,16000
onlinehd,1,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,3,1.0,0.9446100056362157,1.0607901917292923,0.02009810000890866,16000
onlinehd,1,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,3,2.0,0.9720036842678893,1.0889858750173746,0.02009810000890866,16000
onlinehd,1,1000,43,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,1,0.05,0.6559398609157236,0.8364882955970265,0.014576399989891797,16000
onlinehd,1,1000,43,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,1,0.1,0.6899042563785611,0.8310399606153492,0.014576399989891797,16000
