variant,outer_fold,dimension,seed,levels,feature_k,selected_structure_parameters,selected_temperature,mae_raw,mae_bounded,rmse_bounded,r2_bounded,spearman_bounded
hybrid,1,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.6560243816845457,0.6560243816845457,0.7603276884358736,0.5375214449582089,0.79792624281535
hybrid,1,1000,43,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.6245998631231894,0.6245998631231894,0.7227869689834355,0.5820631979741906,0.8111005891469187
hybrid,1,1000,44,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.6298640794017727,0.6298640794017727,0.7451161781143851,0.5558415048897696,0.8005611120816636
hybrid,1,1000,45,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.6396657211813905,0.6396657211813905,0.7507319429301057,0.5491212398915108,0.7873867657500948
hybrid,1,1000,46,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.656785242147461,0.656785242147461,0.7703106173626973,0.5252972422226401,0.8045134159811343
hybrid,1,2000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.6777421511895616,0.6777421511895616,0.7818907133205241,0.5109175299384976,0.7843127516060621
hybrid,1,2000,43,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.5971423972530636,0.5971423972530636,0.7143939149039151,0.5917130674786061,0.8031959813479773
hybrid,1,2000,44,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.6399023693845818,0.6399023693845818,0.7518935536562024,0.547724867176198,0.8106614442691996
hybrid,1,2000,45,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.6419167095097852,0.6419167095097852,0.7553898077005757,0.5435089907376698,0.7737732745408071
hybrid,1,2000,46,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.661236800612935,0.661236800612935,0.7759443803343313,0.5183282549020565,0.7658686667418658
hybrid,1,5000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.6426894175093809,0.6426894175093809,0.7447605809115179,0.5562653416962706,0.7944130837935982
hybrid,1,5000,43,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.641846943731689,0.641846943731689,0.744998375280909,0.5559819366630449,0.8031959813479773
hybrid,1,5000,44,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.6524988447145783,0.6524988447145783,0.7706259397722931,0.5249085287600561,0.7711384052744934
hybrid,1,5000,45,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.6578634421523554,0.6578634421523554,0.7690918501673023,0.5267981808049886,0.7570857691874866
hybrid,1,5000,46,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.6328451074946948,0.6328451074946948,0.7416143523565004,0.5600065219030788,0.8018785467148205
hybrid,1,10000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.6357071000719905,0.6357071000719905,0.7425268300775455,0.5589231252919935,0.7904607798941276
hybrid,1,10000,43,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.628215006055702,0.628215006055702,0.7481854426988166,0.5521748346668607,0.7829953169729051
hybrid,1,10000,44,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.6465266135110527,0.6465266135110527,0.7640576077792357,0.5329727775957374,0.7803604477065915
hybrid,1,10000,45,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.6418982316673773,0.6418982316673773,0.7584730209701033,0.5397749411683883,0.7878259106278138
hybrid,1,10000,46,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.6337808800953942,0.6337808800953942,0.7437153151065117,0.5575100240608177,0.7895824901386896
