variant,outer_fold,dimension,seed,levels,feature_k,selected_structure_parameters,selected_temperature,accuracy,balanced_accuracy,macro_f1,weighted_f1,severe_error_rate,confusion_0_0,confusion_0_1,confusion_0_2,confusion_0_3,confusion_1_0,confusion_1_1,confusion_1_2,confusion_1_3,confusion_2_0,confusion_2_1,confusion_2_2,confusion_2_3,confusion_3_0,confusion_3_1,confusion_3_2,confusion_3_3
onlinehd,1,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.6190476190476191,0.6190476190476191,0.5509066405292821,0.5509066405292821,0.047619047619047616,1,17,1,2,0,14,6,1,0,1,16,4,0,0,0,21
onlinehd,1,1000,43,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.6904761904761905,0.6904761904761905,0.6703664552501762,0.6703664552501761,0.08333333333333333,16,2,0,3,2,14,2,3,1,6,7,7,0,0,0,21
onlinehd,1,1000,44,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.5833333333333334,0.5833333333333333,0.5119063485716824,0.5119063485716824,0.03571428571428571,0,18,1,2,0,16,5,0,0,6,13,2,0,0,1,20
onlinehd,1,1000,45,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.6904761904761905,0.6904761904761905,0.6274620007069636,0.6274620007069636,0.09523809523809523,18,0,0,3,13,2,3,3,2,0,17,2,0,0,0,21
onlinehd,1,1000,46,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.5357142857142857,0.5357142857142857,0.4588090411153792,0.4588090411153792,0.047619047619047616,17,0,4,0,10,1,10,0,0,0,21,0,0,0,15,6
onlinehd,1,2000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.4880952380952381,0.48809523809523814,0.38970980710111147,0.38970980710111147,0.047619047619047616,17,0,4,0,7,1,13,0,0,0,21,0,0,0,19,2
onlinehd,1,2000,43,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.75,0.75,0.7304954195834414,0.7304954195834414,0.05952380952380952,15,1,4,1,4,7,10,0,0,0,21,0,0,0,1,20
onlinehd,1,2000,44,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.6547619047619048,0.6547619047619048,0.6301185656448813,0.6301185656448816,0.05952380952380952,6,11,0,4,1,15,4,1,0,3,13,5,0,0,0,21
onlinehd,1,2000,45,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.5595238095238095,0.5595238095238095,0.5273060273060273,0.5273060273060273,0.03571428571428571,7,14,0,0,0,20,1,0,0,19,2,0,0,3,0,18
onlinehd,1,2000,46,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.7261904761904762,0.7261904761904762,0.7170454545454545,0.7170454545454545,0.023809523809523808,7,13,1,0,0,17,4,0,0,3,18,0,0,1,1,19
onlinehd,1,5000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.6190476190476191,0.6190476190476191,0.5285577025728622,0.5285577025728623,0.09523809523809523,18,0,0,3,12,0,4,5,0,0,13,8,0,0,0,21
onlinehd,1,5000,43,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.7380952380952381,0.738095238095238,0.7303414786967418,0.7303414786967418,0.08333333333333333,17,1,0,3,4,10,3,4,0,0,14,7,0,0,0,21
