variant,outer_fold,dimension,seed,levels,feature_k,selected_structure_parameters,selected_temperature,mae_raw,mae_bounded,rmse_bounded,r2_bounded,spearman_bounded
onlinehd,4,1000,42,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.39256321325470156,0.39256321325470156,0.58305301572216,0.7280393446858358,0.8853160734814229
onlinehd,4,1000,43,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.46029258486543817,0.46029258486543817,0.5952573640563491,0.7165349364293496,0.9107864763891225
onlinehd,4,1000,44,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.3823738574262035,0.3823738574262035,0.4946433058470066,0.8042623999845957,0.9463572114843583
onlinehd,4,1000,45,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.37093789696598845,0.37093789696598845,0.47023200355320094,0.8231054902674739,0.9432831973403254
onlinehd,4,1000,46,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.38727693159323867,0.38727693159323867,0.4819998000167521,0.8141409542270488,0.9450397768512013
onlinehd,4,2000,42,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.2765824805703411,0.2765824805703411,0.35733375373669546,0.8978500707523541,0.9533835295278617
onlinehd,4,2000,43,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.3420258526066341,0.3420258526066341,0.45028878065862354,0.837792011210376,0.961288137326803
onlinehd,4,2000,44,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.38135597596673904,0.38135597596673904,0.5041007661578945,0.796705934047219,0.9617272822045219
onlinehd,4,2000,45,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.32149213739530635,0.32149213739530635,0.4506902655552068,0.8375026276270217,0.9560183987941754
onlinehd,4,2000,46,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.3883211891718513,0.3883211891718513,0.5347207099918941,0.7712590098446117,0.9375743139299791
onlinehd,4,5000,42,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.4513978011913409,0.4513978011913409,0.5755802583772268,0.7349658929331239,0.9577749783050512
onlinehd,4,5000,43,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.3685312631175575,0.3685312631175575,0.4326415971973672,0.8502569986996088,0.9648012963485546
onlinehd,4,5000,44,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.45247820879115674,0.45247820879115674,0.6524590876911515,0.6594377111113843,0.8444755998535597
onlinehd,4,5000,45,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.40666826276271956,0.40666826276271956,0.5356046478812211,0.7705021289344265,0.9643621514708357
onlinehd,4,5000,46,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.4065276623921723,0.4065276623921723,0.5619130502881634,0.7474029791326816,0.8949772607912401
onlinehd,4,10000,42,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.4214778077709313,0.4214778077709313,0.5232191204060227,0.7809934016332384,0.9243999675984104
onlinehd,4,10000,43,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.33250741879283535,0.33250741879283535,0.47807736619687957,0.8171536255442038,0.9454789217289202
onlinehd,4,10000,44,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.6107257767921545,0.6107257767921545,0.8784867228571929,0.38260886221090373,0.8796071900710764
onlinehd,4,10000,45,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.36642613346400843,0.36642613346400843,0.5262453526397783,0.7784526630600282,0.9481137909952341
onlinehd,4,10000,46,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.4457345285437253,0.4457345285437253,0.6223549546392413,0.6901394483487903,0.9459180666066394
