variant,outer_fold,dimension,seed,levels,feature_k,selected_structure_parameters,selected_temperature,inner_fold,temperature,bounded_mae,bounded_rmse,model_seconds,model_bytes
multicentroid,5,1000,42,51,50,"{""centroids_per_class"":3}",0.05,1,0.05,0.7352969556470522,0.8393568128934122,0.05142990002059378,48000
multicentroid,5,1000,42,51,50,"{""centroids_per_class"":3}",0.05,1,0.1,0.853317239374757,0.9619367910830684,0.05142990002059378,48000
multicentroid,5,1000,42,51,50,"{""centroids_per_class"":3}",0.05,1,0.2,0.920152803429698,1.0326508225778568,0.05142990002059378,48000
multicentroid,5,1000,42,51,50,"{""centroids_per_class"":3}",0.05,1,0.5,0.9625471116723171,1.0784801094552072,0.05142990002059378,48000
multicentroid,5,1000,42,51,50,"{""centroids_per_class"":3}",0.05,1,1.0,0.977027344393832,1.0943621048946388,0.05142990002059378,48000
multicentroid,5,1000,42,51,50,"{""centroids_per_class"":3}",0.05,1,2.0,0.9843278141262833,1.102419609266315,0.05142990002059378,48000
multicentroid,5,1000,42,51,50,"{""centroids_per_class"":3}",0.05,2,0.05,0.714265038843549,0.8182620547456458,0.05387859998154454,48000
multicentroid,5,1000,42,51,50,"{""centroids_per_class"":3}",0.05,2,0.1,0.8444658630209374,0.9512797158833732,0.05387859998154454,48000
multicentroid,5,1000,42,51,50,"{""centroids_per_class"":3}",0.05,2,0.2,0.9193703443278487,1.0300564909620815,0.05387859998154454,48000
multicentroid,5,1000,42,51,50,"{""centroids_per_class"":3}",0.05,2,0.5,0.9671295981609169,1.0816560527592602,0.05387859998154454,48000
multicentroid,5,1000,42,51,50,"{""centroids_per_class"":3}",0.05,2,1.0,0.9834704140533289,1.0996405605195758,0.05387859998154454,48000
multicentroid,5,1000,42,51,50,"{""centroids_per_class"":3}",0.05,2,2.0,0.9917125976490277,1.1087856369796811,0.05387859998154454,48000
multicentroid,5,1000,42,51,50,"{""centroids_per_class"":3}",0.05,3,0.05,0.6708204187398105,0.8033377099622688,0.053613900003256276,48000
multicentroid,5,1000,42,51,50,"{""centroids_per_class"":3}",0.05,3,0.1,0.799731447706692,0.9205522665736888,0.053613900003256276,48000
multicentroid,5,1000,42,51,50,"{""centroids_per_class"":3}",0.05,3,0.2,0.8960586013399042,1.009908823518028,0.053613900003256276,48000
multicentroid,5,1000,42,51,50,"{""centroids_per_class"":3}",0.05,3,0.5,0.9577642892886169,1.0728030865597533,0.053613900003256276,48000
multicentroid,5,1000,42,51,50,"{""centroids_per_class"":3}",0.05,3,1.0,0.9787982656574187,1.0951184706445751,0.053613900003256276,48000
multicentroid,5,1000,42,51,50,"{""centroids_per_class"":3}",0.05,3,2.0,0.9893808250253507,1.106504368969868,0.053613900003256276,48000
multicentroid,5,1000,43,51,50,"{""centroids_per_class"":3}",0.05,1,0.05,0.6961399582212245,0.7893990857645179,0.053654199989978224,48000
multicentroid,5,1000,43,51,50,"{""centroids_per_class"":3}",0.05,1,0.1,0.831531810164062,0.934949090234149,0.053654199989978224,48000
multicentroid,5,1000,43,51,50,"{""centroids_per_class"":3}",0.05,1,0.2,0.9088452897223012,1.0191360951886965,0.053654199989978224,48000
multicentroid,5,1000,43,51,50,"{""centroids_per_class"":3}",0.05,1,0.5,0.957942306605784,1.0731502077927302,0.053654199989978224,48000
multicentroid,5,1000,43,51,50,"{""centroids_per_class"":3}",0.05,1,1.0,0.974712526166419,1.0917168942341768,0.053654199989978224,48000
multicentroid,5,1000,43,51,50,"{""centroids_per_class"":3}",0.05,1,2.0,0.9831673955089019,1.101102595109187,0.053654199989978224,48000
multicentroid,5,1000,43,51,50,"{""centroids_per_class"":3}",0.05,2,0.05,0.7370444695835723,0.8343526784204001,0.05316729997866787,48000
multicentroid,5,1000,43,51,50,"{""centroids_per_class"":3}",0.05,2,0.1,0.8595491099714465,0.9632335367477145,0.05316729997866787,48000
multicentroid,5,1000,43,51,50,"{""centroids_per_class"":3}",0.05,2,0.2,0.9277300823544287,1.0372987003787657,0.05316729997866787,48000
multicentroid,5,1000,43,51,50,"{""centroids_per_class"":3}",0.05,2,0.5,0.9706529163880712,1.0849058576792794,0.05316729997866787,48000
multicentroid,5,1000,43,51,50,"{""centroids_per_class"":3}",0.05,2,1.0,0.9852594246167138,1.1013281112474747,0.05316729997866787,48000
multicentroid,5,1000,43,51,50,"{""centroids_per_class"":3}",0.05,2,2.0,0.9926136369061096,1.109645379024247,0.05316729997866787,48000
multicentroid,5,1000,43,51,50,"{""centroids_per_class"":3}",0.05,3,0.05,0.6266743264035992,0.7723497869919972,0.05242480000015348,48000
multicentroid,5,1000,43,51,50,"{""centroids_per_class"":3}",0.05,3,0.1,0.7702738382927135,0.8945774846761814,0.05242480000015348,48000
multicentroid,5,1000,43,51,50,"{""centroids_per_class"":3}",0.05,3,0.2,0.8794413373754715,0.9935897980773305,0.05242480000015348,48000
multicentroid,5,1000,43,51,50,"{""centroids_per_class"":3}",0.05,3,0.5,0.9508050665526189,1.0655323294725159,0.05242480000015348,48000
multicentroid,5,1000,43,51,50,"{""centroids_per_class"":3}",0.05,3,1.0,0.9752830396214841,1.0913728074362063,0.05242480000015348,48000
multicentroid,5,1000,43,51,50,"{""centroids_per_class"":3}",0.05,3,2.0,0.9876160233933418,1.1046056313349086,0.05242480000015348,48000
multicentroid,5,1000,44,51,50,"{""centroids_per_class"":3}",0.05,1,0.05,0.6805812152597823,0.7755354804982023,0.052507099986542016,48000
multicentroid,5,1000,44,51,50,"{""centroids_per_class"":3}",0.05,1,0.1,0.8234021622368388,0.9281594637300397,0.052507099986542016,48000
multicentroid,5,1000,44,51,50,"{""centroids_per_class"":3}",0.05,1,0.2,0.9051637713216535,1.0161741587879591,0.052507099986542016,48000
multicentroid,5,1000,44,51,50,"{""centroids_per_class"":3}",0.05,1,0.5,0.9565909285217808,1.0721362177745093,0.052507099986542016,48000
multicentroid,5,1000,44,51,50,"{""centroids_per_class"":3}",0.05,1,1.0,0.9740590123630224,1.0912440937712002,0.052507099986542016,48000
multicentroid,5,1000,44,51,50,"{""centroids_per_class"":3}",0.05,1,2.0,0.9828463358722872,1.1008752699809077,0.052507099986542016,48000
multicentroid,5,1000,44,51,50,"{""centroids_per_class"":3}",0.05,2,0.05,0.720196112301621,0.8366905899170712,0.05399149999720976,48000
multicentroid,5,1000,44,51,50,"{""centroids_per_class"":3}",0.05,2,0.1,0.8478749111883638,0.9621876051413943,0.05399149999720976,48000
multicentroid,5,1000,44,51,50,"{""centroids_per_class"":3}",0.05,2,0.2,0.9209702878915285,1.0356150694014512,0.05399149999720976,48000
multicentroid,5,1000,44,51,50,"{""centroids_per_class"":3}",0.05,2,0.5,0.9677232128449113,1.0838783449947307,0.05399149999720976,48000
multicentroid,5,1000,44,51,50,"{""centroids_per_class"":3}",0.05,2,1.0,0.9837586479052104,1.1007505316006387,0.05399149999720976,48000
multicentroid,5,1000,44,51,50,"{""centroids_per_class"":3}",0.05,2,2.0,0.9918545481419266,1.109340301289281,0.05399149999720976,48000
multicentroid,5,1000,44,51,50,"{""centroids_per_class"":3}",0.05,3,0.05,0.6237046875039797,0.7553775682556666,0.05619999999180436,48000
multicentroid,5,1000,44,51,50,"{""centroids_per_class"":3}",0.05,3,0.1,0.7723238777840438,0.8922102985972685,0.05619999999180436,48000
multicentroid,5,1000,44,51,50,"{""centroids_per_class"":3}",0.05,3,0.2,0.8806562925786824,0.9943319735583289,0.05619999999180436,48000
multicentroid,5,1000,44,51,50,"{""centroids_per_class"":3}",0.05,3,0.5,0.9512752584678407,1.0661432740732462,0.05619999999180436,48000
multicentroid,5,1000,44,51,50,"{""centroids_per_class"":3}",0.05,3,1.0,0.9755099583821334,1.0917085128765036,0.05619999999180436,48000
multicentroid,5,1000,44,51,50,"{""centroids_per_class"":3}",0.05,3,2.0,0.9877269830458734,1.1047786575615406,0.05619999999180436,48000
multicentroid,5,1000,45,51,50,"{""centroids_per_class"":3}",0.05,1,0.05,0.7265179578216113,0.8282380635017642,0.06017370001063682,48000
multicentroid,5,1000,45,51,50,"{""centroids_per_class"":3}",0.05,1,0.1,0.8509649763201885,0.9592638864092238,0.06017370001063682,48000
multicentroid,5,1000,45,51,50,"{""centroids_per_class"":3}",0.05,1,0.2,0.9194917660487609,1.0319805573975926,0.06017370001063682,48000
multicentroid,5,1000,45,51,50,"{""centroids_per_class"":3}",0.05,1,0.5,0.9624169925013558,1.0783496814485742,0.06017370001063682,48000
multicentroid,5,1000,45,51,50,"{""centroids_per_class"":3}",0.05,1,1.0,0.9769856407553509,1.094317375068729,0.06017370001063682,48000
multicentroid,5,1000,45,51,50,"{""centroids_per_class"":3}",0.05,1,2.0,0.9843128986507048,1.102402114321581,0.06017370001063682,48000
multicentroid,5,1000,45,51,50,"{""centroids_per_class"":3}",0.05,2,0.05,0.713910988733514,0.8162702678839174,0.054809599998407066,48000
multicentroid,5,1000,45,51,50,"{""centroids_per_class"":3}",0.05,2,0.1,0.8418226997928449,0.949545402276642,0.054809599998407066,48000
multicentroid,5,1000,45,51,50,"{""centroids_per_class"":3}",0.05,2,0.2,0.9169394515854292,1.0287797379882002,0.054809599998407066,48000
multicentroid,5,1000,45,51,50,"{""centroids_per_class"":3}",0.05,2,0.5,0.9658516243930583,1.0810394886310655,0.054809599998407066,48000
multicentroid,5,1000,45,51,50,"{""centroids_per_class"":3}",0.05,2,1.0,0.9827784937335566,1.0993152799431571,0.054809599998407066,48000
multicentroid,5,1000,45,51,50,"{""centroids_per_class"":3}",0.05,2,2.0,0.9913533008251009,1.1086188733994324,0.054809599998407066,48000
multicentroid,5,1000,45,51,50,"{""centroids_per_class"":3}",0.05,3,0.05,0.6547154412495284,0.792899264098857,0.05296400000224821,48000
multicentroid,5,1000,45,51,50,"{""centroids_per_class"":3}",0.05,3,0.1,0.7970438196595659,0.9163995513662554,0.05296400000224821,48000
multicentroid,5,1000,45,51,50,"{""centroids_per_class"":3}",0.05,3,0.2,0.8941716886740761,1.007362540694038,0.05296400000224821,48000
multicentroid,5,1000,45,51,50,"{""centroids_per_class"":3}",0.05,3,0.5,0.9569311327261536,1.071550903865911,0.05296400000224821,48000
multicentroid,5,1000,45,51,50,"{""centroids_per_class"":3}",0.05,3,1.0,0.9783741757517004,1.0944436471182115,0.05296400000224821,48000
multicentroid,5,1000,45,51,50,"{""centroids_per_class"":3}",0.05,3,2.0,0.9891674635993369,1.1061539171776122,0.05296400000224821,48000
multicentroid,5,1000,46,51,50,"{""centroids_per_class"":3}",0.05,1,0.05,0.7052582739395423,0.8011689559057633,0.05170809998526238,48000
multicentroid,5,1000,46,51,50,"{""centroids_per_class"":3}",0.05,1,0.1,0.836646186415939,0.9416944912286433,0.05170809998526238,48000
multicentroid,5,1000,46,51,50,"{""centroids_per_class"":3}",0.05,1,0.2,0.9114063549631157,1.022477021724673,0.05170809998526238,48000
multicentroid,5,1000,46,51,50,"{""centroids_per_class"":3}",0.05,1,0.5,0.958956773863871,1.074439665990564,0.05170809998526238,48000
multicentroid,5,1000,46,51,50,"{""centroids_per_class"":3}",0.05,1,1.0,0.975217601906412,1.0923504937235247,0.05170809998526238,48000
multicentroid,5,1000,46,51,50,"{""centroids_per_class"":3}",0.05,1,2.0,0.9834193742235786,1.1014163144995952,0.05170809998526238,48000
multicentroid,5,1000,46,51,50,"{""centroids_per_class"":3}",0.05,2,0.05,0.711938224299268,0.8225871472111413,0.05264720000559464,48000
multicentroid,5,1000,46,51,50,"{""centroids_per_class"":3}",0.05,2,0.1,0.844357585473584,0.9558649546585477,0.05264720000559464,48000
multicentroid,5,1000,46,51,50,"{""centroids_per_class"":3}",0.05,2,0.2,0.919569803219553,1.0332982126173447,0.05264720000559464,48000
multicentroid,5,1000,46,51,50,"{""centroids_per_class"":3}",0.05,2,0.5,0.9672669788174785,1.0832647789821932,0.05264720000559464,48000
multicentroid,5,1000,46,51,50,"{""centroids_per_class"":3}",0.05,2,1.0,0.9835475562111543,1.1005048804253397,0.05264720000559464,48000
multicentroid,5,1000,46,51,50,"{""centroids_per_class"":3}",0.05,2,2.0,0.991753117409371,1.1092335228330057,0.05264720000559464,48000
multicentroid,5,1000,46,51,50,"{""centroids_per_class"":3}",0.05,3,0.05,0.6626998028701221,0.7921928966184113,0.054402100009610876,48000
multicentroid,5,1000,46,51,50,"{""centroids_per_class"":3}",0.05,3,0.1,0.8016050380063567,0.9213756819261273,0.054402100009610876,48000
multicentroid,5,1000,46,51,50,"{""centroids_per_class"":3}",0.05,3,0.2,0.8969157015180899,1.0111904162560297,0.054402100009610876,48000
multicentroid,5,1000,46,51,50,"{""centroids_per_class"":3}",0.05,3,0.5,0.9580399632058998,1.0733516885810048,0.054402100009610876,48000
multicentroid,5,1000,46,51,50,"{""centroids_per_class"":3}",0.05,3,1.0,0.9789206961222912,1.095383015344433,0.054402100009610876,48000
multicentroid,5,1000,46,51,50,"{""centroids_per_class"":3}",0.05,3,2.0,0.9894377873993088,1.1066327230439985,0.054402100009610876,48000
multicentroid,5,2000,42,51,50,"{""centroids_per_class"":3}",0.05,1,0.05,0.7389960281172526,0.8477681947675652,0.07040999998571351,96000
multicentroid,5,2000,42,51,50,"{""centroids_per_class"":3}",0.05,1,0.1,0.8558301725607674,0.9681461244907141,0.07040999998571351,96000
multicentroid,5,2000,42,51,50,"{""centroids_per_class"":3}",0.05,1,0.2,0.9214321948165983,1.0360698293936281,0.07040999998571351,96000
multicentroid,5,2000,42,51,50,"{""centroids_per_class"":3}",0.05,1,0.5,0.9630508667714309,1.0798995145946138,0.07040999998571351,96000
multicentroid,5,2000,42,51,50,"{""centroids_per_class"":3}",0.05,1,1.0,0.9772769595409054,1.0950786771534287,0.07040999998571351,96000
multicentroid,5,2000,42,51,50,"{""centroids_per_class"":3}",0.05,1,2.0,0.9844519805043557,1.1027794600775453,0.07040999998571351,96000
multicentroid,5,2000,42,51,50,"{""centroids_per_class"":3}",0.05,2,0.05,0.7124252348676245,0.815094462407248,0.07803989999229088,96000
multicentroid,5,2000,42,51,50,"{""centroids_per_class"":3}",0.05,2,0.1,0.8416052652535518,0.9497033100103197,0.07803989999229088,96000
multicentroid,5,2000,42,51,50,"{""centroids_per_class"":3}",0.05,2,0.2,0.9175979614073975,1.0290018693972551,0.07803989999229088,96000
multicentroid,5,2000,42,51,50,"{""centroids_per_class"":3}",0.05,2,0.5,0.9663381942333195,1.081168189849427,0.07803989999229088,96000
